Sample,Sample<->Extractor,Extractor,Extractor<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.057492,0.000010,0.200397,0.000013,0.000002,0.000003,0.000001,0.257917
0.069633,0.000011,0.193903,0.000016,0.000001,0.000002,0.000001,0.263568
0.065933,0.000010,0.197013,0.000017,0.000001,0.000003,0.000001,0.262977
0.064229,0.000012,0.231365,0.000019,0.000002,0.000003,0.000002,0.295630
0.067158,0.000010,0.241351,0.000013,0.000001,0.000003,0.000001,0.308538
0.060203,0.000009,0.267215,0.000017,0.000002,0.000004,0.000002,0.327451
0.093780,0.000015,0.255947,0.000016,0.000002,0.000004,0.000002,0.349765
0.092445,0.000019,0.329739,0.000019,0.000002,0.000002,0.000001,0.422227
0.061284,0.000011,0.192263,0.000014,0.000001,0.000002,0.000001,0.253576
0.064202,0.000016,0.329477,0.000017,0.000002,0.000004,0.000002,0.393719
0.088656,0.000015,0.309448,0.000012,0.000001,0.000004,0.000001,0.398138
0.063685,0.000010,0.190712,0.000016,0.000001,0.000003,0.000001,0.254427
0.066614,0.000011,0.265917,0.000012,0.000001,0.000002,0.000001,0.332558
0.091257,0.000013,0.371114,0.000022,0.000002,0.000004,0.000002,0.462412
0.091810,0.000015,0.282582,0.000015,0.000001,0.000002,0.000001,0.374426
0.069016,0.000014,0.269184,0.000013,0.000001,0.000002,0.000001,0.338231
0.089400,0.000017,0.314374,0.000019,0.000002,0.000004,0.000002,0.403818
0.088865,0.000015,0.315967,0.000024,0.000002,0.000003,0.000001,0.404878
0.065430,0.000013,0.214321,0.000019,0.000002,0.000003,0.000002,0.279789
0.063841,0.000011,0.265845,0.000019,0.000002,0.000003,0.000001,0.329722
0.090338,0.000013,0.300369,0.000017,0.000002,0.000003,0.000002,0.390744
0.087009,0.000018,0.371929,0.000018,0.000001,0.000003,0.000001,0.458979
0.092019,0.000013,0.240780,0.000013,0.000001,0.000002,0.000001,0.332829
0.063973,0.000010,0.200380,0.000016,0.000001,0.000002,0.000001,0.264384
0.063398,0.000010,0.276101,0.000018,0.000002,0.000003,0.000002,0.339533
0.041515,0.000010,1.103629,0.000014,0.000001,0.000003,0.000001,1.145173
0.066717,0.000011,0.032189,0.000014,0.000001,0.000003,0.000001,0.098937
0.093551,0.000015,0.325734,0.000018,0.000002,0.000003,0.000002,0.419325
0.093115,0.000014,0.045111,0.000019,0.000002,0.000004,0.000002,0.138267
0.100896,0.000005,0.320448,0.000017,0.000002,0.000003,0.000001,0.421374
0.090164,0.000013,0.267202,0.000014,0.000001,0.000002,0.000001,0.357397
0.064670,0.000011,0.044586,0.000019,0.000002,0.000003,0.000002,0.109293
0.106830,0.000014,0.328459,0.000018,0.000002,0.000003,0.000002,0.435329
0.073835,0.000014,0.305708,0.000014,0.000001,0.000002,0.000001,0.379576
0.063588,0.000011,0.222355,0.000014,0.000001,0.000002,0.000001,0.285973
0.086972,0.000013,0.232379,0.000015,0.000001,0.000002,0.000001,0.319382
0.093377,0.000014,0.044335,0.000019,0.000002,0.000010,0.000002,0.137758
0.086144,0.000015,0.294375,0.000015,0.000001,0.000002,0.000001,0.380554
0.068176,0.000014,0.032291,0.000014,0.000001,0.000002,0.000001,0.100499
0.065608,0.000011,0.034765,0.000015,0.000001,0.000002,0.000001,0.100405
0.062389,0.000010,0.230751,0.000014,0.000001,0.000002,0.000001,0.293169
0.065355,0.000011,0.031402,0.000014,0.000001,0.000002,0.000001,0.096788
0.067226,0.000011,0.031620,0.000015,0.000001,0.000002,0.000001,0.098876
0.064832,0.000010,0.199682,0.000013,0.000001,0.000002,0.000001,0.264541
0.068319,0.000010,0.035153,0.000014,0.000001,0.000002,0.000001,0.103501
0.066116,0.000010,0.031724,0.000014,0.000001,0.000002,0.000001,0.097868
0.065622,0.000003,0.031338,0.000015,0.000001,0.000002,0.000001,0.096983
0.066462,0.000010,0.031021,0.000015,0.000001,0.000002,0.000001,0.097513
0.065890,0.000010,0.077658,0.000014,0.000988,0.000009,0.000001,0.144570
0.067392,0.000009,0.030432,0.000014,0.000001,0.000002,0.000001,0.097850
0.066844,0.000010,0.030169,0.000015,0.000001,0.000002,0.000001,0.097043
0.065333,0.000011,0.030418,0.000015,0.000001,0.000002,0.000001,0.095781
0.065577,0.000010,0.030774,0.000014,0.000001,0.000002,0.000001,0.096380
