Sample,Sample<->Extractor,Extractor,Extractor<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.070129,0.000012,0.195339,0.000020,0.000002,0.000004,0.000002,0.265506
0.058515,0.000011,0.259598,0.000017,0.000002,0.000003,0.000002,0.318148
0.064293,0.000011,0.193943,0.000014,0.000001,0.000002,0.000001,0.258265
0.061193,0.000011,0.202885,0.000014,0.000001,0.000003,0.000001,0.264108
0.067071,0.000011,0.198245,0.000014,0.000001,0.000002,0.000001,0.265347
0.091872,0.000016,0.334963,0.000018,0.000002,0.000004,0.000002,0.426875
0.067958,0.000016,0.349864,0.000019,0.000002,0.000004,0.000001,0.417864
0.080713,0.000019,0.329312,0.000014,0.000001,0.000003,0.000001,0.410063
0.065449,0.000011,0.307893,0.000019,0.000002,0.000004,0.000002,0.373379
0.091291,0.000016,0.264947,0.000015,0.000001,0.000002,0.000001,0.356273
0.073889,0.000016,0.304872,0.000031,0.000002,0.000004,0.000001,0.378814
0.063519,0.000011,0.187196,0.000014,0.000001,0.000002,0.000001,0.250744
0.067031,0.000016,0.288470,0.000021,0.000002,0.000004,0.000002,0.355545
0.089260,0.000017,0.338455,0.000018,0.000002,0.000003,0.000001,0.427755
0.088769,0.000016,0.279875,0.000020,0.000002,0.000003,0.000001,0.368685
0.087283,0.000011,0.437987,0.000021,0.000002,0.000003,0.000002,0.525309
0.041434,0.000011,0.828272,0.000015,0.000001,0.000002,0.000001,0.869736
0.068146,0.000012,0.294104,0.000018,0.000002,0.000003,0.000002,0.362287
0.063022,0.000012,0.269584,0.000018,0.000002,0.000002,0.000001,0.332642
0.074672,0.000015,0.072166,0.000019,0.000002,0.000003,0.000002,0.146880
0.087721,0.000018,0.041420,0.000015,0.000001,0.000002,0.000001,0.129180
0.063920,0.000012,0.200032,0.000014,0.000001,0.000002,0.000001,0.263982
0.092043,0.000026,0.043847,0.000020,0.000002,0.000004,0.000002,0.135943
0.066231,0.000013,0.203122,0.000015,0.000001,0.000002,0.000001,0.269384
0.091012,0.000016,0.314951,0.000018,0.000002,0.000003,0.000002,0.406004
0.089646,0.000013,0.285306,0.000016,0.000002,0.000003,0.000002,0.374988
0.070997,0.000014,0.044586,0.000019,0.000002,0.000004,0.000002,0.115623
0.092875,0.000016,0.394063,0.000016,0.000001,0.000002,0.000001,0.486974
0.084378,0.000012,0.039285,0.000019,0.000002,0.000003,0.000002,0.123700
0.091736,0.000015,0.311385,0.000017,0.000002,0.000003,0.000001,0.403159
0.061738,0.000010,0.223117,0.000016,0.000001,0.000002,0.000001,0.284886
0.086985,0.000015,0.035768,0.000015,0.000001,0.000002,0.000001,0.122789
0.063805,0.000012,0.031728,0.000014,0.000001,0.000002,0.000001,0.095563
0.090050,0.000014,0.203178,0.000013,0.000001,0.000002,0.000001,0.293258
0.066992,0.000011,0.031461,0.000015,0.000001,0.000002,0.000001,0.098483
0.065131,0.000010,0.030911,0.000015,0.000001,0.000002,0.000001,0.096070
0.064656,0.000010,0.031600,0.000015,0.000001,0.000002,0.000001,0.096286
0.066240,0.000009,0.031008,0.000015,0.000001,0.000002,0.000001,0.097276
0.075055,0.000011,0.191428,0.000013,0.000001,0.000002,0.000001,0.266512
0.066908,0.000010,0.030768,0.000016,0.000001,0.000002,0.000001,0.097706
0.066557,0.000004,0.030959,0.000016,0.000001,0.000002,0.000001,0.097540
0.065257,0.000003,0.033881,0.000015,0.000001,0.000002,0.000001,0.099161
0.065333,0.000010,0.031030,0.000014,0.000001,0.000002,0.000001,0.096392
0.067397,0.000011,0.032552,0.000014,0.000001,0.000002,0.000001,0.099978
0.067522,0.000011,0.033479,0.000028,0.000002,0.000002,0.000001,0.101046
0.066179,0.000010,0.030093,0.000014,0.000001,0.000002,0.000002,0.096301
0.065357,0.000011,0.029660,0.000016,0.000001,0.000002,0.000001,0.095048
0.066388,0.000011,0.029466,0.000016,0.000001,0.000002,0.000001,0.095886
0.066984,0.000015,0.077464,0.000016,0.000945,0.000011,0.000001,0.145435
0.067401,0.000010,0.029372,0.000004,0.000001,0.000002,0.000001,0.096790
0.066702,0.000010,0.030250,0.000015,0.000001,0.000002,0.000001,0.096982
0.065195,0.000010,0.029255,0.000004,0.000002,0.000002,0.000001,0.094469
0.064668,0.000009,0.028987,0.000015,0.000001,0.000002,0.000001,0.093684
0.066240,0.000011,0.028090,0.000015,0.000001,0.000002,0.000001,0.094360
0.067041,0.000010,0.029730,0.000014,0.000001,0.000002,0.000001,0.096799
0.065365,0.000009,0.028715,0.000015,0.000001,0.000002,0.000001,0.094108
0.065461,0.000010,0.028904,0.000014,0.000001,0.000002,0.000001,0.094394
0.065313,0.000010,0.029200,0.000015,0.000001,0.000002,0.000001,0.094542
0.066395,0.000023,0.029084,0.000015,0.000001,0.000002,0.000001,0.095522
0.067138,0.000010,0.028928,0.000015,0.000001,0.000002,0.000001,0.096095
0.067682,0.000010,0.029744,0.000012,0.000001,0.000003,0.000001,0.097453
0.062032,0.000011,0.029015,0.000015,0.000001,0.000002,0.000001,0.091076
0.065264,0.000010,0.028907,0.000016,0.000002,0.000003,0.000001,0.094203
0.066479,0.000010,0.029327,0.000014,0.000001,0.000002,0.000001,0.095835
0.067336,0.000010,0.029084,0.000004,0.000001,0.000002,0.000001,0.096438
0.066710,0.000011,0.029425,0.000015,0.000001,0.000002,0.000001,0.096165
0.064984,0.000003,0.052937,0.000016,0.000001,0.000003,0.000001,0.117946
0.065517,0.000011,0.029078,0.000014,0.000001,0.000002,0.000001,0.094624
0.067010,0.000010,0.028991,0.000014,0.000001,0.000002,0.000001,0.096030
0.066069,0.000011,0.029409,0.000015,0.000002,0.000002,0.000001,0.095508
0.066714,0.000011,0.028498,0.000015,0.000001,0.000002,0.000001,0.095241
0.064045,0.000009,0.028676,0.000014,0.000001,0.000002,0.000001,0.092750
0.066121,0.000010,0.028502,0.000015,0.000001,0.000002,0.000001,0.094653
0.066019,0.000009,0.046326,0.000016,0.000001,0.000002,0.000001,0.112375
0.071007,0.000015,0.041853,0.000020,0.000002,0.000004,0.000002,0.112903
0.085090,0.000012,0.029169,0.000015,0.000002,0.000004,0.000001,0.114293
0.066455,0.000009,0.029031,0.000014,0.000001,0.000002,0.000001,0.095514
0.070414,0.000016,0.041399,0.000019,0.000002,0.000004,0.000002,0.111855
0.085023,0.000012,0.029090,0.000016,0.000002,0.000003,0.000001,0.114148
0.061396,0.000009,0.185773,0.000014,0.000002,0.000003,0.000001,0.247197
0.065236,0.000020,0.029084,0.000014,0.000001,0.000002,0.000001,0.094359
0.066446,0.000011,0.029111,0.000015,0.000001,0.000002,0.000001,0.095588
0.067109,0.000010,0.029259,0.000004,0.000001,0.000002,0.000001,0.096386
0.066906,0.000010,0.032796,0.000015,0.000001,0.000002,0.000001,0.099732
0.063799,0.000010,0.192577,0.000015,0.000001,0.000002,0.000001,0.256406
0.066704,0.000011,0.030805,0.000015,0.000001,0.000002,0.000001,0.097539
0.065365,0.000011,0.029404,0.000014,0.000001,0.000002,0.000001,0.094798
0.066898,0.000010,0.028360,0.000015,0.000001,0.000002,0.000001,0.095287
0.066573,0.000011,0.028369,0.000014,0.000002,0.000002,0.000001,0.094971
0.066728,0.000010,0.028656,0.000014,0.000001,0.000003,0.000001,0.095414
0.067775,0.000011,0.029394,0.000015,0.000001,0.000003,0.000001,0.097200
0.061871,0.000010,0.029290,0.000015,0.000001,0.000002,0.000001,0.091191
0.066459,0.000011,0.028622,0.000014,0.000001,0.000002,0.000001,0.095110
0.065642,0.000010,0.028822,0.000015,0.000001,0.000003,0.000001,0.094495
0.067996,0.000011,0.066701,0.000016,0.000001,0.000002,0.000001,0.134727
0.065613,0.000010,0.028875,0.000015,0.000001,0.000002,0.000001,0.094518
0.065345,0.000011,0.029210,0.000015,0.000001,0.000002,0.000001,0.094585
0.067400,0.000011,0.029264,0.000004,0.000001,0.000002,0.000001,0.096683
0.067042,0.000009,0.028826,0.000015,0.000001,0.000002,0.000001,0.095896
0.070367,0.000014,0.041992,0.000018,0.000002,0.000003,0.000002,0.112398
0.085005,0.000012,0.029463,0.000016,0.000002,0.000003,0.000001,0.114503
0.066538,0.000009,0.032458,0.000015,0.000001,0.000002,0.000001,0.099025
0.066345,0.000010,0.031570,0.000016,0.000002,0.000003,0.000001,0.097946
0.067751,0.000010,0.077099,0.000019,0.000002,0.000010,0.000002,0.144893
0.085292,0.000013,0.054483,0.000017,0.000192,0.000012,0.000001,0.140010
0.063228,0.000004,0.223335,0.000023,0.000002,0.000003,0.000002,0.286597
0.089464,0.000014,0.070113,0.000018,0.000169,0.000011,0.000001,0.159790
0.067535,0.000011,0.028802,0.000016,0.000001,0.000002,0.000001,0.096368
0.067545,0.000011,0.029217,0.000015,0.000001,0.000002,0.000001,0.096793
0.066631,0.000011,0.053141,0.000016,0.000143,0.000011,0.000001,0.119956
0.063103,0.000009,0.177622,0.000013,0.000001,0.000002,0.000002,0.240752
0.066317,0.000012,0.048641,0.000018,0.000001,0.000002,0.000001,0.114993
0.066757,0.000018,0.034129,0.000016,0.000001,0.000002,0.000001,0.100924
0.066725,0.000011,0.053671,0.000017,0.000161,0.000011,0.000001,0.120597
0.066135,0.000010,0.050020,0.000017,0.000001,0.000002,0.000001,0.116186
0.067256,0.000011,0.029839,0.000014,0.000001,0.000002,0.000001,0.097124
0.066280,0.000016,0.046558,0.000017,0.000002,0.000003,0.000002,0.112878
