Sample,Sample<->Recognize,Recognize,Recognize<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.058867,0.000011,0.210463,0.000015,0.000002,0.000004,0.000002,0.269364
0.063326,0.000009,0.197361,0.000014,0.000001,0.000002,0.000001,0.260715
0.073454,0.000016,0.321918,0.000016,0.000002,0.000004,0.000002,0.395413
0.041616,0.000009,0.438982,0.000011,0.000001,0.000002,0.000001,0.480622
0.086956,0.000018,0.321781,0.000016,0.000002,0.000003,0.000002,0.408777
0.064988,0.000010,0.199804,0.000014,0.000001,0.000002,0.000001,0.264820
0.062816,0.000011,0.292402,0.000016,0.000002,0.000003,0.000002,0.355252
0.082512,0.000012,0.256873,0.000032,0.000002,0.000002,0.000001,0.339435
0.092136,0.000018,0.333334,0.000015,0.000002,0.000003,0.000002,0.425509
0.063031,0.000010,0.198742,0.000014,0.000001,0.000002,0.000001,0.261802
0.091270,0.000015,0.268059,0.000015,0.000001,0.000002,0.000001,0.359364
0.082071,0.000012,0.193884,0.000013,0.000001,0.000003,0.000001,0.275984
0.062500,0.000011,0.189044,0.000015,0.000001,0.000003,0.000001,0.251575
0.090661,0.000013,0.302294,0.000017,0.000002,0.000003,0.000002,0.392990
0.067956,0.000012,0.378472,0.000019,0.000002,0.000003,0.000002,0.446466
0.066897,0.000016,0.285886,0.000017,0.000002,0.000003,0.000002,0.352823
0.090505,0.000016,0.276939,0.000004,0.000001,0.000002,0.000001,0.367469
0.091240,0.000014,0.245165,0.000013,0.000001,0.000002,0.000001,0.336436
0.088416,0.000027,0.244012,0.000004,0.000001,0.000002,0.000001,0.332462
0.065993,0.000010,0.197124,0.000014,0.000001,0.000002,0.000001,0.263144
0.068109,0.000010,0.229801,0.000014,0.000001,0.000002,0.000001,0.297938
0.063235,0.000009,0.268290,0.000016,0.000001,0.000002,0.000001,0.331555
0.064946,0.000011,0.282528,0.000015,0.000001,0.000003,0.000001,0.347505
0.090688,0.000015,0.326530,0.000019,0.000002,0.000003,0.000002,0.417257
0.074476,0.000005,0.282927,0.000014,0.000001,0.000002,0.000001,0.357425
0.064450,0.000010,0.194446,0.000013,0.000001,0.000002,0.000001,0.258923
0.087045,0.000011,0.308061,0.000005,0.000001,0.000002,0.000001,0.395126
0.076716,0.000015,0.331048,0.000018,0.000002,0.000003,0.000002,0.407805
0.067436,0.000011,0.268472,0.000014,0.000001,0.000002,0.000001,0.335938
0.089220,0.000014,0.370715,0.000021,0.000002,0.000004,0.000002,0.459977
0.068985,0.000010,0.310566,0.000017,0.000002,0.000003,0.000002,0.379584
0.064575,0.000010,0.192728,0.000014,0.000001,0.000002,0.000001,0.257331
0.069684,0.000015,0.322232,0.000017,0.000002,0.000003,0.000001,0.391954
0.085577,0.000015,0.294775,0.000013,0.000001,0.000002,0.000001,0.380384
0.065697,0.000010,0.288866,0.000018,0.000002,0.000003,0.000002,0.354598
0.066539,0.000011,0.192667,0.000015,0.000001,0.000002,0.000001,0.259236
0.091568,0.000014,0.255361,0.000014,0.000001,0.000002,0.000001,0.346961
0.064805,0.000010,0.199426,0.000013,0.000001,0.000002,0.000001,0.264258
0.067083,0.000010,0.194561,0.000014,0.000001,0.000002,0.000001,0.261672
0.069833,0.000015,0.279667,0.000014,0.000001,0.000003,0.000001,0.349534
0.063853,0.000011,0.212496,0.000018,0.000002,0.000003,0.000002,0.276383
0.065318,0.000010,0.200649,0.000015,0.000001,0.000002,0.000001,0.265996
0.090862,0.000016,0.324133,0.000017,0.000002,0.000003,0.000002,0.415033
0.086589,0.000013,0.325848,0.000018,0.000002,0.000003,0.000002,0.412474
0.090738,0.000014,0.275943,0.000014,0.000001,0.000002,0.000001,0.366713
0.065427,0.000010,0.230474,0.000018,0.000002,0.000003,0.000001,0.295936
0.066179,0.000010,0.282750,0.000016,0.000002,0.000003,0.000001,0.348961
0.086482,0.000012,0.191017,0.000014,0.000001,0.000002,0.000001,0.277528
0.065837,0.000011,0.188504,0.000014,0.000001,0.000002,0.000001,0.254368
0.066810,0.000009,0.174665,0.000014,0.000001,0.000002,0.000001,0.241501
0.066104,0.000010,0.302519,0.000019,0.001057,0.000014,0.000002,0.369725
