Sample,Sample<->Recognize,Recognize,Recognize<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.069774,0.000011,0.218374,0.000016,0.000002,0.000003,0.000002,0.288181
0.064622,0.000011,0.196986,0.000012,0.000001,0.000002,0.000001,0.261634
0.059187,0.000012,0.274857,0.000017,0.000002,0.000003,0.000002,0.334080
0.041688,0.000011,0.319161,0.000014,0.000001,0.000002,0.000001,0.360879
0.084423,0.000011,0.197744,0.000012,0.000001,0.000002,0.000001,0.282194
0.066171,0.000010,0.203816,0.000012,0.000001,0.000002,0.000001,0.270014
0.083582,0.000015,0.305603,0.000014,0.000001,0.000003,0.000001,0.389218
0.090336,0.000012,0.213095,0.000003,0.000001,0.000002,0.000001,0.303450
0.063679,0.000011,0.199552,0.000014,0.000001,0.000002,0.000001,0.263259
0.064410,0.000011,0.311918,0.000017,0.000002,0.000003,0.000002,0.376361
0.088123,0.000014,0.288465,0.000014,0.000002,0.000003,0.000002,0.376622
0.065877,0.000011,0.174798,0.000014,0.000001,0.000002,0.000001,0.240704
0.061722,0.000010,0.248813,0.000018,0.000002,0.000003,0.000002,0.310570
0.082632,0.000010,0.183053,0.000015,0.000001,0.000002,0.000001,0.265715
0.065315,0.000011,0.291763,0.000019,0.000002,0.000003,0.000002,0.357115
0.065296,0.000009,0.189003,0.000031,0.000001,0.000007,0.000001,0.254349
0.086809,0.000015,0.226172,0.000015,0.000001,0.000002,0.000001,0.313015
0.065559,0.000009,0.187344,0.000016,0.000001,0.000002,0.000001,0.252933
0.093435,0.000016,0.454148,0.000021,0.000002,0.000004,0.000002,0.547627
0.065994,0.000011,0.199178,0.000014,0.000001,0.000003,0.000001,0.265202
0.066693,0.000010,0.274179,0.000015,0.000001,0.000002,0.000001,0.340900
0.067951,0.000011,0.280982,0.000015,0.000001,0.000002,0.000001,0.348963
0.084814,0.000011,0.197272,0.000015,0.000001,0.000003,0.000001,0.282116
0.077050,0.000016,0.207458,0.000015,0.000001,0.000003,0.000001,0.284543
0.090733,0.000013,0.330751,0.000018,0.000002,0.000004,0.000002,0.421523
0.064072,0.000011,0.194539,0.000014,0.000001,0.000002,0.000001,0.258640
0.066905,0.000010,0.266559,0.000014,0.000001,0.000002,0.000001,0.333493
0.067571,0.000010,0.306132,0.000016,0.000001,0.000002,0.000001,0.373733
0.069834,0.000011,0.197077,0.000015,0.000001,0.000002,0.000001,0.266941
0.066561,0.000011,0.237217,0.000017,0.000002,0.000004,0.000002,0.303814
0.063583,0.000011,0.194179,0.000015,0.000001,0.000002,0.000001,0.257791
0.064168,0.000010,0.194232,0.000015,0.000001,0.000002,0.000001,0.258428
0.090428,0.000014,0.353028,0.000019,0.000002,0.000003,0.000002,0.443495
0.064597,0.000010,0.194892,0.000014,0.000001,0.000003,0.000001,0.259519
0.068523,0.000016,0.317633,0.000018,0.000002,0.000003,0.000002,0.386197
0.090719,0.000017,0.289508,0.000014,0.000001,0.000002,0.000001,0.380262
0.064444,0.000009,0.194623,0.000014,0.000001,0.000002,0.000001,0.259095
0.067581,0.000014,0.317965,0.000014,0.000001,0.000002,0.000001,0.385578
0.084027,0.000012,0.262945,0.000018,0.000002,0.000003,0.000002,0.347009
0.065564,0.000012,0.199323,0.000014,0.000001,0.000002,0.000001,0.264918
0.067861,0.000020,0.232157,0.000014,0.000001,0.000002,0.000001,0.300055
0.088609,0.000016,0.314250,0.000014,0.000001,0.000002,0.000001,0.402892
0.064477,0.000010,0.231165,0.000019,0.000002,0.000004,0.000002,0.295678
0.090741,0.000013,0.247901,0.000018,0.000002,0.000003,0.000002,0.338680
0.067992,0.000010,0.214057,0.000015,0.000001,0.000002,0.000001,0.282078
0.092705,0.000115,0.197911,0.000014,0.000001,0.000002,0.000001,0.290749
0.064062,0.000010,0.214139,0.000015,0.000001,0.000002,0.000001,0.278230
0.084419,0.000011,0.194915,0.000015,0.000001,0.000002,0.000001,0.279364
0.090832,0.000016,0.243995,0.000016,0.000897,0.000011,0.000001,0.335767
0.067195,0.000010,0.170330,0.000013,0.000001,0.000002,0.000001,0.237552
0.080377,0.000014,0.229765,0.000018,0.000002,0.000003,0.000002,0.310181
0.074379,0.000014,0.243665,0.000015,0.000001,0.000002,0.000001,0.318078
0.066124,0.000016,0.209597,0.000014,0.000001,0.000002,0.000001,0.275755
0.085795,0.000017,0.224180,0.000014,0.000001,0.000002,0.000001,0.310010
0.066875,0.000012,0.187110,0.000015,0.000001,0.000003,0.000001,0.254016
0.088569,0.000014,0.244955,0.000019,0.000002,0.000003,0.000001,0.333562
0.092064,0.000015,0.304868,0.000020,0.000002,0.000003,0.000002,0.396974
0.062933,0.000011,0.289090,0.000016,0.000001,0.000003,0.000002,0.352055
0.068823,0.000016,0.270780,0.000014,0.000001,0.000002,0.000001,0.339638
0.058478,0.000010,0.188595,0.000014,0.000001,0.000002,0.000001,0.247101
0.064713,0.000012,0.188029,0.000014,0.000001,0.000002,0.000001,0.252772
0.091701,0.000014,0.248403,0.000018,0.000002,0.000003,0.000002,0.340141
0.092911,0.000016,0.314562,0.000017,0.000002,0.000004,0.000001,0.407513
0.067450,0.000011,0.192739,0.000014,0.000001,0.000002,0.000001,0.260218
0.066344,0.000012,0.193660,0.000015,0.000001,0.000002,0.000001,0.260035
0.067465,0.000012,0.267063,0.000018,0.000002,0.000003,0.000002,0.334563
0.065798,0.000011,0.264473,0.000017,0.000001,0.000003,0.000001,0.330304
0.084145,0.000012,0.212179,0.000018,0.000002,0.000003,0.000002,0.296359
0.067095,0.000010,0.175744,0.000013,0.000001,0.000002,0.000001,0.242867
0.063569,0.000010,0.277518,0.000016,0.000002,0.000003,0.000002,0.341120
0.090968,0.000014,0.320118,0.000014,0.000001,0.000002,0.000002,0.411119
0.079463,0.000011,0.217525,0.000017,0.000002,0.000003,0.000002,0.297022
0.065866,0.000009,0.198256,0.000018,0.000001,0.000003,0.000001,0.264153
0.064410,0.000009,0.248501,0.000018,0.000002,0.000002,0.000002,0.312944
0.089349,0.000014,0.238508,0.000014,0.000001,0.000003,0.000001,0.327891
0.094234,0.000015,0.291687,0.000019,0.000002,0.000003,0.000002,0.385962
0.065352,0.000011,0.187009,0.000015,0.000001,0.000002,0.000001,0.252392
0.086870,0.000014,0.242939,0.000018,0.000002,0.000003,0.000002,0.329847
0.062457,0.000009,0.189999,0.000014,0.000001,0.000003,0.000001,0.252485
0.089950,0.000015,0.305621,0.000040,0.000002,0.000003,0.000002,0.395631
0.070073,0.000013,0.309500,0.000018,0.000002,0.000003,0.000002,0.379611
0.065424,0.000010,0.188212,0.000014,0.000001,0.000002,0.000001,0.253665
0.091082,0.000015,0.298518,0.000014,0.000001,0.000002,0.000001,0.389633
0.068346,0.000010,0.188945,0.000026,0.000001,0.000002,0.000001,0.257331
0.092213,0.000013,0.233034,0.000021,0.000001,0.000002,0.000001,0.325285
0.091857,0.000014,0.248062,0.000015,0.000001,0.000003,0.000001,0.339953
0.064976,0.000015,0.314044,0.000018,0.000002,0.000003,0.000002,0.379061
0.091128,0.000015,0.271019,0.000014,0.000001,0.000002,0.000001,0.362182
0.059259,0.000010,0.181471,0.000014,0.000001,0.000002,0.000001,0.240757
0.082562,0.000010,0.247092,0.000020,0.000002,0.000003,0.000002,0.329691
0.069142,0.000014,0.233135,0.000018,0.000002,0.000002,0.000002,0.302315
0.089973,0.000013,0.283231,0.000014,0.000001,0.000002,0.000001,0.373235
0.065923,0.000010,0.182863,0.000015,0.000001,0.000002,0.000001,0.248814
0.062523,0.000010,0.184313,0.000016,0.000001,0.000003,0.000001,0.246867
0.066991,0.000010,0.321344,0.000021,0.000002,0.000004,0.000002,0.388374
