Sample,Sample<->Recognize,Recognize,Recognize<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.059041,0.000010,0.194482,0.000012,0.000001,0.000003,0.000001,0.253549
0.070097,0.000013,0.219727,0.000017,0.000002,0.000003,0.000002,0.289861
0.064004,0.000010,0.193788,0.000013,0.000001,0.000002,0.000001,0.257818
0.040351,0.000010,0.321240,0.000013,0.000001,0.000002,0.000001,0.361617
0.066223,0.000009,0.198513,0.000013,0.000001,0.000002,0.000001,0.264762
0.067255,0.000012,0.201087,0.000012,0.000001,0.000002,0.000001,0.268371
0.067055,0.000010,0.207129,0.000013,0.000001,0.000003,0.000001,0.274212
0.064378,0.000011,0.312050,0.000017,0.000002,0.000003,0.000002,0.376463
0.090908,0.000012,0.325919,0.000016,0.000002,0.000003,0.000002,0.416862
0.086635,0.000015,0.269960,0.000018,0.000001,0.000002,0.000001,0.356632
0.065387,0.000011,0.195091,0.000014,0.000001,0.000002,0.000001,0.260506
0.065353,0.000011,0.227668,0.000014,0.000001,0.000002,0.000001,0.293050
0.088138,0.000014,0.319308,0.000016,0.000002,0.000003,0.000002,0.407482
0.064589,0.000010,0.358364,0.000013,0.000001,0.000002,0.000001,0.422981
0.065867,0.000011,0.264788,0.000014,0.000001,0.000002,0.000001,0.330683
0.089004,0.000014,0.256020,0.000016,0.000001,0.000002,0.000001,0.345058
0.092589,0.000013,0.306965,0.000018,0.000002,0.000003,0.000001,0.399591
0.064610,0.000010,0.193986,0.000014,0.000001,0.000002,0.000001,0.258624
0.063022,0.000011,0.296458,0.000019,0.000002,0.000002,0.000002,0.359515
0.091563,0.000013,0.286980,0.000013,0.000001,0.000003,0.000001,0.378576
0.064910,0.000012,0.195905,0.000014,0.000001,0.000002,0.000001,0.260844
0.065419,0.000017,0.200074,0.000015,0.000002,0.000004,0.000001,0.265531
0.077295,0.000013,0.305713,0.000017,0.000002,0.000003,0.000002,0.383046
0.083688,0.000011,0.400682,0.000021,0.000002,0.000003,0.000002,0.484409
0.092089,0.000014,0.302559,0.000015,0.000001,0.000003,0.000001,0.394683
0.064163,0.000011,0.195047,0.000014,0.000001,0.000002,0.000001,0.259239
0.088325,0.000016,0.273907,0.000015,0.000001,0.000003,0.000001,0.362268
0.067748,0.000010,0.199004,0.000014,0.000001,0.000002,0.000001,0.266781
0.087445,0.000014,0.358716,0.000021,0.000002,0.000003,0.000002,0.446202
0.069069,0.000012,0.214491,0.000015,0.000001,0.000002,0.000001,0.283591
