Sample,Sample<->Recognize,Recognize,Recognize<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.058215,0.000011,0.195684,0.000013,0.000001,0.000003,0.000001,0.253928
0.070600,0.000013,0.198482,0.000013,0.000001,0.000002,0.000001,0.269112
0.063033,0.000010,0.227152,0.000016,0.000002,0.000003,0.000002,0.290218
0.064199,0.000011,0.203335,0.000012,0.000001,0.000002,0.000001,0.267560
0.065128,0.000016,0.306289,0.000012,0.000001,0.000002,0.000001,0.371448
0.087637,0.000020,0.320639,0.000016,0.000002,0.000003,0.000002,0.408318
0.041372,0.000010,0.462887,0.000014,0.000001,0.000003,0.000001,0.504288
0.067537,0.000011,0.219513,0.000018,0.000002,0.000002,0.000002,0.287084
0.090861,0.000018,0.334153,0.000016,0.000002,0.000004,0.000002,0.425056
0.064536,0.000010,0.269472,0.000014,0.000001,0.000002,0.000001,0.334036
0.065713,0.000011,0.244795,0.000014,0.000001,0.000002,0.000001,0.310536
0.063111,0.000010,0.196666,0.000014,0.000001,0.000002,0.000001,0.259805
0.093571,0.000012,0.285093,0.000016,0.000001,0.000003,0.000001,0.378697
0.087700,0.000025,0.319557,0.000018,0.000002,0.000003,0.000002,0.407306
0.090303,0.000013,0.259071,0.000018,0.000002,0.000003,0.000002,0.349411
0.062815,0.000010,0.287120,0.000017,0.000002,0.000003,0.000002,0.349969
0.065806,0.000011,0.265898,0.000015,0.000001,0.000002,0.000001,0.331734
0.091142,0.000015,0.279886,0.000017,0.000002,0.000003,0.000001,0.371066
0.063445,0.000010,0.270691,0.000017,0.000001,0.000002,0.000001,0.334167
0.088074,0.000011,0.196852,0.000014,0.000001,0.000002,0.000001,0.284955
0.088815,0.000014,0.313118,0.000018,0.000002,0.000003,0.000002,0.401971
0.070480,0.000006,0.322568,0.000017,0.000002,0.000004,0.000002,0.393078
0.071486,0.000016,0.297726,0.000014,0.000002,0.000003,0.000001,0.369248
0.067543,0.000015,0.304674,0.000019,0.000002,0.000004,0.000002,0.372258
0.091561,0.000014,0.215576,0.000016,0.000001,0.000002,0.000001,0.307170
0.075842,0.000010,0.304977,0.000020,0.000002,0.000010,0.000002,0.380862
0.063840,0.000015,0.235682,0.000015,0.000001,0.000002,0.000001,0.299556
0.090332,0.000014,0.296988,0.000017,0.000002,0.000004,0.000002,0.387358
0.059330,0.000011,0.195999,0.000014,0.000001,0.000002,0.000001,0.255358
0.089514,0.000013,0.278645,0.000015,0.000001,0.000002,0.000001,0.368191
0.087004,0.000016,0.264620,0.000014,0.000001,0.000002,0.000001,0.351657
0.064860,0.000011,0.194679,0.000015,0.000001,0.000002,0.000001,0.259569
0.096237,0.000014,0.309772,0.000019,0.000002,0.000004,0.000002,0.406049
0.066232,0.000011,0.251039,0.000017,0.000002,0.000003,0.000002,0.317305
0.064473,0.000010,0.195166,0.000015,0.000001,0.000002,0.000001,0.259667
0.091421,0.000014,0.282645,0.000018,0.000002,0.000003,0.000002,0.374104
0.064264,0.000009,0.194386,0.000014,0.000001,0.000002,0.000001,0.258679
0.077572,0.000012,0.300208,0.000017,0.000002,0.000003,0.000002,0.377815
0.066491,0.000010,0.192700,0.000014,0.000001,0.000002,0.000001,0.259219
0.087845,0.000013,0.302823,0.000018,0.000002,0.000004,0.000002,0.390707
0.065679,0.000011,0.197514,0.000014,0.000001,0.000002,0.000001,0.263221
0.089440,0.000014,0.307339,0.000018,0.000002,0.000003,0.000001,0.396817
0.065609,0.000011,0.198183,0.000015,0.000001,0.000003,0.000001,0.263823
0.068236,0.000012,0.197179,0.000015,0.000001,0.000002,0.000001,0.265447
0.090887,0.000014,0.295419,0.000018,0.000002,0.000003,0.000002,0.386344
0.082555,0.000012,0.288718,0.000018,0.000002,0.000003,0.000002,0.371310
0.063386,0.000010,0.191060,0.000014,0.000001,0.000002,0.000001,0.254474
0.063922,0.000011,0.169851,0.000012,0.000001,0.000002,0.000001,0.233799
0.090649,0.000014,0.282087,0.000017,0.000002,0.000002,0.000001,0.372773
0.066019,0.000010,0.184433,0.000014,0.000001,0.000002,0.000001,0.250481
0.089143,0.000014,0.316283,0.000015,0.000924,0.000009,0.000001,0.406388
0.063796,0.000009,0.165913,0.000013,0.000001,0.000002,0.000001,0.229735
0.093406,0.000014,0.281646,0.000019,0.000002,0.000002,0.000002,0.375090
0.093338,0.000014,0.228411,0.000015,0.000001,0.000003,0.000001,0.321784
0.090320,0.000014,0.312124,0.000017,0.000002,0.000003,0.000002,0.402481
0.066720,0.000011,0.187103,0.000014,0.000001,0.000003,0.000001,0.253854
0.080646,0.000011,0.272269,0.000017,0.000002,0.000003,0.000002,0.352949
0.062991,0.000012,0.260025,0.000014,0.000001,0.000002,0.000001,0.323046
0.067649,0.000010,0.186396,0.000014,0.000001,0.000002,0.000001,0.254074
0.062186,0.000011,0.187459,0.000014,0.000001,0.000003,0.000001,0.249675
0.064965,0.000010,0.289945,0.000019,0.000002,0.000003,0.000002,0.354945
0.092032,0.000014,0.303191,0.000018,0.000002,0.000002,0.000002,0.395261
0.068290,0.000010,0.189612,0.000014,0.000001,0.000002,0.000001,0.257931
0.068033,0.000010,0.193392,0.000015,0.000001,0.000002,0.000001,0.261453
0.087924,0.000014,0.306426,0.000018,0.000002,0.000003,0.000002,0.394388
0.065001,0.000010,0.186845,0.000017,0.000001,0.000003,0.000001,0.251878
