Sample,Sample<->Recognize,Recognize,Recognize<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.058980,0.000011,0.194943,0.000014,0.000001,0.000002,0.000001,0.253954
0.063881,0.000011,0.194193,0.000014,0.000001,0.000003,0.000001,0.258104
0.041136,0.000011,0.319674,0.000013,0.000001,0.000002,0.000001,0.360838
0.070309,0.000012,0.260081,0.000018,0.000002,0.000003,0.000002,0.330427
0.066754,0.000011,0.196865,0.000011,0.000001,0.000002,0.000001,0.263646
0.067790,0.000010,0.200512,0.000013,0.000001,0.000002,0.000001,0.268330
0.060973,0.000011,0.205393,0.000015,0.000001,0.000003,0.000001,0.266396
0.092654,0.000015,0.313735,0.000015,0.000001,0.000003,0.000001,0.406424
0.064220,0.000011,0.218820,0.000018,0.000002,0.000002,0.000001,0.283074
0.061636,0.000010,0.193295,0.000015,0.000001,0.000002,0.000001,0.254960
0.070113,0.000015,0.325405,0.000018,0.000002,0.000003,0.000002,0.395556
0.065122,0.000012,0.193113,0.000014,0.000001,0.000002,0.000001,0.258265
0.088376,0.000015,0.310278,0.000019,0.000002,0.000003,0.000001,0.398694
0.066467,0.000010,0.184161,0.000014,0.000001,0.000002,0.000001,0.250656
0.066136,0.000011,0.259541,0.000019,0.000002,0.000003,0.000002,0.325713
0.067590,0.000011,0.192600,0.000014,0.000001,0.000002,0.000001,0.260219
0.093315,0.000015,0.406173,0.000023,0.000002,0.000011,0.000002,0.499540
0.064257,0.000009,0.279814,0.000015,0.000001,0.000002,0.000001,0.344100
0.089124,0.000011,0.305217,0.000018,0.000002,0.000002,0.000002,0.394376
0.064625,0.000011,0.195622,0.000014,0.000001,0.000002,0.000001,0.260276
0.067026,0.000012,0.273626,0.000017,0.000001,0.000002,0.000001,0.340684
0.083491,0.000011,0.196272,0.000015,0.000001,0.000002,0.000001,0.279792
0.068209,0.000009,0.298688,0.000017,0.000002,0.000002,0.000002,0.366930
0.081608,0.000013,0.268892,0.000015,0.000001,0.000003,0.000001,0.350534
0.069302,0.000011,0.221892,0.000021,0.000002,0.000004,0.000002,0.291233
0.065939,0.000010,0.199473,0.000014,0.000001,0.000002,0.000001,0.265440
0.066026,0.000014,0.297309,0.000005,0.000002,0.000003,0.000002,0.363360
0.065249,0.000010,0.222264,0.000016,0.000001,0.000002,0.000001,0.287544
0.064077,0.000010,0.196684,0.000014,0.000001,0.000002,0.000001,0.260790
0.069776,0.000023,0.197703,0.000012,0.000001,0.000002,0.000001,0.267519
0.091732,0.000013,0.258023,0.000017,0.000002,0.000002,0.000002,0.349792
0.062806,0.000010,0.195675,0.000014,0.000001,0.000002,0.000001,0.258508
0.063787,0.000010,0.192364,0.000014,0.000001,0.000002,0.000001,0.256178
0.064501,0.000012,0.192713,0.000015,0.000001,0.000002,0.000002,0.257247
0.075397,0.000012,0.306904,0.000028,0.000002,0.000003,0.000002,0.382347
0.065885,0.000011,0.191398,0.000014,0.000001,0.000002,0.000001,0.257312
0.091620,0.000015,0.307219,0.000018,0.000002,0.000003,0.000002,0.398879
0.065093,0.000011,0.196152,0.000016,0.000001,0.000002,0.000001,0.261276
0.066647,0.000004,0.193747,0.000015,0.000001,0.000002,0.000001,0.260415
0.080488,0.000015,0.312747,0.000019,0.000002,0.000004,0.000001,0.393276
0.065648,0.000011,0.196873,0.000015,0.000001,0.000002,0.000001,0.262550
0.088231,0.000015,0.300927,0.000014,0.000001,0.000002,0.000001,0.389191
0.092484,0.000014,0.195108,0.000019,0.000001,0.000006,0.000001,0.287634
0.065339,0.000010,0.275951,0.000017,0.000002,0.000003,0.000001,0.341323
0.066356,0.000011,0.261606,0.000019,0.000002,0.000004,0.000002,0.328000
0.062549,0.000010,0.197500,0.000014,0.000001,0.000002,0.000001,0.260077
0.092493,0.000014,0.254471,0.000014,0.000001,0.000002,0.000001,0.346995
0.065230,0.000009,0.187540,0.000015,0.000002,0.000003,0.000002,0.252800
0.090834,0.000015,0.256657,0.000015,0.000002,0.000003,0.000002,0.347527
0.067100,0.000010,0.323905,0.000016,0.000841,0.000010,0.000001,0.391884
0.064795,0.000010,0.185591,0.000014,0.000001,0.000002,0.000001,0.250413
0.091408,0.000014,0.289827,0.000017,0.000002,0.000003,0.000002,0.381272
0.065247,0.000010,0.285194,0.000029,0.000002,0.000003,0.000002,0.350485
0.088054,0.000012,0.181687,0.000014,0.000001,0.000002,0.000001,0.269771
0.091966,0.000013,0.251979,0.000017,0.000002,0.000003,0.000002,0.343983
0.062443,0.000003,0.277998,0.000018,0.000002,0.000004,0.000002,0.340470
0.064385,0.000010,0.184971,0.000015,0.000001,0.000002,0.000001,0.249385
0.067246,0.000011,0.187935,0.000015,0.000001,0.000002,0.000001,0.255212
0.068086,0.000015,0.308181,0.000018,0.000002,0.000003,0.000002,0.376306
0.068523,0.000010,0.189946,0.000013,0.000001,0.000002,0.000001,0.258497
0.089234,0.000016,0.295593,0.000018,0.000002,0.000003,0.000002,0.384866
0.068020,0.000011,0.187452,0.000014,0.000001,0.000002,0.000001,0.255502
0.064893,0.000011,0.190528,0.000014,0.000001,0.000002,0.000001,0.255450
0.067741,0.000011,0.191183,0.000013,0.000001,0.000002,0.000001,0.258952
0.087813,0.000013,0.299039,0.000018,0.000002,0.000003,0.000001,0.386889
0.087857,0.000010,0.198050,0.000014,0.000001,0.000002,0.000001,0.285935
0.064809,0.000011,0.190505,0.000015,0.000001,0.000002,0.000001,0.255343
0.063964,0.000009,0.182778,0.000019,0.000002,0.000004,0.000002,0.246777
0.074964,0.000014,0.328684,0.000021,0.000002,0.000003,0.000002,0.403690
0.074562,0.000011,0.300649,0.000019,0.000002,0.000003,0.000002,0.375246
0.064050,0.000010,0.179030,0.000016,0.000001,0.000002,0.000001,0.243109
0.067237,0.000010,0.175539,0.000016,0.000001,0.000002,0.000001,0.242805
0.092226,0.000014,0.294701,0.000017,0.000002,0.000003,0.000001,0.386964
0.065141,0.000011,0.185124,0.000015,0.000001,0.000003,0.000001,0.250296
0.091598,0.000013,0.232656,0.000016,0.000001,0.000002,0.000001,0.324288
0.066570,0.000011,0.190733,0.000014,0.000001,0.000002,0.000001,0.257332
0.072736,0.000011,0.186475,0.000015,0.000001,0.000002,0.000001,0.259240
0.065247,0.000012,0.186735,0.000015,0.000001,0.000002,0.000001,0.252013
0.063650,0.000011,0.185986,0.000015,0.000001,0.000002,0.000001,0.249666
0.067956,0.000011,0.190984,0.000015,0.000001,0.000002,0.000001,0.258971
0.091294,0.000013,0.282166,0.000018,0.000002,0.000003,0.000002,0.373498
0.063884,0.000009,0.199959,0.000017,0.000002,0.000003,0.000001,0.263876
0.067443,0.000011,0.184400,0.000013,0.000001,0.000002,0.000001,0.251871
0.091011,0.000014,0.264274,0.000014,0.000001,0.000003,0.000001,0.355319
0.067700,0.000010,0.192157,0.000015,0.000001,0.000002,0.000001,0.259886
0.066423,0.000011,0.191161,0.000015,0.000001,0.000002,0.000001,0.257614
0.065472,0.000010,0.187659,0.000014,0.000001,0.000002,0.000001,0.253159
0.066967,0.000010,0.164205,0.000015,0.000001,0.000002,0.000001,0.231201
0.063295,0.000011,0.169074,0.000014,0.000001,0.000002,0.000001,0.232398
0.059139,0.000009,0.180287,0.000014,0.000001,0.000002,0.000001,0.239453
0.081224,0.000011,0.278045,0.000019,0.000002,0.000003,0.000002,0.359305
0.093209,0.000015,0.259535,0.000015,0.000002,0.000003,0.000001,0.352780
0.066540,0.000011,0.233932,0.000018,0.000002,0.000003,0.000002,0.300506
0.066867,0.000010,0.221984,0.000015,0.000042,0.000007,0.000001,0.288927
0.066726,0.000011,0.183490,0.000014,0.000001,0.000002,0.000001,0.250246
0.066166,0.000010,0.260048,0.000018,0.000002,0.000003,0.000002,0.326248
0.065096,0.000009,0.186180,0.000014,0.000001,0.000002,0.000001,0.251304
0.068213,0.000010,0.191947,0.000014,0.000001,0.000002,0.000001,0.260188
0.091637,0.000014,0.288841,0.000018,0.000002,0.000003,0.000002,0.380516
0.089771,0.000013,0.310830,0.000018,0.000002,0.000004,0.000002,0.400640
0.066026,0.000010,0.251947,0.000018,0.000002,0.000003,0.000002,0.318007
0.064722,0.000010,0.192575,0.000013,0.000001,0.000002,0.000001,0.257324
