Sample,Sample<->Recognize,Recognize,Recognize<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.058716,0.000012,0.196903,0.000013,0.000001,0.000003,0.000001,0.255650
0.064267,0.000012,0.194424,0.000013,0.000001,0.000003,0.000001,0.258721
0.064542,0.000010,0.201118,0.000013,0.000001,0.000002,0.000001,0.265688
0.071120,0.000011,0.303800,0.000019,0.000002,0.000004,0.000002,0.374957
0.041436,0.000010,0.403914,0.000012,0.000001,0.000002,0.000001,0.445375
0.061243,0.000013,0.205314,0.000014,0.000001,0.000002,0.000001,0.266588
0.091760,0.000016,0.292752,0.000016,0.000002,0.000003,0.000002,0.384549
0.066746,0.000011,0.198169,0.000013,0.000001,0.000002,0.000001,0.264943
0.065980,0.000011,0.240607,0.000014,0.000001,0.000002,0.000001,0.306617
0.092992,0.000015,0.337427,0.000017,0.000002,0.000003,0.000002,0.430457
0.061692,0.000003,0.195822,0.000013,0.000001,0.000002,0.000001,0.257534
0.066176,0.000011,0.278492,0.000017,0.000002,0.000003,0.000002,0.344702
0.063744,0.000010,0.184357,0.000014,0.000001,0.000002,0.000001,0.248130
0.065184,0.000011,0.284213,0.000014,0.000001,0.000002,0.000001,0.349426
0.074919,0.000012,0.274364,0.000018,0.000002,0.000003,0.000002,0.349318
0.062322,0.000010,0.192468,0.000014,0.000001,0.000002,0.000001,0.254817
0.066024,0.000011,0.189496,0.000014,0.000001,0.000002,0.000001,0.255549
0.092085,0.000014,0.277959,0.000004,0.000002,0.000003,0.000001,0.370069
0.093344,0.000014,0.450037,0.000019,0.000002,0.000003,0.000002,0.543422
0.064660,0.000010,0.194534,0.000013,0.000001,0.000002,0.000001,0.259221
0.078346,0.000012,0.197974,0.000014,0.000001,0.000003,0.000001,0.276351
0.084737,0.001085,0.195669,0.000014,0.000001,0.000002,0.000001,0.281509
0.093079,0.000016,0.289820,0.000022,0.000002,0.000004,0.000002,0.382944
0.072312,0.000010,0.392439,0.000015,0.000001,0.000002,0.000001,0.464781
0.065325,0.000010,0.212182,0.000016,0.000001,0.000002,0.000001,0.277537
0.090793,0.000015,0.323465,0.000018,0.000002,0.000004,0.000002,0.414298
0.069739,0.000011,0.197572,0.000015,0.000001,0.000002,0.000001,0.267342
0.081090,0.000012,0.251655,0.000013,0.000001,0.000002,0.000001,0.332774
0.075447,0.000014,0.327056,0.000018,0.000002,0.000003,0.000002,0.402541
0.085616,0.000016,0.334353,0.000017,0.000001,0.000003,0.000001,0.420008
0.084426,0.000014,0.273579,0.000018,0.000002,0.000002,0.000002,0.358042
0.064258,0.000011,0.194795,0.000013,0.000001,0.000002,0.000001,0.259081
0.063093,0.000003,0.255252,0.000018,0.000002,0.000003,0.000002,0.318372
0.065335,0.000010,0.190244,0.000013,0.000001,0.000002,0.000001,0.255606
0.066607,0.000012,0.193056,0.000015,0.000001,0.000002,0.000001,0.259694
0.091455,0.000014,0.308835,0.000014,0.000001,0.000002,0.000001,0.400321
0.090554,0.000013,0.314377,0.000018,0.000002,0.000003,0.000002,0.404968
0.067680,0.000014,0.315108,0.000018,0.000002,0.000002,0.000001,0.382825
0.080801,0.000009,0.196985,0.000013,0.000001,0.000002,0.000001,0.277812
0.086285,0.000015,0.296700,0.000013,0.000001,0.000002,0.000001,0.383016
0.092781,0.000014,0.249965,0.000014,0.000001,0.000002,0.000001,0.342778
0.067222,0.000016,0.255387,0.000014,0.000001,0.000003,0.000001,0.322644
0.065735,0.000010,0.201349,0.000016,0.000001,0.000002,0.000001,0.267115
0.083744,0.000014,0.312059,0.000019,0.000002,0.000003,0.000002,0.395842
0.090647,0.000013,0.290615,0.000018,0.000002,0.000004,0.000002,0.381299
0.063446,0.000010,0.194548,0.000013,0.000001,0.000002,0.000001,0.258021
0.069415,0.000015,0.324524,0.000020,0.000002,0.000003,0.000002,0.393980
0.064041,0.000010,0.171510,0.000026,0.000001,0.000002,0.000001,0.235590
0.089451,0.000016,0.303185,0.000013,0.000001,0.000002,0.000001,0.392668
0.065311,0.000010,0.183534,0.000015,0.000001,0.000002,0.000001,0.248875
0.065432,0.000009,0.183708,0.000014,0.000001,0.000002,0.000001,0.249167
0.066732,0.000010,0.169684,0.000015,0.000001,0.000002,0.000001,0.236444
0.093542,0.000014,0.277414,0.000017,0.000002,0.000002,0.000001,0.370992
0.088947,0.000014,0.353732,0.000020,0.001177,0.000013,0.000002,0.443903
0.063954,0.000011,0.187377,0.000020,0.000001,0.000002,0.000001,0.251366
0.093533,0.000014,0.231631,0.000009,0.000001,0.000002,0.000001,0.325191
0.088416,0.000014,0.215061,0.000013,0.000001,0.000002,0.000001,0.303507
0.065788,0.000004,0.219697,0.000020,0.000002,0.000004,0.000001,0.285516
0.066592,0.000011,0.196241,0.000018,0.000002,0.000002,0.000001,0.262867
0.067600,0.000011,0.187215,0.000014,0.000001,0.000002,0.000001,0.254844
0.067678,0.000010,0.187737,0.000015,0.000001,0.000002,0.000001,0.255445
0.062021,0.000009,0.187193,0.000014,0.000001,0.000002,0.000001,0.249242
0.064922,0.000010,0.190009,0.000015,0.000001,0.000002,0.000001,0.254960
0.090133,0.000013,0.310387,0.000017,0.000002,0.000004,0.000002,0.400558
0.077993,0.000010,0.216370,0.000017,0.000001,0.000002,0.000001,0.294395
0.080879,0.000009,0.191666,0.000015,0.000001,0.000002,0.000001,0.272573
0.079392,0.000012,0.301287,0.000017,0.000002,0.000003,0.000002,0.380714
0.092458,0.000014,0.305901,0.000018,0.000002,0.000003,0.000002,0.398397
0.066660,0.000009,0.177636,0.000014,0.000001,0.000002,0.000001,0.244323
0.082011,0.000015,0.254581,0.000014,0.000001,0.000002,0.000001,0.336624
0.064753,0.000010,0.182269,0.000013,0.000001,0.000002,0.000001,0.247048
0.066045,0.000010,0.262632,0.000018,0.000002,0.000003,0.000002,0.328710
0.063919,0.000009,0.196347,0.000017,0.000001,0.000002,0.000001,0.260297
0.091920,0.000013,0.247251,0.000018,0.000002,0.000003,0.000002,0.339208
0.063058,0.000011,0.187799,0.000015,0.000001,0.000002,0.000001,0.250886
0.065460,0.000011,0.187757,0.000015,0.000001,0.000002,0.000001,0.253248
0.094388,0.000014,0.286488,0.000017,0.000002,0.000003,0.000002,0.380913
0.065778,0.000010,0.189589,0.000013,0.000001,0.000002,0.000001,0.255393
0.066589,0.000011,0.188703,0.000014,0.000001,0.000002,0.000001,0.255320
0.083724,0.000010,0.191074,0.000015,0.000001,0.000002,0.000001,0.274828
0.091786,0.000012,0.299344,0.000019,0.000001,0.000003,0.000001,0.391167
0.066490,0.000019,0.185825,0.000013,0.000001,0.000002,0.000001,0.252352
0.067179,0.000009,0.185140,0.000015,0.000001,0.000002,0.000001,0.252347
0.062308,0.000011,0.270095,0.000017,0.000002,0.000003,0.000002,0.332438
0.062675,0.000010,0.187922,0.000014,0.000001,0.000002,0.000001,0.250626
0.067412,0.000009,0.165104,0.000015,0.000001,0.000002,0.000001,0.232545
0.093155,0.000013,0.255466,0.000018,0.000002,0.000003,0.000002,0.348659
0.067415,0.000010,0.172332,0.000013,0.000001,0.000002,0.000001,0.239773
0.088966,0.000014,0.284850,0.000019,0.000002,0.000003,0.000002,0.373855
0.063704,0.000011,0.177771,0.000013,0.000001,0.000002,0.000001,0.241502
0.091696,0.000013,0.248334,0.000017,0.000002,0.000003,0.000002,0.340066
0.063326,0.000010,0.182328,0.000020,0.000001,0.000003,0.000001,0.245689
0.064028,0.000016,0.298376,0.000018,0.000002,0.000003,0.000002,0.362444
0.086473,0.000011,0.269621,0.000017,0.000002,0.000003,0.000001,0.356129
0.087436,0.000010,0.184953,0.000014,0.000001,0.000002,0.000001,0.272417
0.085025,0.000012,0.191879,0.000017,0.000002,0.000004,0.000002,0.276940
0.065184,0.000010,0.187403,0.000014,0.000001,0.000002,0.000001,0.252615
0.090676,0.000015,0.343190,0.000020,0.000002,0.000003,0.000002,0.433907
0.074185,0.000014,0.279116,0.000016,0.000002,0.000003,0.000002,0.353336
0.066577,0.000011,0.189799,0.000013,0.000001,0.000002,0.000001,0.256404
0.066876,0.000010,0.289984,0.000018,0.000002,0.000004,0.000001,0.356895
0.090772,0.000026,0.269794,0.000014,0.000001,0.000002,0.000001,0.360610
0.089693,0.000017,0.296619,0.000020,0.000002,0.000005,0.000002,0.386357
0.083335,0.000012,0.278658,0.000015,0.000001,0.000002,0.000001,0.362025
0.088100,0.000011,0.361282,0.000021,0.000002,0.000011,0.000002,0.449428
0.065039,0.000009,0.222545,0.000015,0.000001,0.000002,0.000001,0.287613
0.073713,0.000012,0.319620,0.000016,0.000191,0.000012,0.000001,0.393565
0.088769,0.000015,0.294821,0.000017,0.000002,0.000003,0.000002,0.383628
0.068400,0.000034,0.252530,0.000019,0.000002,0.000003,0.000002,0.320989
0.089498,0.000015,0.329596,0.000018,0.000163,0.000014,0.000002,0.419305
0.063886,0.000010,0.208644,0.000017,0.000001,0.000003,0.000001,0.272562
0.071139,0.000015,0.339081,0.000020,0.000191,0.000013,0.000002,0.410461
0.089930,0.000015,0.243078,0.000015,0.000170,0.000017,0.000002,0.333227
0.090643,0.000015,0.318863,0.000017,0.000001,0.000003,0.000001,0.409544
0.083215,0.000010,0.213550,0.000017,0.000002,0.000003,0.000002,0.296797
0.067276,0.000011,0.212228,0.000016,0.000001,0.000002,0.000001,0.279535
0.090158,0.000013,0.365730,0.000020,0.000002,0.000003,0.000002,0.455928
0.077546,0.000015,0.282669,0.000019,0.000002,0.000003,0.000002,0.360255
0.064340,0.000010,0.212196,0.000016,0.000189,0.000015,0.000002,0.276767
