Sample,Sample<->Extractor,Extractor,Extractor<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.039579,0.004572,0.076259,0.011787,0.000037,0.008251,0.000003,0.140487
0.058534,0.003195,0.082674,0.009728,0.000032,0.007992,0.000002,0.162157
0.071610,0.003039,0.209828,0.010435,0.000031,0.008200,0.000002,0.303144
0.075700,0.002740,0.195592,0.012337,0.000055,0.010255,0.000002,0.296682
0.084072,0.002909,0.084505,0.020784,0.000444,0.008307,0.000002,0.201023
0.066838,0.036884,0.087006,0.010525,0.000035,0.008237,0.000002,0.209528
0.062302,0.003164,0.243439,0.009874,0.000032,0.008161,0.000002,0.326973
0.061541,0.063231,0.085948,0.010589,0.000084,0.010372,0.000002,0.231766
0.067009,0.049552,0.207363,0.010915,0.000066,0.008285,0.000002,0.343190
0.066298,0.006599,0.273054,0.009312,0.000037,0.008230,0.000002,0.363531
0.061721,0.047092,0.242330,0.010397,0.000041,0.008357,0.000003,0.369942
0.081366,0.094379,0.083205,0.009734,0.000044,0.007513,0.000001,0.276241
0.062709,0.083046,0.197737,0.010261,0.000031,0.007099,0.000002,0.360885
0.095090,0.033824,0.217925,0.010051,0.000030,0.007270,0.000002,0.364192
0.065429,0.130168,0.083216,0.010183,0.000032,0.008742,0.000002,0.297773
0.068466,0.109346,0.082853,0.009804,0.000039,0.007396,0.000002,0.277907
0.066288,0.148061,0.231494,0.009744,0.000048,0.011363,0.000002,0.467001
0.077249,0.103056,0.183600,0.010224,0.000040,0.007497,0.000002,0.381668
0.065959,0.109774,0.260873,0.010435,0.000044,0.007405,0.000002,0.454492
0.076565,0.158085,0.085363,0.011974,0.000045,0.009620,0.000002,0.341653
0.064193,0.164250,0.199614,0.011949,0.000052,0.007474,0.000002,0.447534
0.062446,0.185919,0.209661,0.010041,0.000038,0.008031,0.000002,0.476139
0.075259,0.214988,0.086388,0.009740,0.000037,0.007291,0.000001,0.393704
0.083718,0.146259,0.265031,0.011618,0.000058,0.007980,0.000002,0.514665
0.070710,0.202672,0.086147,0.010932,0.000054,0.008863,0.000004,0.379382
0.062641,0.233254,0.084941,0.010344,0.000033,0.008124,0.000002,0.399340
0.068939,0.190477,0.270409,0.011582,0.000034,0.007560,0.000002,0.549002
0.078481,0.214564,0.208545,0.015277,0.000070,0.008273,0.000001,0.525211
0.060904,0.286756,0.087936,0.012177,0.000061,0.018082,0.000003,0.465918
