Sample,Sample<->Dispatcher-extractor,Dispatcher-extractor,Dispatcher-extractor<->Extractor,Extractor,Extractor<->Collect-extractor,Collect-extractor,Collect-extractor<->Dispatcher-lookup,Dispatcher-lookup,Dispatcher-lookup<->Lookup,Lookup,Lookup<->Collect-lookup,Collect-lookup,Collect-lookup<->Stat,Stat,Total
0.046941,0.007038,0.000001,0.004244,0.101678,0.004219,0.000001,0.007395,0.000001,0.008704,0.000044,0.007241,0.000001,0.006413,0.000002,0.193923
0.059071,0.006306,0.000001,0.003447,0.099557,0.003181,0.000001,0.006209,0.000001,0.009685,0.000053,0.006348,0.000001,0.004643,0.000002,0.198504
0.069798,0.004367,0.000001,0.003034,0.077262,0.002935,0.000001,0.005255,0.000001,0.008740,0.000042,0.010685,0.000001,0.005309,0.000002,0.187433
0.058706,0.004624,0.000001,0.002738,0.077290,0.003648,0.000001,0.004803,0.000001,0.004467,0.000029,0.003003,0.000001,0.005186,0.000002,0.164498
0.086176,0.005332,0.000001,0.002274,0.165917,0.002751,0.000001,0.005235,0.000001,0.003358,0.000030,0.002473,0.000001,0.004685,0.000002,0.278236
0.098302,0.004838,0.000001,0.001854,0.075670,0.002918,0.000001,0.004787,0.000001,0.009996,0.000060,0.006609,0.000001,0.004349,0.000002,0.209387
0.062697,0.006058,0.000001,0.001735,0.174523,0.002926,0.000001,0.004806,0.000001,0.009199,0.000062,0.006924,0.000001,0.006477,0.000002,0.275411
0.069855,0.003740,0.000001,0.001803,0.080998,0.002863,0.000001,0.005079,0.000001,0.009357,0.000050,0.006292,0.000001,0.003647,0.000002,0.183687
0.067878,0.004786,0.000001,0.002595,0.074891,0.003497,0.000001,0.006707,0.000001,0.003163,0.000029,0.002243,0.000001,0.004492,0.000002,0.170286
0.087588,0.004094,0.000000,0.002346,0.170103,0.003082,0.000001,0.005954,0.000001,0.008912,0.000080,0.006609,0.000001,0.004179,0.000002,0.292952
0.058947,0.004599,0.000001,0.002079,0.075155,0.002836,0.000001,0.005248,0.000001,0.009515,0.000048,0.006197,0.000001,0.003700,0.000002,0.168328
0.059023,0.004291,0.000001,0.001990,0.168874,0.002858,0.000001,0.004282,0.000001,0.008654,0.000043,0.006460,0.000001,0.003867,0.000002,0.260346
0.069120,0.004312,0.000001,0.002174,0.082473,0.002134,0.000001,0.005464,0.000001,0.009539,0.000063,0.006361,0.000001,0.003527,0.000002,0.185172
0.062312,0.005071,0.000001,0.001871,0.080040,0.002811,0.000001,0.006049,0.000001,0.003192,0.000025,0.002199,0.000001,0.004293,0.000002,0.167866
0.071556,0.005495,0.000001,0.001889,0.226710,0.002937,0.000001,0.005862,0.000001,0.002741,0.000021,0.003379,0.000002,0.004946,0.000002,0.325543
0.061512,0.004329,0.000001,0.001482,0.072726,0.001931,0.000001,0.006862,0.000001,0.008558,0.000050,0.006182,0.000001,0.003325,0.000002,0.166963
0.060997,0.003998,0.000001,0.001585,0.161826,0.003560,0.000001,0.004167,0.000001,0.008179,0.000052,0.005835,0.000001,0.003314,0.000002,0.253518
0.061507,0.004477,0.000001,0.001518,0.079579,0.003019,0.000001,0.004792,0.000001,0.004233,0.000034,0.002824,0.000001,0.003902,0.000002,0.165890
0.061354,0.004390,0.000001,0.001781,0.161632,0.002990,0.000001,0.006361,0.000001,0.008724,0.000043,0.006589,0.000001,0.003585,0.000002,0.257453
0.062902,0.006576,0.000001,0.002123,0.076768,0.003377,0.000001,0.005672,0.000001,0.012471,0.000100,0.007158,0.000001,0.003792,0.000002,0.180943
0.101688,0.005438,0.000001,0.001599,0.074643,0.003445,0.000001,0.006479,0.000001,0.003481,0.000030,0.002727,0.000001,0.005097,0.000002,0.204634
0.083981,0.004549,0.000001,0.001587,0.074978,0.003083,0.000001,0.005443,0.000001,0.009389,0.000047,0.007653,0.000014,0.004328,0.000001,0.195056
0.061650,0.005525,0.000001,0.001873,0.237850,0.003035,0.000001,0.004685,0.000001,0.002185,0.000017,0.002448,0.000001,0.005212,0.000002,0.324484
0.070536,0.004976,0.000001,0.002186,0.096484,0.002788,0.000001,0.004820,0.000001,0.003468,0.000027,0.002896,0.000001,0.003379,0.000002,0.191566
