Sample,Sample<->Dispatcher-extractor,Dispatcher-extractor,Dispatcher-extractor<->Extractor,Extractor,Extractor<->Collect-extractor,Collect-extractor,Collect-extractor<->Dispatcher-lookup,Dispatcher-lookup,Dispatcher-lookup<->Lookup,Lookup,Lookup<->Collect-lookup,Collect-lookup,Collect-lookup<->Stat,Stat,Total
0.040980,0.006625,0.000001,0.001939,0.077600,0.004035,0.000001,0.007195,0.000001,0.009625,0.000070,0.006545,0.000001,0.005762,0.000002,0.160383
0.058303,0.005383,0.000001,0.003800,0.101546,0.002908,0.000001,0.004628,0.000001,0.004111,0.000032,0.002885,0.000001,0.004187,0.000002,0.187787
0.073636,0.005112,0.000001,0.002103,0.073769,0.003004,0.000001,0.005233,0.000001,0.002959,0.000021,0.002703,0.000001,0.004701,0.000002,0.173246
0.061893,0.006982,0.000001,0.002554,0.077428,0.003190,0.000001,0.005804,0.000001,0.003380,0.000027,0.002746,0.000001,0.003896,0.000002,0.167905
0.085773,0.005429,0.000001,0.002550,0.166752,0.003647,0.000001,0.005679,0.000001,0.003873,0.000031,0.003416,0.000001,0.003715,0.000002,0.280872
0.073997,0.004481,0.000001,0.001940,0.162110,0.003016,0.000001,0.005346,0.000001,0.002547,0.000020,0.004242,0.000001,0.004107,0.000015,0.261824
0.089389,0.005675,0.000001,0.001491,0.074851,0.002933,0.000001,0.005189,0.000001,0.008911,0.000049,0.006452,0.000001,0.004798,0.000002,0.199743
0.065646,0.004664,0.000001,0.002479,0.175529,0.002886,0.000001,0.005428,0.000001,0.009005,0.000050,0.006675,0.000001,0.003675,0.000002,0.276041
0.074517,0.004525,0.000001,0.001889,0.081024,0.003371,0.000001,0.004973,0.000001,0.002807,0.000025,0.002574,0.000001,0.004424,0.000002,0.180135
0.072891,0.004511,0.000001,0.001618,0.081166,0.004472,0.000001,0.005512,0.000001,0.003245,0.000031,0.002718,0.000001,0.003825,0.000001,0.179994
0.091005,0.004615,0.000001,0.002266,0.180885,0.003099,0.000001,0.005082,0.000001,0.002740,0.000023,0.002643,0.000001,0.004253,0.000003,0.296618
0.058262,0.005133,0.000001,0.002394,0.076212,0.002714,0.000001,0.006697,0.000002,0.019618,0.000051,0.006329,0.000001,0.003824,0.000003,0.181241
0.061230,0.006086,0.000001,0.002626,0.080314,0.002593,0.000001,0.005094,0.000001,0.003102,0.000021,0.002262,0.000001,0.003530,0.000002,0.166863
0.062509,0.004557,0.000001,0.001865,0.071569,0.002836,0.000001,0.004868,0.000001,0.002666,0.000024,0.002508,0.000001,0.003341,0.000003,0.156748
0.065411,0.004248,0.000001,0.001879,0.221019,0.002762,0.000001,0.004852,0.000001,0.002034,0.000012,0.002759,0.000001,0.003798,0.000002,0.308780
