Sample,Sample<->Extractor,Extractor,Extractor<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.040603,0.005758,0.092843,0.011417,0.000055,0.008308,0.000002,0.158986
0.060674,0.003388,0.083110,0.009817,0.000038,0.009103,0.000002,0.166131
0.055666,0.003651,0.216267,0.009818,0.000037,0.008443,0.000002,0.293882
0.064162,0.003039,0.188650,0.009968,0.000066,0.007830,0.000002,0.273716
0.063015,0.018588,0.084996,0.009929,0.000032,0.009000,0.000002,0.185561
0.076787,0.003165,0.084139,0.009643,0.000031,0.008598,0.000002,0.182364
0.062260,0.003056,0.271875,0.009679,0.000039,0.007886,0.000002,0.354797
0.060314,0.020870,0.193832,0.012107,0.000592,0.014924,0.000002,0.302641
0.068255,0.061570,0.084881,0.017477,0.000044,0.009629,0.000002,0.241857
0.070022,0.042603,0.276715,0.010005,0.000030,0.008362,0.000002,0.407740
0.058464,0.095691,0.082673,0.016703,0.000036,0.008576,0.000002,0.262145
0.072347,0.074790,0.196946,0.010065,0.000038,0.007234,0.000002,0.361424
0.074479,0.060976,0.234644,0.011247,0.000126,0.016831,0.000003,0.398307
0.062088,0.052365,0.218957,0.009541,0.000038,0.007432,0.000002,0.350423
0.061753,0.152170,0.076973,0.008903,0.000033,0.006709,0.000002,0.306543
0.061467,0.095855,0.081428,0.010003,0.000030,0.007468,0.000002,0.256253
0.062199,0.143229,0.223291,0.009170,0.000032,0.007233,0.000002,0.445157
0.061180,0.109256,0.205573,0.010209,0.000032,0.007842,0.000002,0.394093
0.061510,0.115977,0.257480,0.010021,0.000030,0.007438,0.000002,0.452459
0.059261,0.199779,0.085194,0.014885,0.000359,0.007971,0.000002,0.367451
0.077851,0.128029,0.194943,0.017138,0.000034,0.007508,0.000002,0.425506
0.062293,0.186076,0.087188,0.009919,0.000038,0.008053,0.000002,0.353568
0.060757,0.174551,0.190114,0.009997,0.000035,0.007932,0.000002,0.443388
0.063384,0.205816,0.107245,0.010274,0.000040,0.007856,0.000002,0.394619
0.061775,0.181207,0.274882,0.010742,0.000043,0.007770,0.000002,0.536422
0.061664,0.179708,0.269936,0.009729,0.000031,0.008127,0.000002,0.529196
0.060699,0.247806,0.120998,0.010473,0.000031,0.007668,0.000002,0.447676
0.062575,0.229649,0.222828,0.010410,0.000033,0.007773,0.000002,0.533270
0.083678,0.261307,0.086551,0.010564,0.000083,0.007808,0.000002,0.449993
0.061882,0.223852,0.226712,0.010547,0.000033,0.007640,0.000002,0.530668
0.059058,0.265342,0.084375,0.010058,0.000060,0.007581,0.000002,0.426476
0.072252,0.276774,0.082304,0.009878,0.000034,0.010981,0.000002,0.452224
0.097566,0.233325,0.276851,0.010993,0.000039,0.007898,0.000002,0.626674
0.077137,0.267676,0.183820,0.009456,0.000040,0.007422,0.000002,0.545553
0.066856,0.330265,0.083958,0.009723,0.000037,0.007351,0.000002,0.498192
0.077494,0.264316,0.272113,0.011782,0.000088,0.007937,0.000002,0.633732
0.071491,0.310336,0.085349,0.010062,0.000040,0.008313,0.000002,0.485593
0.064227,0.329055,0.182752,0.010333,0.000048,0.006755,0.000001,0.593171
0.062296,0.338922,0.082919,0.011017,0.000034,0.006524,0.000001,0.501713
0.076891,0.328989,0.268021,0.010342,0.000037,0.006563,0.000002,0.690845
0.061669,0.356274,0.085387,0.010162,0.000033,0.007066,0.000002,0.520594
0.062923,0.292255,0.257818,0.010668,0.000053,0.006835,0.000002,0.630555
0.063101,0.374161,0.089757,0.010862,0.000044,0.007884,0.000003,0.545810
0.061199,0.383571,0.212888,0.009798,0.000033,0.007732,0.000005,0.675226
0.074693,0.384549,0.082997,0.014834,0.000062,0.008668,0.000002,0.565805
0.062521,0.380318,0.262524,0.010763,0.000066,0.007679,0.000002,0.723872
0.081637,0.393566,0.082190,0.010963,0.000051,0.007571,0.000002,0.575981
0.084093,0.327561,0.270926,0.011646,0.000042,0.007946,0.000002,0.702216
0.068813,0.422172,0.077185,0.009411,0.000036,0.007413,0.000002,0.585033
0.064560,0.391746,0.253571,0.011412,0.016625,0.007978,0.000002,0.745893
0.064681,0.437530,0.081211,0.010813,0.000038,0.007031,0.000002,0.601305
0.076780,0.428667,0.255624,0.013870,0.000034,0.007456,0.000002,0.782434
0.073744,0.441691,0.080502,0.013666,0.000045,0.007081,0.000002,0.616731
0.060331,0.420444,0.251467,0.009518,0.000033,0.007708,0.000002,0.749503
0.076629,0.433399,0.177082,0.009120,0.000039,0.007376,0.000002,0.703646
