Sample,Sample<->Extractor,Extractor,Extractor<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.039596,0.003873,0.073922,0.011694,0.000070,0.009483,0.000002,0.138639
0.103932,0.002833,0.072744,0.010111,0.000032,0.007748,0.000002,0.197403
0.054202,0.002724,0.163956,0.009691,0.000038,0.007936,0.000002,0.238548
0.075567,0.003178,0.079109,0.009843,0.000086,0.008124,0.000002,0.175909
0.086695,0.002386,0.216505,0.010132,0.000034,0.007820,0.000001,0.323574
0.057219,0.031502,0.083969,0.016873,0.000031,0.007950,0.000002,0.197546
0.072321,0.003291,0.273164,0.010415,0.000053,0.007852,0.000002,0.367097
0.062702,0.081460,0.085680,0.009672,0.000048,0.007730,0.000002,0.247294
0.064160,0.002793,0.238496,0.011976,0.000029,0.007980,0.000002,0.325437
0.077653,0.033095,0.207372,0.009489,0.000034,0.007813,0.000002,0.335457
0.074361,0.054221,0.177341,0.009079,0.000030,0.008271,0.000002,0.323305
0.061765,0.121159,0.083139,0.009682,0.000031,0.008438,0.000002,0.284216
0.073067,0.078245,0.272560,0.010653,0.000031,0.012136,0.000002,0.446693
0.065739,0.039931,0.259343,0.012139,0.000048,0.007945,0.000002,0.385147
0.074018,0.126576,0.080936,0.009637,0.000031,0.008121,0.000002,0.299321
0.062081,0.121640,0.083339,0.009939,0.000048,0.007631,0.000002,0.284680
0.078307,0.127310,0.198601,0.011122,0.000033,0.007305,0.000002,0.422679
0.067076,0.134770,0.186433,0.009969,0.000048,0.007890,0.000002,0.406188
0.066657,0.159094,0.262716,0.009246,0.000035,0.007572,0.000002,0.505321
0.062642,0.171637,0.163901,0.009800,0.000033,0.007637,0.000001,0.415652
0.079538,0.174865,0.085618,0.010707,0.000038,0.008102,0.000002,0.358870
0.059331,0.182221,0.085595,0.016323,0.000032,0.007873,0.000002,0.351378
0.081286,0.124787,0.271719,0.010548,0.000048,0.008213,0.000002,0.496602
0.066875,0.195689,0.196523,0.009460,0.000033,0.007829,0.000002,0.476410
0.063250,0.240443,0.108025,0.010130,0.000038,0.009047,0.000003,0.430936
0.077265,0.211784,0.274147,0.011560,0.001001,0.008776,0.000002,0.584536
0.101189,0.226632,0.118391,0.010209,0.000045,0.008253,0.000002,0.464721
