Sample,Sample<->Extractor,Extractor,Extractor<->Lookup,Lookup,Total
0.049606,0.009373,0.115417,0.004408,0.000074,0.178878
0.061568,0.008762,0.085059,0.003353,0.000048,0.158790
0.072212,0.006212,0.194570,0.003981,0.000036,0.277011
0.063107,0.059277,0.084677,0.003831,0.000065,0.210957
0.064556,0.008405,0.301716,0.004923,0.000067,0.379667
0.057445,0.006316,0.253405,0.008092,0.000086,0.325344
0.079247,0.055383,0.086106,0.003262,0.000035,0.224033
0.095880,0.040841,0.203185,0.011188,0.000099,0.351192
0.061892,0.064852,0.084951,0.011427,0.000061,0.223184
0.065253,0.078775,0.273185,0.002816,0.000043,0.420072
0.062316,0.057162,0.279543,0.003091,0.000040,0.402152
0.087443,0.086410,0.193988,0.002916,0.000043,0.370799
0.090468,0.161831,0.085854,0.003456,0.000068,0.341676
0.084154,0.056922,0.232625,0.003890,0.000066,0.377657
0.073171,0.164385,0.085711,0.002936,0.000040,0.326244
0.076896,0.153726,0.172846,0.002956,0.000034,0.406458
0.071042,0.188520,0.085408,0.003221,0.000043,0.348233
0.061987,0.169460,0.256317,0.002548,0.000052,0.490365
0.083347,0.196471,0.085757,0.010186,0.000051,0.375813
0.068821,0.142966,0.269337,0.005059,0.000086,0.486268
0.066111,0.236149,0.089065,0.003470,0.000035,0.394830
0.069298,0.171786,0.267480,0.003441,0.000035,0.512039
0.060432,0.265922,0.086091,0.003026,0.000064,0.415535
0.072110,0.215770,0.278266,0.003552,0.000033,0.569731
0.062444,0.284681,0.086299,0.003303,0.000066,0.436793
0.063343,0.218270,0.275412,0.004005,0.000049,0.561079
0.062366,0.246535,0.213361,0.003339,0.000048,0.525648
0.081211,0.283799,0.088231,0.004180,0.000051,0.457472
0.074612,0.276263,0.085148,0.003147,0.000050,0.439220
0.064962,0.287865,0.191090,0.003332,0.000044,0.547293
0.068995,0.338033,0.083993,0.003563,0.000042,0.494627
0.093558,0.275768,0.313925,0.003401,0.000039,0.686691
0.065907,0.290868,0.277586,0.003511,0.000050,0.637923
0.073344,0.350421,0.085625,0.002819,0.000036,0.512245
0.062777,0.348467,0.083187,0.002890,0.000037,0.497359
0.076614,0.368902,0.200054,0.002976,0.000042,0.648589
0.062296,0.400096,0.085124,0.003764,0.000088,0.551369
0.066429,0.349184,0.278333,0.003807,0.000063,0.697816
0.058329,0.341097,0.269402,0.002995,0.000053,0.671876
0.092295,0.387636,0.084574,0.003187,0.000053,0.567746
0.062343,0.385269,0.199755,0.003145,0.000042,0.650554
