Sample,Sample<->Dispatcher-extractor,Dispatcher-extractor,Dispatcher-extractor<->Extractor,Extractor,Extractor<->Collect-extractor,Collect-extractor,Collect-extractor<->Dispatcher-lookup,Dispatcher-lookup,Dispatcher-lookup<->Lookup,Lookup,Lookup<->Collect-lookup,Collect-lookup,Collect-lookup<->Stat,Stat,Total
0.049341,0.006623,0.000001,0.003421,0.098338,0.003230,0.000001,0.006649,0.000001,0.003038,0.000020,0.002785,0.000001,0.006319,0.000002,0.179769
0.058658,0.005234,0.000001,0.003717,0.101431,0.003585,0.000001,0.005341,0.000001,0.001684,0.000010,0.002224,0.000001,0.005529,0.000002,0.187418
0.078042,0.005474,0.000001,0.003067,0.075960,0.004278,0.000014,0.005884,0.000001,0.010318,0.000051,0.006381,0.000001,0.004680,0.000002,0.194153
0.067802,0.005253,0.000001,0.003722,0.090732,0.002948,0.000001,0.005740,0.000014,0.003326,0.000030,0.002645,0.000001,0.004943,0.000002,0.187161
0.070798,0.005580,0.000001,0.002451,0.168595,0.003065,0.000001,0.005228,0.000001,0.003136,0.000024,0.002202,0.000001,0.004439,0.000002,0.265523
0.083048,0.005386,0.000001,0.002399,0.078783,0.003359,0.000001,0.004859,0.000001,0.003028,0.000023,0.002708,0.000001,0.005077,0.000002,0.188675
0.071196,0.004391,0.000001,0.001753,0.075596,0.002921,0.000002,0.005284,0.000001,0.010988,0.000060,0.007476,0.000001,0.004575,0.000002,0.184245
0.067733,0.004942,0.000001,0.002214,0.180749,0.002835,0.000001,0.005454,0.000002,0.002884,0.000025,0.002318,0.000001,0.004434,0.000002,0.273594
0.073894,0.005436,0.000001,0.002457,0.075128,0.003658,0.000014,0.005462,0.000001,0.002970,0.000024,0.002607,0.000001,0.003503,0.000002,0.175159
0.068730,0.004315,0.000001,0.002285,0.077194,0.002873,0.000001,0.004688,0.000001,0.002548,0.000022,0.003329,0.000001,0.004660,0.000002,0.170648
0.063648,0.006287,0.000001,0.002144,0.168294,0.002750,0.000001,0.004156,0.000001,0.001732,0.000012,0.002468,0.000001,0.004143,0.000002,0.255639
0.066041,0.004416,0.000001,0.002154,0.082625,0.003189,0.000001,0.005247,0.000001,0.009485,0.000048,0.006692,0.000001,0.003840,0.000002,0.183744
0.062409,0.004933,0.000001,0.001983,0.066354,0.003834,0.000001,0.006035,0.000001,0.001845,0.000014,0.003108,0.000002,0.004123,0.000002,0.154645
0.060735,0.005558,0.000001,0.001893,0.171721,0.003878,0.000001,0.006835,0.000001,0.001887,0.000013,0.003327,0.000001,0.004713,0.000002,0.260568
0.065964,0.004619,0.000001,0.001647,0.216587,0.002895,0.000001,0.004638,0.000001,0.008389,0.000050,0.005903,0.000001,0.003957,0.000002,0.314654
0.065473,0.004213,0.000001,0.003334,0.081829,0.003093,0.000001,0.005320,0.000001,0.001768,0.000021,0.002094,0.000001,0.003550,0.000002,0.170701
0.060613,0.004032,0.000001,0.001886,0.162608,0.002749,0.000001,0.003913,0.000000,0.002177,0.000019,0.002601,0.000001,0.004012,0.000003,0.244616
0.072685,0.005044,0.000001,0.001741,0.072351,0.002938,0.000001,0.004230,0.000001,0.008714,0.000059,0.006406,0.000001,0.004469,0.000002,0.178641
