Sample,Sample<->Extractor,Extractor,Extractor<->Lookup,Lookup,Total
0.082004,0.452310,0.334326,0.003511,0.016473,0.888624
0.069820,0.513244,0.081368,0.003551,0.000046,0.668030
0.092242,0.488038,0.165988,0.001849,0.000040,0.748157
0.061621,0.509863,0.082272,0.003272,0.000038,0.657066
0.062716,0.526026,0.081933,0.003311,0.000036,0.674022
0.066748,0.526637,0.256894,0.002387,0.000036,0.852703
0.062160,0.520613,0.186027,0.002773,0.000043,0.771616
0.064735,0.502782,0.280349,0.004153,0.005731,0.857750
0.064291,0.572499,0.082954,0.007782,0.000051,0.727577
0.076859,0.539613,0.085317,0.003041,0.000035,0.704867
0.063457,0.567793,0.085357,0.003219,0.000031,0.719858
0.072259,0.559955,0.219533,0.003028,0.000047,0.854821
0.076374,0.574961,0.234749,0.008999,0.000037,0.895121
0.070912,0.513258,0.276188,0.003249,0.000041,0.863648
0.074043,0.610245,0.114285,0.004571,0.000035,0.803179
0.063400,0.630342,0.084039,0.002259,0.000038,0.780078
0.068322,0.585709,0.215308,0.002780,0.000031,0.872150
0.074628,0.613546,0.240158,0.002862,0.000040,0.931234
0.070048,0.639944,0.080816,0.008756,0.000037,0.799601
0.061953,0.632824,0.083769,0.002778,0.000035,0.781359
0.082201,0.583941,0.261678,0.004490,0.000492,0.932802
0.066725,0.669626,0.177842,0.002084,0.000041,0.916318
0.062267,0.683491,0.085151,0.002846,0.000036,0.833791
0.062846,0.670238,0.083073,0.002841,0.000059,0.819058
0.062345,0.664150,0.282490,0.002424,0.000034,1.011443
0.062355,0.719876,0.083858,0.002976,0.000040,0.869105
0.062205,0.686923,0.186608,0.008031,0.000054,0.943822
0.060481,0.668720,0.271105,0.003018,0.000045,1.003370
0.065580,0.729243,0.087139,0.003073,0.000031,0.885065
0.070380,0.715125,0.087396,0.002657,0.000044,0.875601
0.074222,0.695061,0.197004,0.002714,0.000033,0.969033
0.083327,0.693627,0.276030,0.003496,0.000036,1.056517
0.065529,0.772488,0.090774,0.002749,0.000034,0.931574
0.070152,0.698116,0.269852,0.009344,0.000428,1.047892
0.062259,0.770215,0.078236,0.002134,0.000043,0.912886
0.065656,0.766382,0.194552,0.002933,0.000034,1.029557
0.082929,0.759862,0.080307,0.002316,0.000046,0.925459
0.060427,0.758468,0.240237,0.002027,0.000089,1.061248
0.082430,0.774656,0.081178,0.002549,0.000033,0.940847
0.086558,0.750798,0.245930,0.001988,0.000045,1.085320
0.074304,0.779537,0.182663,0.002400,0.000084,1.038989
0.073998,0.795078,0.082506,0.003501,0.000044,0.955127
0.062255,0.794532,0.083445,0.003162,0.000037,0.943431
0.063107,0.843788,0.083405,0.003308,0.000039,0.993648
0.059312,0.814862,0.186125,0.003813,0.000040,1.064152
0.079683,0.778079,0.311866,0.002809,0.000089,1.172526
0.064336,0.815894,0.265474,0.003270,0.000069,1.149043
0.088821,0.867405,0.088909,0.003432,0.000045,1.048612
0.084757,0.839872,0.203737,0.003639,0.000050,1.132055
0.071910,0.838696,0.126867,0.004616,0.000080,1.042169
0.081686,0.817513,0.271119,0.004127,0.000064,1.174509
0.075928,0.921330,0.091199,0.003069,0.000040,1.091565
0.074482,0.839133,0.276286,0.003334,0.000039,1.193273
0.077425,0.911683,0.081376,0.003683,0.000055,1.074223
0.068498,0.933465,0.079915,0.002939,0.000039,1.084857
0.080769,0.891922,0.223670,0.003510,0.024471,1.224343
0.067013,0.940569,0.244446,0.002865,0.015602,1.270494
0.076546,0.943109,0.110162,0.006890,0.000051,1.136758
0.083847,0.909621,0.242061,0.011313,0.000067,1.246908
0.065502,0.995968,0.113748,0.003415,0.016029,1.194662
0.064278,0.961512,0.254838,0.004750,0.015495,1.300874
0.061631,1.046706,0.085987,0.003259,0.000035,1.197618
0.071140,0.982842,0.307721,0.003338,0.000036,1.365079
0.064725,0.974131,0.296229,0.002915,0.000033,1.338034
0.070125,1.061967,0.116228,0.004457,0.000103,1.252880
0.075673,1.007109,0.196645,0.010768,0.000036,1.290231
0.069197,1.096486,0.085471,0.003386,0.000036,1.254576
0.079839,1.082767,0.229755,0.003913,0.000036,1.396309
0.074455,1.082758,0.105167,0.008219,0.000034,1.270633
0.071953,1.153982,0.076987,0.001632,0.000048,1.304602
0.066300,1.044565,0.292752,0.003587,0.018418,1.425622
0.063944,1.080256,0.306817,0.007792,0.015678,1.474488
0.060089,1.172136,0.104370,0.001673,0.000031,1.338300
0.068787,1.123542,0.213298,0.002453,0.015616,1.423696
0.076454,1.158871,0.079986,0.002816,0.000065,1.318193
0.085604,1.167846,0.081808,0.003452,0.000042,1.338753
0.090110,1.150601,0.245018,0.001960,0.000034,1.487722
0.060235,1.176348,0.181273,0.003084,0.000061,1.421001
0.097953,1.122447,0.313405,0.002517,0.000029,1.536351
0.087206,1.217035,0.127389,0.004277,0.015704,1.451611
0.091350,1.209259,0.108349,0.005619,0.000061,1.414638
0.064971,1.222085,0.246998,0.003865,0.000034,1.537952
0.073765,1.267391,0.108846,0.004599,0.000052,1.454654
0.072650,1.212271,0.273749,0.004589,0.032863,1.596122
0.091352,1.205391,0.301187,0.004358,0.015663,1.617951
0.061419,1.331002,0.198718,0.003949,0.016304,1.611391
0.082663,1.345707,0.102977,0.003479,0.000066,1.534892
0.087474,1.264362,0.252714,0.003627,0.015709,1.623886
0.062632,1.307972,0.274162,0.003617,0.014137,1.662520
0.082259,1.382329,0.101016,0.003176,0.000044,1.568824
0.088387,1.370633,0.195155,0.001891,0.000037,1.656103
0.061245,1.408899,0.104668,0.010034,0.016283,1.601128
0.068594,1.398813,0.285336,0.003866,0.015555,1.772165
0.059290,1.381233,0.282366,0.007696,0.014796,1.745381
0.063331,1.445827,0.161732,0.003035,0.000035,1.673961
0.062421,1.427021,0.234228,0.003354,0.015476,1.742500
0.088046,1.502281,0.114915,0.010724,0.017125,1.733091
0.060919,1.514700,0.108399,0.005928,0.000055,1.690000
0.090177,1.467818,0.222059,0.003954,0.027294,1.811303
0.094254,1.472300,0.287942,0.003978,0.022489,1.880962
0.064796,1.583847,0.111649,0.009166,0.016699,1.786158
0.072285,1.476025,0.289946,0.004125,0.015624,1.858005
0.071523,1.617918,0.084157,0.002327,0.000034,1.775959
0.082962,1.535654,0.244565,0.006986,0.000425,1.870592
0.086856,1.588256,0.070750,0.001317,0.000046,1.747224
0.064182,1.581579,0.200429,0.002919,0.015854,1.864962
0.081534,1.593841,0.079289,0.011866,0.000036,1.766565
0.064683,1.596598,0.277903,0.002536,0.000050,1.941770
0.074660,1.624909,0.104713,0.002843,0.000036,1.807162
0.078114,1.633429,0.193328,0.004054,0.000033,1.908959
0.087808,1.607153,0.268978,0.002530,0.015474,1.981943
0.062244,1.672275,0.111895,0.003632,0.015518,1.865564
0.067498,1.634722,0.283545,0.003494,0.022283,2.011542
0.063043,1.687739,0.126508,0.003804,0.021090,1.902183
0.063034,1.678315,0.245333,0.003880,0.018365,2.008927
0.070905,1.695971,0.262812,0.008584,0.016427,2.054699
0.085171,1.737344,0.142414,0.005899,0.000065,1.970893
0.068773,1.782767,0.112650,0.003707,0.015332,1.983229
0.070686,1.735098,0.257231,0.002921,0.000059,2.065996
0.060186,1.802127,0.113310,0.003808,0.015823,1.995255
0.068828,1.762731,0.292920,0.003688,0.015680,2.143847
0.061328,1.851566,0.113560,0.012314,0.000170,2.038938
0.065556,1.768939,0.291445,0.010966,0.021307,2.158213
0.062925,1.896179,0.106292,0.002878,0.023494,2.091769
0.060419,1.839812,0.245028,0.009135,0.014539,2.168933
0.056380,1.903410,0.081926,0.002211,0.000033,2.043961
0.062482,1.897108,0.226152,0.003243,0.015561,2.204545
0.076583,1.850768,0.249842,0.018154,0.000059,2.195407
0.059822,1.919272,0.104544,0.010248,0.000053,2.093938
0.062210,1.957182,0.106477,0.003800,0.015558,2.145226
0.062589,1.884950,0.260400,0.009269,0.000063,2.217271
0.071137,1.953599,0.109817,0.003894,0.015770,2.154217
0.074917,1.909386,0.225223,0.003613,0.014105,2.227244
0.061826,1.949127,0.286972,0.003704,0.018593,2.320223
0.067486,1.999317,0.112686,0.004220,0.014556,2.198264
0.071793,1.933701,0.266194,0.003957,0.014859,2.290505
0.060499,2.036442,0.119010,0.004191,0.014441,2.234583
0.066059,2.009156,0.268127,0.004958,0.014734,2.363034
0.061649,2.056020,0.110654,0.011911,0.018726,2.258960
0.061961,2.116556,0.077439,0.010118,0.000042,2.266116
0.061699,2.020837,0.268326,0.003760,0.014463,2.369085
0.062407,2.045038,0.247209,0.003135,0.019622,2.377412
0.060399,2.123640,0.105283,0.002861,0.014357,2.306540
0.060675,2.100759,0.233771,0.002337,0.015078,2.412620
0.079480,2.104579,0.126275,0.003514,0.014488,2.328336
0.063020,2.094475,0.258811,0.002846,0.017407,2.436560
0.096057,2.057818,0.238615,0.010893,0.016709,2.420093
0.062805,2.161566,0.113457,0.004729,0.015086,2.357644
0.068788,2.180140,0.112520,0.003561,0.015481,2.380489
0.070746,2.184198,0.108809,0.003486,0.016266,2.383504
0.072920,2.175381,0.290846,0.011259,0.016962,2.567367
0.089980,2.119522,0.219313,0.021988,0.018725,2.469528
0.084974,2.140286,0.270702,0.003459,0.023629,2.523049
0.059213,2.275031,0.109950,0.003918,0.014289,2.462402
0.068015,2.245508,0.106910,0.009961,0.014579,2.444972
0.080741,2.216550,0.224471,0.003754,0.014237,2.539753
0.062761,2.244966,0.287316,0.003946,0.016112,2.615101
0.062463,2.268872,0.302508,0.005148,0.014748,2.653740
0.061495,2.331874,0.112466,0.004020,0.014376,2.524231
0.060825,2.366136,0.106170,0.003021,0.014359,2.550512
0.061283,2.373743,0.102411,0.002922,0.015971,2.556329
0.061952,2.337085,0.216409,0.003093,0.021673,2.640212
0.060841,2.359952,0.265532,0.011882,0.014161,2.712368
0.059936,2.312819,0.280916,0.003127,0.014665,2.671462
0.062559,2.442175,0.107709,0.004647,0.014932,2.632022
0.060587,2.427669,0.104511,0.002824,0.015322,2.610914
0.061189,2.392919,0.226854,0.002751,0.016115,2.699828
0.062243,2.420761,0.251931,0.004227,0.014150,2.753312
0.095624,2.429057,0.107908,0.003157,0.014386,2.650131
0.072040,2.458622,0.108877,0.006532,0.015009,2.661080
0.103732,2.375897,0.271047,0.006887,0.014294,2.771856
0.074239,2.464281,0.207823,0.003185,0.014545,2.764073
0.061460,2.515412,0.111907,0.025284,0.015229,2.729293
0.085236,2.503179,0.106213,0.010342,0.020981,2.725950
0.058473,2.469116,0.288003,0.003751,0.020438,2.839780
0.063038,2.486470,0.289828,0.003557,0.014146,2.857039
0.070653,2.562194,0.106523,0.006524,0.015145,2.761038
0.078220,2.508687,0.224120,0.003443,0.014262,2.828732
0.069187,2.602094,0.104154,0.002388,0.014526,2.792349
0.077115,2.545165,0.227230,0.002548,0.017520,2.869578
0.068539,2.606180,0.070745,0.007544,0.000069,2.753076
0.057839,2.580899,0.229665,0.001096,0.000035,2.869534
0.064973,2.616307,0.070206,0.000744,0.000057,2.752287
0.078701,2.567859,0.224048,0.000694,0.000035,2.871337
0.068291,2.615964,0.171721,0.000801,0.000036,2.856813
0.059992,2.624903,0.072027,0.007785,0.000055,2.764762
0.060992,2.628187,0.065694,0.000301,0.000053,2.755227
0.062191,2.643610,0.185047,0.000595,0.000043,2.891485
0.060475,2.611218,0.167389,0.000452,0.000041,2.839575
0.090306,2.592628,0.064689,0.000218,0.000052,2.747892
0.065543,2.585867,0.061502,-0.000079,0.000033,2.712866
0.104395,2.558898,0.197729,0.000180,0.000102,2.861304
0.066380,2.602993,0.139361,0.002004,0.000034,2.810772
0.064628,2.615282,0.062878,0.004491,0.000054,2.747333
0.067084,2.615605,0.188082,-0.000061,0.000059,2.870769
0.070245,2.574197,0.064946,-0.000101,0.000034,2.709320
0.062883,2.579737,0.062774,0.000205,0.000036,2.705634
0.072076,2.586312,0.195734,-0.000123,0.000038,2.854037
0.068383,2.606621,0.151983,0.000133,0.000051,2.827171
0.094969,2.577398,0.065016,0.000074,0.000039,2.737496
0.064584,2.580694,0.195748,0.000096,0.000037,2.841160
0.067302,2.568645,0.064503,0.007183,0.000042,2.707675
0.065655,2.557605,0.154219,0.000073,0.000029,2.777581
0.062074,2.579217,0.065352,0.000424,0.000034,2.707101
0.085424,2.569349,0.204567,0.000254,0.000059,2.859654
0.066130,2.572074,0.064037,0.003971,0.000419,2.706631
0.061294,2.577613,0.217301,0.000482,0.000045,2.856735
0.073333,2.575539,0.145422,0.000477,0.000050,2.794821
0.060216,2.576311,0.063307,0.000457,0.000034,2.700326
0.064700,2.537392,0.067961,0.000471,0.000042,2.670567
0.070105,2.557490,0.201331,0.000713,0.000050,2.829690
0.083408,2.553295,0.065926,0.000828,0.000041,2.703499
0.069162,2.556208,0.146980,0.000652,0.000058,2.773059
0.076646,2.581658,0.196474,0.000422,0.000062,2.855263
0.069489,2.564040,0.071345,0.000917,0.000034,2.705825
0.084350,2.522963,0.071213,0.001073,0.000058,2.679658
0.079955,2.549808,0.204758,0.000582,0.000036,2.835140
0.070674,2.536192,0.159263,0.005490,0.000042,2.771662
0.091115,2.552254,0.081522,0.001694,0.000035,2.726620
0.066546,2.554611,0.208754,0.001245,0.000032,2.831187
0.060718,2.567497,0.069210,0.000855,0.000031,2.698312
0.055482,2.541309,0.175721,0.001520,0.000034,2.774067
0.061073,2.571005,0.066460,0.000881,0.000035,2.699455
0.060242,2.571012,0.068539,0.003675,0.000917,2.704386
0.068166,2.557919,0.259946,0.001720,0.000035,2.887786
0.059943,2.570654,0.199172,0.000878,0.000041,2.830688
0.060313,2.601948,0.070575,0.001039,0.000030,2.733907
0.061700,2.584287,0.171684,0.001013,0.000050,2.818734
0.061556,2.570402,0.071455,0.001407,0.000040,2.704861
0.061765,2.568453,0.150030,0.002972,0.000037,2.783256
0.061396,2.575452,0.074609,0.002148,0.000038,2.713643
0.062242,2.572583,0.218590,0.001535,0.000036,2.854987
0.061092,2.555368,0.200306,0.001569,0.000040,2.818375
0.056598,2.583020,0.078722,0.002065,0.000058,2.720462
0.079800,2.536334,0.076009,0.001894,0.000038,2.694075
0.078354,2.567957,0.206807,0.001856,0.000035,2.855010
0.072661,2.592689,0.074322,0.001770,0.000046,2.741488
0.107451,2.510239,0.238841,0.002226,0.000037,2.858795
0.105943,2.538509,0.175975,0.005420,0.000067,2.825914
0.069164,2.602085,0.075819,0.002224,0.000059,2.749352
0.069556,2.582285,0.200673,0.004812,0.000036,2.857361
0.061148,2.591202,0.068996,0.006911,0.000039,2.728297
0.064870,2.592635,0.197565,0.001430,0.000051,2.856551
0.061563,2.593580,0.071498,0.002593,0.000040,2.729274
0.060103,2.565729,0.201330,0.006400,0.000034,2.833595
0.085552,2.602860,0.074313,0.001188,0.000045,2.763958
0.060120,2.596107,0.074948,0.001848,0.000061,2.733084
0.061875,2.626299,0.230635,0.001384,0.000044,2.920238
0.086095,2.571191,0.169581,0.001385,0.000032,2.828285
0.062644,2.640317,0.079699,0.001503,0.000059,2.784221
0.079248,2.546944,0.240037,0.001332,0.000035,2.867596
0.069254,2.616378,0.080045,0.002582,0.000061,2.768320
0.061246,2.602409,0.181785,0.002462,0.000052,2.847954
0.061542,2.636188,0.084384,0.002045,0.000041,2.784200
0.060467,2.623757,0.255821,0.001483,0.000065,2.941593
0.061763,2.655032,0.084773,0.011690,0.000326,2.813584
0.062078,2.606200,0.272455,0.001754,0.000033,2.942520
0.060728,2.650407,0.193399,0.002771,0.000065,2.907371
0.088354,2.648731,0.084820,0.002149,0.000052,2.824106
0.064228,2.660196,0.084815,0.002862,0.000055,2.812156
0.102280,2.605297,0.278221,0.001963,0.000040,2.987801
0.072463,2.664194,0.218152,0.002328,0.000090,2.957226
0.100773,2.675936,0.118373,0.003167,0.015376,2.913625
0.069704,2.663091,0.284512,0.002453,0.000090,3.019850
0.075916,2.738385,0.116965,0.003391,0.014865,2.949521
0.061767,2.775943,0.118429,0.003206,0.015728,2.975073
0.094701,2.689454,0.321546,0.004039,0.020251,3.129991
0.083514,2.710276,0.259810,0.007373,0.015044,3.076017
0.071658,2.718146,0.312383,0.004237,0.014547,3.120972
0.078862,2.846421,0.123515,0.003312,0.014556,3.066667
0.096317,2.842917,0.128340,0.003888,0.014526,3.085987
0.065007,2.838182,0.272244,0.004003,0.014149,3.193585
0.087248,2.802012,0.291530,0.005181,0.014758,3.200729
0.082800,2.931689,0.128066,0.004636,0.014505,3.161696
0.080295,3.029597,0.122936,0.004880,0.014730,3.252438
0.076477,3.121227,0.176565,0.011357,0.014505,3.400131
0.089313,2.822586,0.683104,0.004452,0.015102,3.614558
0.065254,3.280830,0.128857,0.004024,0.014811,3.493776
0.092864,3.319612,0.127842,0.004042,0.014929,3.559289
0.085724,3.278237,0.259966,0.003767,0.015626,3.643319
0.089279,3.416006,0.124473,0.003281,0.015480,3.648519
0.081477,3.440465,0.284084,0.003424,0.014932,3.824383
0.074120,3.487548,0.229168,0.006088,0.018545,3.815469
0.073897,2.921568,2.998367,0.005032,0.014383,6.013247
0.064252,5.501370,0.137381,0.003594,0.014573,5.721171
0.088454,5.580111,0.129540,0.004259,0.015349,5.817712
0.085691,5.674587,0.123633,0.004116,0.015463,5.903489
0.079018,5.771556,0.123421,0.004143,0.015434,5.993572
0.067878,5.876088,0.200001,0.004098,0.014676,6.162741
0.060198,6.051837,0.120905,0.004279,0.014327,6.251545
0.062448,6.139334,0.122427,0.004897,0.014498,6.343603
0.059479,3.667010,2.881503,0.004160,0.015003,6.627156
0.095385,6.195383,0.118899,0.004314,0.015008,6.428990
0.064503,3.676587,3.019097,0.003163,0.015297,6.778647
0.060447,6.281133,0.151449,0.002798,0.000043,6.495870
0.074376,6.229816,0.286905,0.003500,0.014617,6.609215
0.094046,6.331387,0.110432,0.002175,0.000044,6.538084
0.059526,6.409329,0.080600,0.001866,0.000044,6.551365
0.096079,6.267592,0.312563,0.002513,0.015068,6.693816
0.085784,6.432941,0.081493,0.001833,0.000044,6.602094
0.075168,6.382900,0.273540,0.004399,0.000037,6.736045
0.077078,6.454054,0.073443,0.005967,0.000052,6.610594
0.058359,6.507583,0.075275,0.001527,0.000068,6.642812
0.099744,6.412512,0.241963,0.001959,0.000055,6.756233
0.082735,6.496476,0.080492,0.001288,0.000052,6.661042
0.070341,6.520943,0.082757,0.001683,0.000042,6.675765
0.065100,6.479578,0.258873,0.001248,0.000033,6.804832
0.072288,6.567490,0.078058,0.001949,0.000039,6.719823
0.076098,6.506985,0.207080,0.004033,0.000034,6.794230
0.059593,2.949129,4.849521,0.007810,0.014802,7.880855
0.073116,6.581098,0.082607,0.001593,0.000040,6.738454
0.065818,6.562157,0.082663,0.001759,0.000037,6.712435
0.065672,6.567196,0.265683,0.001694,0.000092,6.900336
0.090255,6.501075,0.205827,0.005718,0.000049,6.802925
0.067208,6.616056,0.082158,0.002028,0.000044,6.767494
0.104173,6.523835,0.284033,0.002008,0.000034,6.914083
0.070662,6.598305,0.081795,0.001656,0.000035,6.752454
0.059801,6.620882,0.078702,0.002724,0.000248,6.762357
0.077270,6.624040,0.198561,0.007390,0.000048,6.907309
0.064887,6.603365,0.276021,0.001859,0.000033,6.946164
0.077531,6.653097,0.083737,0.004723,0.000071,6.819159
0.071057,6.600932,0.255845,0.002545,0.000060,6.930438
0.064757,6.679229,0.088287,0.003066,0.000045,6.835384
0.062913,6.641603,0.243238,0.002494,0.000046,6.950293
0.067896,6.664249,0.088647,0.003945,0.000052,6.824788
0.064836,6.661986,0.210649,0.006902,0.000035,6.944407
0.063673,6.717941,0.092800,0.009293,0.000029,6.883736
0.082048,6.630298,0.282771,0.003658,0.000062,6.998836
0.082513,6.691196,0.099470,0.010315,0.000052,6.883546
0.066480,6.749598,0.089439,0.002998,0.000044,6.908559
0.090492,6.663880,0.318944,0.004129,0.000037,7.077483
0.067023,6.694453,0.220411,0.003344,0.000052,6.985282
0.087078,6.784104,0.088086,0.002528,0.000042,6.961838
0.088761,6.711732,0.329712,0.003879,0.000035,7.134118
0.078508,6.778421,0.077570,0.001664,0.000035,6.936197
0.091281,6.779371,0.078653,0.001256,0.000037,6.950597
0.095646,6.753259,0.200071,0.007277,0.000034,7.056287
0.090183,6.781424,0.272870,0.002486,0.000037,7.147000
0.080198,6.803455,0.080110,0.002093,0.000035,6.965892
0.060041,6.806008,0.243718,0.001140,0.000057,7.110963
0.062214,6.833501,0.085722,0.002554,0.000036,6.984028
0.069550,6.842719,0.188334,0.002337,0.000038,7.102977
0.089911,6.825707,0.088759,0.009795,0.000054,7.014227
0.083427,6.828621,0.262592,0.007187,0.000060,7.181887
0.095918,6.871412,0.088991,0.003720,0.000032,7.060074
0.096778,6.859430,0.089316,0.003957,0.000036,7.049517
0.063981,6.849983,0.301293,0.008983,0.000111,7.224351
0.079010,6.858139,0.213891,0.003487,0.000049,7.154576
0.089249,6.924744,0.090970,0.003237,0.000038,7.108238
0.062654,6.846853,0.303349,0.004375,0.000035,7.217266
0.066307,6.939599,0.088235,0.003306,0.000035,7.097482
0.067534,6.920580,0.198702,0.003341,0.000045,7.190203
0.064039,6.958483,0.077637,0.002372,0.000065,7.102597
0.065898,6.912196,0.297135,0.003197,0.000034,7.278460
0.073498,6.966725,0.076722,0.001881,0.000045,7.118871
0.079913,6.935655,0.232034,0.001248,0.000033,7.248883
0.083980,6.962855,0.085166,0.003620,0.000036,7.135656
0.068091,6.983218,0.191640,0.001852,0.000050,7.244851
0.076452,6.991449,0.087159,0.003003,0.000045,7.158107
0.091346,6.955055,0.234537,0.002500,0.000034,7.283472
0.076575,7.011003,0.087310,0.004317,0.000073,7.179277
0.058028,6.980782,0.243399,0.003959,0.000054,7.286222
0.072795,6.973476,0.223078,0.002996,0.000041,7.272385
0.082195,7.024758,0.088663,0.003529,0.000076,7.199221
0.064286,7.033669,0.089785,0.003508,0.000034,7.191282
0.070299,7.008985,0.303463,0.003458,0.000041,7.386246
0.090788,7.062653,0.083581,0.008325,0.000054,7.245401
0.067832,7.032857,0.207053,0.011472,0.000073,7.319287
0.072296,7.021343,0.282220,0.003364,0.000031,7.379254
0.060130,7.110977,0.083699,0.002936,0.000061,7.257803
0.061410,7.094353,0.079360,0.001767,0.000044,7.236934
0.062013,7.080929,0.207443,0.001857,0.000033,7.352276
0.064024,7.112046,0.243152,0.004057,0.000090,7.423369
0.061123,7.141181,0.080166,0.002742,0.000070,7.285281
0.062270,7.080388,0.258090,0.001670,0.000038,7.402456
0.084198,7.097784,0.087177,0.002987,0.000033,7.272179
0.062791,7.154390,0.186648,0.002655,0.000047,7.406531
0.069081,7.130391,0.086025,0.004337,0.000046,7.289880
0.062673,7.131856,0.285951,0.007417,0.000602,7.488500
0.073478,7.148026,0.087007,0.003158,0.000039,7.311708
0.071711,7.123128,0.283462,0.004948,0.000055,7.483305
0.079573,7.156640,0.193918,0.002962,0.000046,7.433139
0.064425,7.209127,0.118201,0.003414,0.000044,7.395212
0.088632,7.175402,0.085292,0.003472,0.000035,7.352834
0.096117,7.184042,0.115301,0.003678,0.000047,7.399184
0.058942,7.184701,0.292332,0.003507,0.000033,7.539516
0.087910,7.170186,0.205773,0.003253,0.000035,7.467157
0.086224,7.271704,0.088251,0.003443,0.000060,7.449683
0.061866,7.224136,0.315031,0.003120,0.000034,7.604187
0.068047,7.283020,0.114877,0.003764,0.015345,7.485053
0.073765,7.259158,0.223121,0.003844,0.015153,7.575042
0.064552,7.332869,0.092300,0.008640,0.000053,7.498414
0.078226,7.256625,0.286422,0.003750,0.000061,7.625083
0.067374,7.264824,0.278444,0.004178,0.000035,7.614854
0.062704,7.362372,0.117901,0.004355,0.000056,7.547388
0.068975,7.374176,0.122413,0.004602,0.000034,7.570200
0.061490,7.359040,0.280498,0.004877,0.015267,7.721173
0.080756,7.312706,0.329209,0.004453,0.000037,7.727161
0.058337,7.439381,0.182098,0.004458,0.000036,7.684309
0.087631,7.469749,0.080782,0.002511,0.000034,7.640708
0.067113,7.373909,0.303396,0.004646,0.000047,7.749111
0.072051,7.496112,0.075389,0.001562,0.000035,7.645148
0.062347,7.443192,0.242285,0.008234,0.000037,7.756095
0.060003,7.519916,0.073707,0.001260,0.000044,7.654931
0.074535,7.505650,0.220248,0.001493,0.000057,7.801983
0.100150,7.487364,0.072912,0.001531,0.000062,7.662019
0.068852,7.479001,0.222769,0.001084,0.000052,7.771758
0.064420,7.484755,0.180568,0.001640,0.000033,7.731416
0.071593,7.519133,0.079814,0.001551,0.000031,7.672121
0.065742,7.508073,0.105437,0.002534,0.000036,7.681822
0.085127,7.515969,0.227700,0.001189,0.000035,7.830020
