Sample,Sample<->Extractor,Extractor,Extractor<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.042445,0.004093,0.087134,0.010862,0.000037,0.007786,0.000001,0.152358
0.060721,0.003427,0.082829,0.010063,0.000058,0.011372,0.000002,0.168472
0.055174,0.003501,0.207684,0.010120,0.000051,0.008677,0.000002,0.285208
0.063819,0.003025,0.186871,0.009547,0.000045,0.009473,0.000001,0.272782
0.062882,0.017952,0.084283,0.009712,0.000051,0.008785,0.000002,0.183667
0.077181,0.002782,0.083566,0.009828,0.000043,0.007599,0.000001,0.181000
0.062019,0.002683,0.278690,0.009423,0.000033,0.007601,0.000001,0.360450
0.063072,0.040614,0.191321,0.009739,0.000039,0.008012,0.000002,0.312800
0.067175,0.061735,0.084470,0.009788,0.000055,0.006995,0.000001,0.230220
0.075288,0.008465,0.273408,0.009292,0.000031,0.008887,0.000002,0.375373
0.097343,0.019153,0.082937,0.022138,0.005153,0.007678,0.000002,0.234402
0.066849,0.062168,0.076935,0.009287,0.000035,0.007425,0.000002,0.222700
0.058520,0.081893,0.276011,0.011855,0.000030,0.007902,0.000002,0.436214
0.062841,0.066995,0.258069,0.014663,0.000041,0.014563,0.000002,0.417173
0.078873,0.097537,0.080677,0.025322,0.000189,0.007939,0.000002,0.290539
0.070692,0.112205,0.083358,0.010332,0.000037,0.007676,0.000002,0.284302
0.087250,0.069391,0.261732,0.010181,0.000031,0.008275,0.000002,0.436862
0.064981,0.091608,0.196783,0.009685,0.000049,0.008629,0.000002,0.371737
0.079524,0.138253,0.256641,0.009518,0.000032,0.007750,0.000002,0.491720
0.069718,0.133132,0.186605,0.010763,0.000033,0.008164,0.000001,0.408417
0.067175,0.187415,0.085357,0.013823,0.000054,0.008203,0.000001,0.362028
0.093732,0.147700,0.083855,0.009724,0.000033,0.007871,0.000002,0.342917
0.072950,0.114929,0.278341,0.011357,0.000033,0.008780,0.000015,0.486405
0.089735,0.200117,0.106443,0.009789,0.000031,0.007758,0.000002,0.413876
0.060680,0.211975,0.224862,0.027149,0.000033,0.009515,0.000001,0.534216
0.088132,0.168867,0.223781,0.024084,0.000039,0.013686,0.000002,0.518591
0.074104,0.254413,0.120332,0.044505,0.000047,0.008163,0.000002,0.501567
0.082539,0.178862,0.274995,0.010695,0.000049,0.009322,0.000002,0.556464
0.077797,0.276251,0.084886,0.009951,0.000037,0.008770,0.000002,0.457694
0.076856,0.204206,0.199366,0.010213,0.000043,0.008331,0.000002,0.499015
0.066216,0.233385,0.276422,0.010813,0.000033,0.008404,0.000002,0.595273
0.078992,0.290764,0.085265,0.010003,0.000040,0.007612,0.000002,0.472678
0.077950,0.278009,0.083843,0.010814,0.000070,0.007944,0.000002,0.458632
0.072795,0.272578,0.191878,0.009144,0.000031,0.007968,0.000002,0.554396
0.076836,0.292240,0.259687,0.009674,0.000031,0.011706,0.000003,0.650176
0.065275,0.340263,0.081975,0.010144,0.000060,0.007792,0.000002,0.505510
0.062302,0.328668,0.083224,0.009626,0.000030,0.007946,0.000002,0.491798
0.067435,0.308341,0.274925,0.011304,0.000032,0.008365,0.000002,0.670406
0.062249,0.342861,0.206752,0.009421,0.000031,0.007896,0.000001,0.629211
0.062215,0.378424,0.084979,0.012305,0.000122,0.008475,0.000002,0.546523
0.062739,0.339151,0.254543,0.009254,0.000032,0.007421,0.000002,0.673142
0.077197,0.349501,0.084106,0.010400,0.000041,0.007735,0.000002,0.528983
0.065955,0.375515,0.084333,0.010879,0.000033,0.009103,0.000002,0.545820
0.061295,0.357363,0.259539,0.016560,0.000037,0.008032,0.000002,0.702828
0.071444,0.375897,0.197789,0.011826,0.000085,0.016177,0.000002,0.673220
0.064755,0.428620,0.086159,0.010986,0.000033,0.008424,0.000002,0.598979
0.073004,0.407349,0.081370,0.012075,0.000034,0.007512,0.000002,0.581345
0.070648,0.383130,0.276958,0.017301,0.000031,0.008188,0.000002,0.756258
0.077817,0.369065,0.229412,0.012210,0.000036,0.008617,0.000002,0.697159
0.063881,0.465282,0.078189,0.016495,0.000034,0.007918,0.000002,0.631800
0.069821,0.408787,0.270559,0.009538,0.015392,0.008546,0.000002,0.782645
0.072690,0.469547,0.084559,0.018319,0.001763,0.007544,0.000002,0.654423
0.075484,0.420789,0.212644,0.009507,0.000031,0.008295,0.000002,0.726751
0.086005,0.439774,0.080056,0.008882,0.000055,0.007403,0.000002,0.622177
0.069944,0.440717,0.232670,0.009433,0.000032,0.011692,0.000002,0.764490
0.060440,0.479015,0.082520,0.009746,0.000044,0.008461,0.000002,0.640228
0.096137,0.419538,0.255999,0.010065,0.000031,0.008277,0.000002,0.790049
0.063972,0.476321,0.183630,0.009920,0.000039,0.007704,0.000002,0.741589
0.062820,0.495077,0.085034,0.009874,0.000040,0.008166,0.000002,0.661013
0.073222,0.466836,0.083416,0.010782,0.000047,0.008175,0.000002,0.642481
0.061655,0.516779,0.256432,0.009414,0.000051,0.007981,0.000002,0.852314
0.069941,0.522560,0.082865,0.010967,0.000080,0.007649,0.000001,0.694063
0.081469,0.479303,0.185823,0.009823,0.000033,0.007490,0.000002,0.763943
0.063284,0.508689,0.262287,0.010836,0.000080,0.011360,0.000002,0.856538
0.070670,0.536881,0.087055,0.010962,0.000049,0.008012,0.000001,0.713631
0.060989,0.534537,0.081009,0.010327,0.000085,0.007906,0.000002,0.694856
0.063267,0.515523,0.215034,0.009990,0.000036,0.007719,0.000001,0.811570
0.061737,0.582379,0.083813,0.014400,0.000058,0.007547,0.000002,0.749936
0.069990,0.563646,0.266634,0.016138,0.000079,0.009562,0.000002,0.926051
0.061021,0.538351,0.269377,0.010015,0.000040,0.007629,0.000004,0.886437
0.084372,0.576227,0.079519,0.013063,0.000031,0.007185,0.000002,0.760399
0.062469,0.601782,0.204926,0.009794,0.000034,0.010221,0.000002,0.889227
0.062890,0.606208,0.105094,0.009812,0.000034,0.007115,0.000003,0.791156
0.069497,0.564415,0.212587,0.009108,0.000032,0.008191,0.000002,0.863832
0.062907,0.636966,0.084118,0.010655,0.000032,0.007820,0.000002,0.802499
0.076330,0.565580,0.218940,0.010728,0.000036,0.010014,0.000002,0.881630
0.089840,0.594829,0.082400,0.010207,0.000041,0.008350,0.000002,0.785668
0.070137,0.628993,0.088763,0.010960,0.000059,0.008308,0.000002,0.807221
0.061140,0.613356,0.262713,0.009937,0.000030,0.007903,0.000002,0.955081
0.091405,0.589910,0.258311,0.011508,0.000034,0.007789,0.000002,0.958959
0.083270,0.606080,0.182733,0.017124,0.000057,0.007764,0.000002,0.897028
0.062756,0.692822,0.085312,0.011350,0.000086,0.008041,0.000002,0.860369
0.092741,0.614472,0.082378,0.010083,0.000033,0.008372,0.000002,0.808081
0.106639,0.602789,0.185551,0.010288,0.000083,0.008805,0.000002,0.914157
0.074542,0.679148,0.082756,0.009853,0.000038,0.008209,0.000002,0.854547
0.063992,0.675256,0.263027,0.010031,0.000044,0.008215,0.000002,1.020569
0.061541,0.676361,0.257843,0.009450,0.000031,0.007545,0.000002,1.012774
0.075948,0.696949,0.080515,0.009789,0.000031,0.010029,0.000002,0.873263
0.083044,0.711885,0.165066,0.008431,0.000044,0.007683,0.000002,0.976154
0.058767,0.697267,0.079969,0.009742,0.000031,0.007383,0.000002,0.853161
0.065484,0.699031,0.237961,0.008758,0.000040,0.007228,0.000002,1.018504
0.062751,0.709515,0.134858,0.012525,0.000032,0.007721,0.000002,0.927404
0.059653,0.700511,0.243344,0.017657,0.000068,0.008082,0.000002,1.029318
0.087874,0.751515,0.081369,0.013492,0.000036,0.007963,0.000002,0.942252
0.061200,0.733376,0.196775,0.016575,0.000039,0.008529,0.000002,1.016496
0.073882,0.747130,0.082745,0.010984,0.000041,0.008226,0.000002,0.923010
0.059950,0.774712,0.082163,0.009875,0.000030,0.007987,0.000002,0.934720
0.068817,0.723137,0.190636,0.009817,0.000035,0.008078,0.000003,1.000522
0.072929,0.731165,0.248719,0.010588,0.000082,0.008959,0.000002,1.072444
0.079068,0.757935,0.262094,0.010864,0.000038,0.008747,0.000002,1.118748
0.082684,0.803800,0.083380,0.012822,0.001269,0.009037,0.000002,0.992995
0.067268,0.769096,0.086510,0.010503,0.000036,0.009237,0.000002,0.942652
0.072365,0.807331,0.186919,0.010602,0.000032,0.008389,0.000003,1.085640
0.066762,0.822599,0.113193,0.010097,0.016398,0.011008,0.000002,1.040059
0.069843,0.786167,0.264808,0.015642,0.000095,0.009012,0.000015,1.145582
0.073576,0.761557,0.301993,0.010600,0.000030,0.007930,0.000003,1.155690
0.059653,0.876177,0.085394,0.010445,0.000136,0.007601,0.000002,1.039408
0.066613,0.834610,0.209269,0.010734,0.015221,0.007849,0.000002,1.144298
0.079619,0.842885,0.109997,0.011413,0.014536,0.008348,0.000001,1.066799
0.062890,0.858850,0.245778,0.009447,0.000050,0.007123,0.000002,1.184140
0.061718,0.903885,0.089531,0.009856,0.000029,0.008651,0.000002,1.073673
0.062461,0.874802,0.249786,0.014212,0.001170,0.008543,0.000002,1.210976
0.062101,0.879396,0.208944,0.010544,0.000033,0.007966,0.000002,1.168987
0.069816,0.914735,0.109358,0.010911,0.000125,0.007553,0.000002,1.112500
0.089234,0.911263,0.112564,0.011590,0.000032,0.008042,0.000002,1.132727
0.082762,0.916722,0.279095,0.011782,0.015948,0.007898,0.000002,1.314207
0.060224,0.925622,0.205938,0.018221,0.000054,0.008657,0.000002,1.218718
0.066620,0.917588,0.261624,0.010593,0.000036,0.007817,0.000002,1.264280
0.078025,0.998230,0.113575,0.010822,0.000030,0.008410,0.000002,1.209095
0.062325,0.998124,0.104544,0.010354,0.000031,0.008496,0.000002,1.183876
0.062110,1.069034,0.073805,0.008075,0.000032,0.007230,0.000002,1.220288
0.073310,0.986769,0.221148,0.009630,0.022744,0.008559,0.000002,1.322163
0.074651,0.999872,0.260741,0.017157,0.000064,0.008743,0.000002,1.361230
0.054672,0.987780,0.281972,0.010368,0.015108,0.008610,0.000003,1.358511
0.059776,1.077757,0.104286,0.013518,0.000042,0.007596,0.000002,1.262976
0.106389,1.036397,0.079127,0.016268,0.000064,0.008137,0.000015,1.246398
0.061647,1.087005,0.196370,0.009094,0.015349,0.012749,0.000002,1.382216
0.061666,1.046153,0.239980,0.010010,0.000042,0.007459,0.000001,1.365311
0.064641,1.082920,0.083255,0.011493,0.000115,0.008122,0.000002,1.250548
0.062679,1.069322,0.299512,0.009534,0.000030,0.012997,0.000015,1.454088
0.090755,1.083456,0.185280,0.017405,0.000066,0.008155,0.000002,1.385119
0.085531,1.087099,0.160219,0.012318,0.029724,0.010721,0.000002,1.385614
0.067389,1.126262,0.109808,0.011680,0.000030,0.008309,0.000002,1.323480
0.067415,1.112810,0.260731,0.010812,0.014878,0.008549,0.000002,1.475197
0.063098,1.180781,0.103446,0.010906,0.000086,0.007829,0.000002,1.366149
0.082227,1.148513,0.265091,0.010906,0.000031,0.017451,0.000002,1.524220
0.062595,1.217779,0.110428,0.011072,0.015231,0.008713,0.000003,1.425820
0.065703,1.165321,0.297243,0.011075,0.014803,0.008992,0.000002,1.563139
0.060952,1.263217,0.103151,0.010435,0.000102,0.008064,0.000002,1.445924
0.062196,1.179473,0.296365,0.011468,0.014973,0.009056,0.000002,1.573534
0.062566,1.298125,0.101435,0.010684,0.000034,0.008126,0.000002,1.480973
0.062891,1.269103,0.180025,0.008980,0.000030,0.007120,0.000001,1.528151
0.061674,1.234103,0.293594,0.011520,0.015273,0.007969,0.000002,1.624134
0.056501,1.333391,0.108832,0.010654,0.015099,0.008724,0.000002,1.533202
0.078145,1.259036,0.275792,0.010551,0.015214,0.009031,0.000002,1.647770
0.093894,1.283950,0.214454,0.010567,0.019534,0.007871,0.000002,1.630272
0.089489,1.313144,0.144244,0.014696,0.000037,0.007812,0.000002,1.569424
0.093356,1.261833,0.254075,0.011881,0.019515,0.018747,0.000002,1.659409
0.080698,1.361799,0.112100,0.029424,0.016263,0.008564,0.000002,1.608851
0.098962,1.343889,0.110591,0.011249,0.014513,0.008753,0.000002,1.587958
0.063987,1.382316,0.220788,0.011714,0.015395,0.009339,0.000002,1.703542
0.067483,1.413343,0.112195,0.010973,0.019918,0.008428,0.000002,1.632342
0.067641,1.387436,0.290830,0.012275,0.014264,0.009609,0.000001,1.782058
0.093382,1.332589,0.264561,0.013771,0.000199,0.008261,0.000002,1.712765
0.064615,1.469015,0.104727,0.009775,0.000052,0.007558,0.000002,1.655744
0.071924,1.449011,0.109279,0.009584,0.015045,0.008363,0.000002,1.663207
0.059577,1.443151,0.159568,0.009029,0.000033,0.007250,0.000002,1.678610
0.094404,1.438812,0.241706,0.009170,0.000032,0.009106,0.000002,1.793232
0.093319,1.424685,0.260093,0.012216,0.000032,0.007569,0.000002,1.797917
0.070778,1.494789,0.112064,0.015476,0.015123,0.009447,0.000002,1.717680
0.066795,1.507989,0.092627,0.011926,0.000052,0.008062,0.000002,1.687454
0.075512,1.492334,0.110414,0.011430,0.015542,0.008891,0.000003,1.714126
0.077323,1.522358,0.224164,0.008794,0.000030,0.017201,0.000015,1.849885
0.060311,1.514206,0.209549,0.010116,0.000039,0.007595,0.000001,1.801817
0.062372,1.482807,0.276337,0.013656,0.015981,0.008336,0.000002,1.859491
0.058629,1.585211,0.109997,0.019854,0.014729,0.008937,0.000002,1.797360
0.075919,1.579289,0.138050,0.017534,0.000058,0.008522,0.000002,1.819374
0.083252,1.536851,0.235031,0.010560,0.015854,0.008497,0.000002,1.890046
0.063012,1.563873,0.283261,0.014081,0.014491,0.009007,0.000001,1.947727
0.075235,1.659786,0.111517,0.015436,0.014771,0.009063,0.000002,1.885809
0.067022,1.553896,0.305849,0.010713,0.000034,0.008466,0.000018,1.945998
0.066266,1.654361,0.218069,0.011303,0.015003,0.008889,0.000002,1.973895
0.077862,1.667344,0.112706,0.016315,0.026879,0.011311,0.000016,1.912433
0.059144,1.731409,0.105719,0.012993,0.000067,0.007695,0.000002,1.917030
0.077602,1.631120,0.289916,0.018974,0.015233,0.008719,0.000002,2.041566
0.062487,1.769065,0.108954,0.011675,0.016067,0.008423,0.000001,1.976672
0.062978,1.711832,0.203114,0.016741,0.014769,0.007980,0.000003,2.017417
0.063182,1.695454,0.280247,0.029367,0.015288,0.008937,0.000002,2.092477
0.084661,1.758865,0.086898,0.009970,0.000033,0.008102,0.000002,1.948531
0.090459,1.708336,0.266979,0.009118,0.000031,0.007087,0.000001,2.082012
0.066242,1.740418,0.203903,0.010647,0.000031,0.007554,0.000002,2.028796
0.065466,1.795898,0.108382,0.011803,0.027374,0.009218,0.000002,2.018143
0.080829,1.788189,0.251723,0.009692,0.000031,0.015416,0.000002,2.145882
0.080527,1.824627,0.110835,0.011275,0.015143,0.009375,0.000002,2.051785
0.076688,1.838757,0.110710,0.015282,0.016210,0.009236,0.000002,2.066885
0.074812,1.807492,0.212619,0.023715,0.014813,0.008491,0.000002,2.141943
0.061961,1.837214,0.275033,0.023692,0.014520,0.009019,0.000002,2.221441
0.064342,1.925303,0.114902,0.015329,0.016070,0.010262,0.000002,2.146211
0.076975,1.815911,0.284046,0.019787,0.014513,0.010609,0.000002,2.221843
0.061742,1.915224,0.109557,0.014708,0.019054,0.008390,0.000002,2.128675
0.071304,1.887202,0.231691,0.013649,0.015528,0.010715,0.000002,2.230092
0.096482,1.957337,0.076582,0.015675,0.000034,0.007413,0.000002,2.153526
0.071463,1.870555,0.287419,0.012173,0.015539,0.008795,0.000002,2.265947
0.066472,1.943915,0.256352,0.009970,0.015030,0.016733,0.000002,2.308474
0.064279,1.993253,0.105536,0.009904,0.014879,0.007935,0.000002,2.195787
0.081896,1.941096,0.234422,0.015472,0.015212,0.007670,0.000002,2.295770
0.068028,1.997627,0.123574,0.011218,0.014733,0.008156,0.000002,2.223337
0.076754,1.954200,0.273476,0.010665,0.015767,0.009840,0.000002,2.340703
0.069471,1.995525,0.215334,0.009807,0.014870,0.008973,0.000002,2.313980
0.095864,2.027594,0.111241,0.012326,0.015400,0.009722,0.000003,2.272149
0.061318,2.031018,0.278148,0.012780,0.015713,0.008185,0.000002,2.407164
0.075691,2.058571,0.106382,0.016737,0.014790,0.011998,0.000002,2.284172
0.068057,2.040372,0.215665,0.010934,0.015110,0.009768,0.000002,2.359907
0.075019,2.130498,0.110328,0.012718,0.016501,0.008011,0.000002,2.353077
0.090201,2.047896,0.281597,0.017483,0.015023,0.008122,0.000002,2.460323
0.077336,2.139455,0.118161,0.025102,0.015000,0.008251,0.000002,2.383307
0.063130,2.133809,0.224119,0.010434,0.016302,0.008652,0.000002,2.456447
0.066220,2.107931,0.288085,0.011331,0.016176,0.009509,0.000002,2.499254
0.072602,2.195543,0.107042,0.011129,0.014984,0.008530,0.000002,2.409831
0.068375,2.114977,0.288879,0.011572,0.015386,0.009777,0.000002,2.508968
0.061406,2.211624,0.102933,0.009535,0.015144,0.008830,0.000003,2.409476
0.082304,2.206410,0.217060,0.012455,0.015018,0.008140,0.000002,2.541389
0.076293,2.234768,0.105605,0.010450,0.014883,0.008000,0.000002,2.450002
0.066194,2.193487,0.270388,0.015806,0.015116,0.007950,0.000002,2.568943
0.068577,2.284277,0.103667,0.016439,0.019174,0.009035,0.000002,2.501170
0.086978,2.221493,0.267910,0.010593,0.024585,0.008038,0.000002,2.619598
0.070019,2.267048,0.209684,0.010554,0.016031,0.009972,0.000002,2.583311
0.094460,2.301935,0.104545,0.010224,0.014564,0.018441,0.000002,2.544171
0.062151,2.272745,0.268621,0.009647,0.014819,0.007778,0.000002,2.635763
0.080908,2.318595,0.106044,0.011085,0.014908,0.008760,0.000002,2.540303
0.087843,2.293153,0.207347,0.010462,0.017459,0.007653,0.000002,2.623918
0.090594,2.283086,0.266841,0.012698,0.015762,0.007383,0.000002,2.676365
0.064294,2.372835,0.109443,0.011334,0.014441,0.008776,0.000002,2.581125
0.075677,2.375547,0.108836,0.011357,0.014807,0.009856,0.000002,2.596083
0.066318,2.366474,0.276177,0.018701,0.016523,0.008372,0.000002,2.752567
0.061271,2.393580,0.226378,0.011317,0.014384,0.009751,0.000002,2.716683
0.059874,2.463932,0.109520,0.013960,0.014968,0.009102,0.000002,2.671358
0.062211,2.381678,0.248907,0.011684,0.030702,0.011316,0.000002,2.746499
0.086814,2.439881,0.100566,0.020732,0.016754,0.008416,0.000002,2.673164
0.059106,2.497793,0.073444,0.008051,0.000030,0.007085,0.000015,2.645524
0.080542,2.432797,0.218277,0.014764,0.015398,0.008925,0.000002,2.770704
0.084220,2.435931,0.281216,0.016855,0.014358,0.008321,0.000002,2.840902
0.078708,2.521311,0.073759,0.008613,0.000032,0.019643,0.000002,2.702070
0.070711,2.428053,0.250247,0.009172,0.015658,0.007847,0.000002,2.781688
0.074178,2.500758,0.071934,0.008767,0.000122,0.007411,0.000002,2.663172
0.067911,2.498375,0.165196,0.007434,0.000032,0.006272,0.000002,2.745222
0.066544,2.512428,0.069843,0.008040,0.000031,0.006797,0.000002,2.663687
0.074445,2.495973,0.214860,0.007592,0.000031,0.006407,0.000003,2.799311
0.060081,2.523699,0.063195,0.008186,0.000031,0.006507,0.000002,2.661701
0.071136,2.482043,0.208280,0.007334,0.000029,0.006323,0.000002,2.775147
0.061107,2.506407,0.145206,0.007817,0.000032,0.006243,0.000002,2.726813
0.085306,2.494933,0.065081,0.006779,0.000031,0.006138,0.000002,2.658270
0.084203,2.461250,0.060497,0.007791,0.000033,0.005800,0.000002,2.619575
0.093517,2.490248,0.188452,0.007725,0.000032,0.006035,0.000002,2.786011
0.063415,2.481980,0.134015,0.007990,0.000031,0.005857,0.000003,2.693292
0.075391,2.494868,0.061201,0.012482,0.000563,0.005567,0.000002,2.650074
0.059482,2.495092,0.187006,0.006699,0.000034,0.006194,0.000002,2.754508
0.070029,2.463449,0.063010,0.007795,0.000042,0.006235,0.000015,2.610574
0.063437,2.479246,0.138547,0.007461,0.000032,0.005769,0.000002,2.694494
0.069649,2.460905,0.061254,0.008125,0.000061,0.006124,0.000002,2.606119
0.070846,2.498268,0.192225,0.006746,0.000030,0.005675,0.000002,2.773792
0.075917,2.449249,0.065328,0.007583,0.000075,0.005828,0.000002,2.603981
0.061415,2.452239,0.192431,0.014278,0.000032,0.006709,0.000002,2.727105
0.069675,2.453242,0.066139,0.009208,0.000035,0.006074,0.000002,2.604374
0.061912,2.488072,0.141574,0.011055,0.000033,0.008102,0.000002,2.710751
0.058027,2.462668,0.067766,0.007150,0.000030,0.005385,0.000001,2.601027
0.070234,2.457664,0.199672,0.007095,0.000031,0.006350,0.000003,2.741049
0.081007,2.441613,0.062272,0.007841,0.000107,0.005968,0.000001,2.598809
0.083414,2.408899,0.151462,0.007036,0.000032,0.006115,0.000003,2.656961
0.063100,2.450004,0.212995,0.007911,0.000031,0.006019,0.000002,2.740062
0.062328,2.456455,0.064161,0.007370,0.000030,0.005799,0.000003,2.596146
0.060140,2.422065,0.063712,0.008077,0.000093,0.006424,0.000002,2.560512
0.087899,2.423322,0.140256,0.007613,0.000032,0.006033,0.000003,2.665158
0.076678,2.452416,0.191270,0.008948,0.000030,0.005920,0.000002,2.735263
0.082838,2.434406,0.065003,0.007986,0.000040,0.007054,0.000003,2.597330
0.077797,2.416451,0.192313,0.007870,0.000031,0.006107,0.000002,2.700571
0.063287,2.417136,0.068687,0.013818,0.000043,0.006528,0.000002,2.569502
