Sample,Sample<->Extractor,Extractor,Extractor<->Lookup,Lookup,Total
0.038983,0.007531,0.081569,0.002661,0.000034,0.130777
0.106410,0.005764,0.073817,0.002737,0.000668,0.189396
0.054575,0.005664,0.173753,0.002318,0.000049,0.236360
0.074551,0.007506,0.095936,0.002768,0.000037,0.180798
0.066475,0.006112,0.207356,0.002461,0.000039,0.282444
0.059253,0.048585,0.085741,0.002583,0.000040,0.196202
0.087183,0.005639,0.273155,0.002521,0.000044,0.368543
0.066092,0.065949,0.085098,0.002402,0.000038,0.219579
0.068392,0.006139,0.287311,0.002679,0.000045,0.364567
0.062626,0.090155,0.210728,0.002187,0.000039,0.365735
0.063572,0.085689,0.171526,0.001961,0.000038,0.322787
0.086908,0.108438,0.083542,0.002573,0.000038,0.281499
0.070074,0.064420,0.259811,0.003105,0.000064,0.397474
0.067661,0.143094,0.082924,0.002379,0.000036,0.296093
0.086414,0.075424,0.250765,0.007551,0.000332,0.420486
0.074448,0.156025,0.085225,0.002945,0.000045,0.318687
0.080291,0.139955,0.229082,0.001663,0.000041,0.451033
0.060675,0.133620,0.229756,0.002740,0.000066,0.426857
0.064919,0.147958,0.228532,0.002560,0.000035,0.444004
0.065786,0.183414,0.197432,0.002652,0.000036,0.449320
0.059941,0.247708,0.085945,0.002880,0.000041,0.396516
0.071073,0.181403,0.277277,0.002897,0.000069,0.532718
0.061533,0.268990,0.085082,0.003101,0.000045,0.418752
0.062185,0.195498,0.277865,0.002827,0.000042,0.538416
0.060951,0.252009,0.192551,0.003134,0.000043,0.508688
0.062298,0.286093,0.089007,0.003867,0.000046,0.441311
0.077134,0.258964,0.085793,0.002864,0.000039,0.424793
0.093288,0.244132,0.189780,0.005612,0.000058,0.532870
0.065241,0.324997,0.085990,0.002861,0.000048,0.479137
0.063220,0.300851,0.302384,0.009991,0.000037,0.676483
0.096668,0.241663,0.311233,0.002836,0.000040,0.652440
0.069104,0.338920,0.086109,0.002572,0.000046,0.496750
0.071580,0.325209,0.084949,0.002541,0.000036,0.484315
0.077295,0.348471,0.198923,0.002491,0.000061,0.627241
0.071554,0.374534,0.085032,0.002569,0.000045,0.533735
0.068205,0.335897,0.273323,0.002341,0.000035,0.679801
0.062157,0.405007,0.084020,0.002450,0.000038,0.553673
0.077696,0.340050,0.272646,0.004263,0.000031,0.694686
0.065056,0.363778,0.194557,0.002120,0.000043,0.625555
0.062246,0.422515,0.087048,0.008826,0.000064,0.580699
0.077539,0.398128,0.084796,0.002834,0.000052,0.563348
0.087532,0.369280,0.190199,0.002936,0.000035,0.649982
0.062237,0.417823,0.280247,0.002817,0.000065,0.763188
0.072663,0.455087,0.089969,0.002882,0.000044,0.620646
0.061373,0.394532,0.283596,0.003460,0.000051,0.743012
0.073716,0.445511,0.153995,0.002793,0.015114,0.691129
0.070650,0.473797,0.217504,0.003806,0.000056,0.765812
0.063094,0.545280,0.084643,0.002265,0.000045,0.695327
0.064391,0.460449,0.283309,0.003840,0.000052,0.812040
0.061408,0.445726,0.269126,0.003056,0.000038,0.779353
0.075238,0.549374,0.084966,0.002986,0.000055,0.712619
0.062354,0.535481,0.179805,0.002260,0.000052,0.779952
0.090122,0.521061,0.084419,0.002210,0.000061,0.697873
0.071539,0.554148,0.082627,0.002908,0.000052,0.711275
0.058041,0.548810,0.270701,0.002258,0.000037,0.879847
0.062259,0.547670,0.239788,0.006465,0.000036,0.856218
0.074557,0.530879,0.183431,0.002324,0.000036,0.791227
0.065891,0.610990,0.083041,0.003216,0.000057,0.763195
0.064724,0.560670,0.083593,0.003805,0.000060,0.712851
0.070216,0.555560,0.186786,0.002536,0.000048,0.815146
0.061931,0.616786,0.084528,0.002513,0.000040,0.765797
0.061444,0.619359,0.270966,0.002543,0.000036,0.954348
0.075813,0.573832,0.273057,0.005424,0.000039,0.928166
0.063110,0.634563,0.084793,0.003042,0.000040,0.785549
0.068987,0.607768,0.084306,0.002599,0.000038,0.763698
0.060803,0.654170,0.188552,0.010774,0.000071,0.914370
0.072356,0.660708,0.086165,0.002281,0.000065,0.821575
0.101899,0.615919,0.279190,0.003033,0.000050,1.000092
0.063295,0.688221,0.080434,0.005646,0.000037,0.837633
0.065132,0.635298,0.190320,0.002448,0.000037,0.893235
0.085048,0.598180,0.307909,0.004637,0.000054,0.995827
0.060913,0.706634,0.087202,0.002673,0.000062,0.857484
0.067905,0.683310,0.082643,0.002680,0.000040,0.836578
