Sample,Sample<->Dispatcher-extractor,Dispatcher-extractor,Dispatcher-extractor<->Extractor,Extractor,Extractor<->Collect-extractor,Collect-extractor,Collect-extractor<->Dispatcher-lookup,Dispatcher-lookup,Dispatcher-lookup<->Lookup,Lookup,Lookup<->Collect-lookup,Collect-lookup,Collect-lookup<->Stat,Stat,Total
0.042219,0.007058,0.000001,0.003693,0.091005,0.003670,0.000001,0.007562,0.000001,0.003997,0.000030,0.003009,0.000001,0.006444,0.000002,0.168691
0.054527,0.005875,0.000001,0.004063,0.101916,0.002800,0.000001,0.005041,0.000001,0.003288,0.000025,0.002476,0.000001,0.004160,0.000002,0.184176
0.060844,0.005214,0.000001,0.002492,0.086960,0.002867,0.000001,0.004841,0.000001,0.003432,0.000022,0.002895,0.000001,0.005387,0.000002,0.174959
0.064168,0.005007,0.000001,0.004057,0.167238,0.003845,0.000001,0.006763,0.000001,0.003726,0.000023,0.002480,0.000001,0.005227,0.000002,0.262539
0.062933,0.006452,0.000001,0.001985,0.074642,0.003040,0.000001,0.005613,0.000001,0.009961,0.000072,0.006697,0.000001,0.004823,0.000002,0.176224
0.061600,0.005104,0.000001,0.002251,0.176220,0.004805,0.000001,0.005410,0.000001,0.003818,0.000025,0.003428,0.000001,0.004177,0.000002,0.266843
0.108038,0.006892,0.000001,0.001894,0.075982,0.003294,0.000001,0.004958,0.000001,0.003452,0.000035,0.002517,0.000001,0.005503,0.000002,0.212570
0.092061,0.005066,0.000001,0.001960,0.075912,0.003135,0.000001,0.004366,0.000001,0.003200,0.000024,0.002224,0.000001,0.004345,0.000002,0.192299
0.068987,0.005351,0.000002,0.002706,0.076955,0.002532,0.000001,0.004947,0.000001,0.004362,0.000029,0.003403,0.000001,0.004375,0.000002,0.173653
0.068366,0.006462,0.000001,0.003110,0.189468,0.003001,0.000001,0.004831,0.000001,0.003524,0.000026,0.002739,0.000001,0.004571,0.000002,0.286103
0.074915,0.006237,0.000001,0.001976,0.178096,0.003177,0.000001,0.004862,0.000001,0.002869,0.000022,0.002397,0.000001,0.003781,0.000002,0.278338
0.072182,0.005135,0.000001,0.001879,0.083384,0.002809,0.000001,0.005007,0.000001,0.002370,0.000016,0.002221,0.000001,0.004075,0.000002,0.179083
0.065003,0.004905,0.000001,0.001800,0.166594,0.003069,0.000001,0.004651,0.000001,0.002144,0.000014,0.002499,0.000001,0.003455,0.000002,0.254140
0.065080,0.007352,0.000001,0.002534,0.075117,0.002857,0.000001,0.004853,0.000001,0.002346,0.000010,0.001996,0.000001,0.003470,0.000002,0.165622
0.066984,0.004676,0.000001,0.002492,0.185451,0.003776,0.000014,0.005465,0.000001,0.001896,0.000012,0.002449,0.000001,0.003567,0.000002,0.276786
0.069738,0.004607,0.000001,0.002181,0.075591,0.003508,0.000001,0.004816,0.000001,0.001503,0.000009,0.002056,0.000001,0.003895,0.000002,0.167908
0.061715,0.004990,0.000001,0.002508,0.155542,0.002827,0.000001,0.004166,0.000001,0.002089,0.000018,0.002181,0.000001,0.003538,0.000002,0.239579
0.060979,0.005262,0.000001,0.001601,0.072890,0.002888,0.000001,0.004147,0.000001,0.001500,0.000012,0.002074,0.000001,0.004208,0.000002,0.155566
0.088612,0.004481,0.000001,0.001907,0.075051,0.002289,0.000001,0.006015,0.000001,0.003839,0.000019,0.003415,0.000001,0.003606,0.000003,0.189240
0.070075,0.007527,0.000001,0.002003,0.192534,0.002656,0.000001,0.006144,0.000001,0.002783,0.000012,0.002796,0.000001,0.004473,0.000002,0.291007
0.061849,0.005890,0.000001,0.002160,0.172397,0.002841,0.000001,0.005141,0.000001,0.003275,0.000027,0.002635,0.000001,0.004346,0.000002,0.260567
0.062418,0.004080,0.000001,0.001995,0.075225,0.004146,0.000001,0.005053,0.000001,0.003328,0.000031,0.003029,0.000001,0.003841,0.000002,0.163150
0.076158,0.005933,0.000001,0.001537,0.095526,0.002491,0.000001,0.005753,0.000001,0.003267,0.000028,0.002713,0.000001,0.003543,0.000002,0.196955
0.063148,0.004447,0.000001,0.003167,0.223728,0.002967,0.000001,0.005556,0.000001,0.009216,0.000060,0.006821,0.000001,0.005363,0.000002,0.324477
0.075188,0.004711,0.000001,0.002080,0.259535,0.002994,0.000001,0.007694,0.000001,0.009883,0.000050,0.006674,0.000001,0.003694,0.000002,0.372507
0.085287,0.006628,0.000001,0.001562,0.178388,0.002671,0.000001,0.006242,0.000001,0.008913,0.000050,0.006423,0.000001,0.003666,0.000003,0.299836
0.076457,0.004358,0.000001,0.002295,0.111400,0.002885,0.000001,0.006324,0.000001,0.009021,0.000052,0.015162,0.000001,0.003563,0.000002,0.231521
0.060632,0.004966,0.000001,0.002872,0.208674,0.003193,0.000001,0.004822,0.000001,0.009407,0.000054,0.006774,0.000001,0.004288,0.000002,0.305686
0.073992,0.004380,0.000001,0.001753,0.074460,0.002885,0.000001,0.007983,0.000001,0.009298,0.000070,0.006609,0.000001,0.004966,0.000003,0.186403
0.065802,0.004474,0.000001,0.001971,0.176520,0.003592,0.000001,0.005317,0.000001,0.009062,0.000042,0.006496,0.000001,0.003983,0.000002,0.277263
0.065604,0.004385,0.000001,0.003267,0.199863,0.003278,0.000001,0.004955,0.000001,0.009959,0.000058,0.006722,0.000001,0.003945,0.000002,0.302040
0.079025,0.004458,0.000001,0.002069,0.082706,0.003497,0.000001,0.005726,0.000001,0.008726,0.000043,0.006206,0.000001,0.003642,0.000002,0.196103
0.078593,0.004397,0.000001,0.001884,0.073663,0.004176,0.000014,0.005783,0.000001,0.009620,0.000053,0.006869,0.000001,0.003386,0.000002,0.188444
0.057914,0.004163,0.000001,0.001473,0.238103,0.002843,0.000001,0.006270,0.000001,0.009451,0.000041,0.006320,0.000001,0.005595,0.000002,0.332177
0.062665,0.004465,0.000001,0.001706,0.072627,0.002792,0.000001,0.004777,0.000001,0.009341,0.000064,0.006494,0.000001,0.003707,0.000002,0.168645
0.061524,0.005421,0.000001,0.002734,0.248706,0.002819,0.000001,0.004576,0.000001,0.008676,0.000045,0.006255,0.000001,0.003105,0.000002,0.343865
0.074421,0.004473,0.000001,0.002395,0.172322,0.002544,0.000001,0.004124,0.000000,0.012926,0.000046,0.006159,0.000001,0.003252,0.000002,0.282664
0.074608,0.005552,0.000001,0.002472,0.085265,0.002817,0.000001,0.005261,0.000001,0.004093,0.000034,0.003461,0.000001,0.007367,0.000002,0.190938
0.069683,0.004978,0.000014,0.002715,0.181475,0.002868,0.000001,0.004966,0.000001,0.011180,0.000474,0.006619,0.000001,0.003371,0.000002,0.288348
0.068264,0.005206,0.000001,0.002094,0.076363,0.003088,0.000001,0.005367,0.000001,0.008734,0.000045,0.006365,0.000001,0.003996,0.000002,0.179527
0.077667,0.004788,0.000001,0.001634,0.176738,0.002809,0.000001,0.005470,0.000001,0.009473,0.000064,0.006666,0.000001,0.005020,0.000002,0.290334
0.076375,0.004096,0.000001,0.001861,0.075226,0.003524,0.000001,0.005322,0.000001,0.008987,0.000041,0.006489,0.000001,0.004819,0.000003,0.186744
0.069721,0.004236,0.000001,0.002152,0.076246,0.002439,0.000001,0.006213,0.000001,0.009840,0.000070,0.006552,0.000001,0.004816,0.000003,0.182291
0.070273,0.005082,0.000001,0.002031,0.205885,0.002912,0.000001,0.004964,0.000001,0.009395,0.000044,0.006489,0.000001,0.003856,0.000003,0.310936
0.060546,0.004257,0.000001,0.001971,0.075529,0.003086,0.000001,0.004644,0.000001,0.009545,0.000054,0.006459,0.000001,0.003847,0.000002,0.169944
0.067744,0.004673,0.000001,0.001865,0.171147,0.002266,0.000001,0.005814,0.000001,0.009235,0.000042,0.006657,0.000001,0.004997,0.000002,0.274445
0.060590,0.004189,0.000001,0.001429,0.133229,0.002451,0.000001,0.004858,0.000001,0.002877,0.014718,0.002515,0.000001,0.003467,0.000002,0.230328
0.062907,0.004498,0.000001,0.001915,0.082401,0.002516,0.000001,0.004127,0.000001,0.009196,0.000051,0.006123,0.000001,0.004836,0.000002,0.178575
0.062866,0.005455,0.000001,0.002893,0.217762,0.002933,0.000001,0.004571,0.000001,0.009573,0.000043,0.006564,0.000001,0.003505,0.000001,0.316169
0.061286,0.004030,0.000001,0.001897,0.174956,0.002726,0.000001,0.004430,0.000001,0.001904,0.000013,0.002299,0.000001,0.004035,0.000003,0.257582
0.089555,0.003956,0.000001,0.002391,0.067720,0.002968,0.000001,0.004176,0.000001,0.008025,0.000052,0.007610,0.000001,0.005263,0.000002,0.191721
0.075992,0.003924,0.000001,0.001429,0.071284,0.002179,0.000001,0.006209,0.000001,0.008375,0.000051,0.006961,0.000001,0.004043,0.000003,0.180452
0.074880,0.004073,0.000001,0.001455,0.155365,0.002589,0.000001,0.005378,0.000001,0.001860,0.000011,0.002140,0.000001,0.003772,0.000002,0.251527
0.067475,0.004036,0.000001,0.001436,0.070312,0.003071,0.000001,0.005319,0.000001,0.001744,0.000010,0.002093,0.000001,0.003860,0.000002,0.159361
0.058265,0.003457,0.000001,0.002008,0.072876,0.002271,0.000001,0.004778,0.000001,0.009164,0.000057,0.005957,0.000001,0.003142,0.000002,0.161981
0.077828,0.003793,0.000001,0.001696,0.143316,0.002670,0.000001,0.004137,0.000001,0.007690,0.000041,0.005583,0.000001,0.003688,0.000003,0.250446
0.061122,0.004345,0.000001,0.001896,0.078385,0.002837,0.000001,0.004339,0.000001,0.009558,0.000081,0.006505,0.000001,0.004061,0.000003,0.173135
0.062282,0.004360,0.000001,0.002332,0.071810,0.002096,0.000001,0.004870,0.000001,0.008633,0.000045,0.006546,0.000001,0.004699,0.000002,0.167677
0.061124,0.004200,0.000001,0.001800,0.164697,0.003388,0.000001,0.004824,0.000001,0.001816,0.000008,0.004127,0.000001,0.004228,0.000002,0.250216
0.103226,0.006526,0.000001,0.001840,0.072538,0.003758,0.000001,0.005652,0.000001,0.002185,0.000012,0.002518,0.000001,0.004297,0.000002,0.202558
0.062727,0.004932,0.000001,0.002084,0.158068,0.003340,0.000001,0.005812,0.000001,0.009529,0.000062,0.007012,0.000001,0.002949,0.000002,0.256520
0.063635,0.005645,0.000001,0.001958,0.072229,0.002159,0.000001,0.006705,0.000001,0.002131,0.000009,0.002158,0.000001,0.002829,0.000002,0.159463
0.070145,0.004733,0.000001,0.002153,0.073742,0.003420,0.000001,0.005730,0.000001,0.009174,0.000044,0.007621,0.000002,0.003323,0.000001,0.180090
0.080074,0.004590,0.000001,0.002282,0.157782,0.002793,0.000001,0.005981,0.000001,0.010884,0.000072,0.006644,0.000001,0.002546,0.000001,0.273652
0.062771,0.005150,0.000001,0.002011,0.073543,0.002254,0.000001,0.005681,0.000001,0.009137,0.000042,0.006643,0.000001,0.003569,0.000001,0.170806
0.071909,0.004394,0.000001,0.002509,0.158615,0.003831,0.000001,0.004806,0.000001,0.009711,0.000049,0.006525,0.000001,0.003057,0.000001,0.265410
