Sample,Sample<->Extractor,Extractor,Extractor<->Lookup,Lookup,Total
0.053141,0.008543,0.100152,0.004147,0.000067,0.166050
0.061067,0.005741,0.083305,0.003836,0.000052,0.153999
0.069143,0.006873,0.196929,0.003592,0.000037,0.276574
0.066500,0.051096,0.086526,0.003990,0.000053,0.208165
0.072984,0.005910,0.256035,0.002926,0.000047,0.337901
0.062624,0.006081,0.271523,0.003997,0.000092,0.344317
0.060399,0.077435,0.090957,0.002979,0.000040,0.231811
0.067774,0.039613,0.218920,0.003200,0.000060,0.329566
0.059828,0.068620,0.084722,0.002623,0.000032,0.215825
0.062979,0.071322,0.207951,0.002482,0.000036,0.344770
0.079196,0.068085,0.083764,0.002750,0.000061,0.233855
0.067233,0.094151,0.076650,0.002141,0.000061,0.240236
0.066677,0.076878,0.281441,0.002826,0.000035,0.427856
0.067775,0.139592,0.082181,0.002494,0.000041,0.292083
0.075712,0.097873,0.187757,0.004224,0.000034,0.365600
0.099172,0.123164,0.083954,0.003037,0.000039,0.309366
0.062814,0.103145,0.369477,0.005154,0.000441,0.541032
0.093238,0.102438,0.197981,0.003174,0.000053,0.396884
0.060874,0.128189,0.270058,0.008013,0.000037,0.467171
0.068742,0.167800,0.190568,0.003242,0.000045,0.430397
0.063732,0.229142,0.086933,0.003292,0.000065,0.383164
0.070882,0.211626,0.084887,0.003096,0.000041,0.370532
0.073747,0.160177,0.281169,0.003211,0.000038,0.518343
0.080495,0.181557,0.248211,0.003356,0.000045,0.513663
0.080467,0.220058,0.201420,0.002968,0.000035,0.504948
0.061010,0.271337,0.111501,0.003182,0.000045,0.447075
0.061670,0.282382,0.120992,0.003282,0.000037,0.468363
0.062130,0.253992,0.230909,0.003203,0.000034,0.550267
0.065502,0.298397,0.085322,0.003306,0.000034,0.452560
0.070257,0.313740,0.084267,0.003344,0.000050,0.471658
0.080354,0.255313,0.278499,0.003554,0.000047,0.617768
0.071030,0.239829,0.278418,0.003736,0.000054,0.593066
0.073725,0.302928,0.190650,0.003039,0.000049,0.570392
0.069281,0.365842,0.088205,0.002955,0.000059,0.526341
0.061062,0.329518,0.083289,0.002763,0.000045,0.476677
0.064757,0.339635,0.186868,0.002607,0.000040,0.593907
0.061089,0.380245,0.090865,0.002931,0.000069,0.535199
0.067395,0.346161,0.274981,0.003928,0.000062,0.692526
0.068946,0.319741,0.276825,0.003232,0.000039,0.668782
0.062197,0.403632,0.087450,0.003341,0.000048,0.556668
0.062214,0.392166,0.088971,0.003533,0.000035,0.546920
0.062392,0.430244,0.199363,0.003271,0.000065,0.695334
0.063026,0.447146,0.091020,0.003290,0.000067,0.604549
0.061170,0.393691,0.287614,0.003116,0.000038,0.745629
0.061334,0.373104,0.275408,0.009954,0.000043,0.719843
0.068000,0.461390,0.085152,0.003292,0.000057,0.617893
0.082539,0.408225,0.214046,0.003108,0.000048,0.707967
0.067784,0.452231,0.082352,0.002830,0.000054,0.605251
0.068671,0.462094,0.081645,0.002546,0.000057,0.615013
0.079927,0.457510,0.168724,0.002014,0.000036,0.708211
0.066216,0.444076,0.272554,0.002992,0.000054,0.785892
0.063736,0.517961,0.082384,0.002414,0.000034,0.666529
0.069103,0.474305,0.309901,0.003116,0.015416,0.871842
0.058999,0.501976,0.084168,0.002834,0.000052,0.648028
0.080514,0.526801,0.169539,0.002017,0.000097,0.778968
0.065650,0.516160,0.082510,0.002870,0.000037,0.667226
0.074966,0.507883,0.258441,0.002697,0.000061,0.844047
0.063572,0.537411,0.083598,0.002776,0.000039,0.687396
0.076248,0.475885,0.267326,0.002505,0.000036,0.822000
0.063690,0.547058,0.185300,0.002744,0.000034,0.798825
0.077883,0.537706,0.084547,0.003344,0.000090,0.703569
0.063701,0.535699,0.086398,0.003655,0.000040,0.689493
0.062906,0.578784,0.265545,0.003451,0.000039,0.910725
0.070843,0.583673,0.086177,0.010237,0.000036,0.750967
0.076567,0.552790,0.186832,0.007975,0.000094,0.824257
0.082656,0.538178,0.275685,0.002995,0.000038,0.899553
