Sample,Sample<->Extractor,Extractor,Extractor<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.036309,0.003744,0.073232,0.012039,0.000052,0.008763,0.000003,0.134141
0.060852,0.002600,0.082724,0.010020,0.000057,0.009797,0.000002,0.166053
0.055216,0.002700,0.166240,0.009688,0.000040,0.009149,0.000002,0.243034
0.059688,0.016773,0.082472,0.011082,0.000032,0.008615,0.000002,0.178665
0.064036,0.002761,0.228834,0.009095,0.000037,0.008564,0.000002,0.313329
0.060103,0.034582,0.084100,0.009175,0.000032,0.008930,0.000002,0.196924
0.077458,0.003721,0.234746,0.009410,0.000032,0.008306,0.000002,0.333674
0.062322,0.002981,0.228539,0.010845,0.000056,0.008421,0.000002,0.313167
0.062471,0.050556,0.083508,0.012979,0.000068,0.007041,0.000001,0.216623
0.062590,0.031107,0.251864,0.008751,0.000030,0.008672,0.000002,0.363016
0.096675,0.028022,0.189230,0.013775,0.000070,0.009325,0.000002,0.337098
0.092848,0.021758,0.244165,0.014706,0.000024,0.007860,0.000002,0.381364
0.058563,0.115675,0.085433,0.009583,0.000042,0.012188,0.000002,0.281485
0.074804,0.015260,0.235875,0.009214,0.000038,0.008086,0.000002,0.343280
0.061669,0.131251,0.078582,0.008520,0.000049,0.008670,0.000002,0.288742
0.061470,0.110727,0.083130,0.009097,0.000033,0.008332,0.000002,0.272789
0.061187,0.105186,0.183535,0.009325,0.000044,0.007966,0.000002,0.367245
0.062524,0.155488,0.238736,0.009816,0.000062,0.007295,0.000002,0.473923
0.061611,0.102392,0.262617,0.009603,0.000038,0.008205,0.000002,0.444467
0.076729,0.146464,0.084939,0.009740,0.000043,0.008937,0.000002,0.326854
0.061761,0.160834,0.200082,0.009539,0.000040,0.007876,0.000002,0.440134
0.088621,0.133593,0.204402,0.010365,0.000035,0.008271,0.000002,0.445290
0.072535,0.204828,0.085495,0.012230,0.000053,0.018143,0.000002,0.393286
0.064892,0.185959,0.260206,0.010722,0.000059,0.008488,0.000002,0.530329
0.073747,0.221264,0.105605,0.010323,0.000057,0.008697,0.000002,0.419695
0.062162,0.239345,0.084814,0.010796,0.000036,0.008773,0.000002,0.405927
0.067690,0.186727,0.263180,0.015883,0.000075,0.008125,0.000002,0.541682
0.064576,0.198620,0.213812,0.009781,0.000031,0.008330,0.000002,0.495151
0.065823,0.254785,0.090084,0.009877,0.000041,0.009469,0.000002,0.430081
0.059402,0.216234,0.309901,0.009505,0.000033,0.008385,0.000002,0.603461
0.068379,0.270728,0.083962,0.010361,0.000041,0.007540,0.000002,0.441011
0.062169,0.290849,0.205938,0.010367,0.000038,0.008591,0.000002,0.577954
0.065058,0.321022,0.088817,0.008978,0.000039,0.007869,0.000002,0.491784
0.079844,0.229553,0.270709,0.009228,0.000042,0.008199,0.000002,0.597578
0.071756,0.300510,0.082726,0.009309,0.000036,0.009505,0.000002,0.473844
0.084642,0.272637,0.188998,0.009560,0.000043,0.008111,0.000002,0.563994
0.060860,0.331345,0.083607,0.009943,0.000034,0.008051,0.000002,0.493841
0.061352,0.299721,0.267108,0.010154,0.000057,0.008086,0.000002,0.646479
0.097274,0.310399,0.084946,0.010381,0.000082,0.008197,0.000002,0.511281
0.063981,0.316983,0.262061,0.009236,0.000030,0.008698,0.000002,0.660992
0.073988,0.350598,0.084524,0.022398,0.000038,0.008051,0.000002,0.539599
0.092160,0.322598,0.208514,0.019551,0.000035,0.007635,0.000002,0.650493
0.084718,0.304931,0.227007,0.009195,0.000041,0.008755,0.000002,0.634649
0.065727,0.378717,0.093478,0.011457,0.000030,0.008320,0.000002,0.557730
0.071631,0.373779,0.272879,0.016013,0.000037,0.009382,0.000002,0.743724
0.060589,0.378744,0.143233,0.010025,0.016801,0.008114,0.000002,0.617509
0.062709,0.357372,0.273187,0.010168,0.000032,0.014201,0.000002,0.717671
0.060650,0.393271,0.214717,0.014757,0.000042,0.008136,0.000002,0.691574
0.063081,0.456537,0.083002,0.010093,0.000100,0.008752,0.000002,0.621568
0.088708,0.407957,0.081733,0.009696,0.000057,0.008157,0.000015,0.596324
0.104595,0.398906,0.179567,0.009375,0.000047,0.007670,0.000002,0.700161
0.068513,0.476796,0.076136,0.008550,0.000038,0.007120,0.000002,0.637155
0.062415,0.488416,0.279698,0.009052,0.000032,0.008339,0.000002,0.847954
0.062294,0.467111,0.244852,0.008551,0.000038,0.007504,0.000002,0.790353
0.064824,0.493140,0.082259,0.009667,0.000039,0.007630,0.000002,0.657562
0.088895,0.452320,0.080823,0.012255,0.000041,0.007993,0.000002,0.642329
0.070500,0.512211,0.192173,0.010056,0.000033,0.007719,0.000002,0.792694
0.083311,0.506225,0.083175,0.009067,0.000030,0.008892,0.000002,0.690702
0.064199,0.477035,0.252446,0.010963,0.000136,0.016290,0.000002,0.821069
0.070054,0.492268,0.263432,0.019694,0.001793,0.009404,0.000002,0.856647
0.062747,0.538855,0.082875,0.010164,0.000061,0.008480,0.000004,0.703188
0.070646,0.498602,0.188935,0.009443,0.000041,0.008100,0.000002,0.775769
0.075680,0.514113,0.086457,0.010769,0.000047,0.008708,0.000002,0.695775
0.069123,0.538293,0.119550,0.010575,0.000032,0.007957,0.000002,0.745532
0.067456,0.528455,0.263981,0.009754,0.000045,0.008618,0.000003,0.878313
0.071350,0.555127,0.267703,0.028380,0.000028,0.008389,0.000002,0.930979
0.071596,0.524883,0.201765,0.022075,0.000032,0.012075,0.000002,0.832428
0.064448,0.630081,0.084245,0.009402,0.000031,0.007958,0.000002,0.796168
0.075913,0.567786,0.080227,0.009192,0.000032,0.007414,0.000002,0.740565
0.081621,0.551412,0.181618,0.008507,0.000031,0.007142,0.000002,0.830334
0.079002,0.615640,0.078210,0.008635,0.000035,0.007333,0.000002,0.788857
0.063137,0.628292,0.267791,0.009144,0.000069,0.007686,0.000003,0.976122
0.084089,0.575693,0.255406,0.013264,0.000581,0.017045,0.000015,0.946093
0.065297,0.639825,0.081182,0.009145,0.000047,0.007795,0.000003,0.803293
0.071500,0.641533,0.190905,0.011725,0.000031,0.007513,0.000002,0.923210
0.062143,0.627503,0.082608,0.015594,0.000035,0.009658,0.000002,0.797544
0.062988,0.676065,0.084151,0.013889,0.000036,0.007737,0.000002,0.844868
0.072121,0.641279,0.264836,0.010047,0.000035,0.007200,0.000002,0.995521
0.060446,0.632418,0.260729,0.010746,0.000032,0.008130,0.000002,0.972503
