Sample,Sample<->Dispatcher-extractor,Dispatcher-extractor,Dispatcher-extractor<->Extractor,Extractor,Extractor<->Collect-extractor,Collect-extractor,Collect-extractor<->Dispatcher-lookup,Dispatcher-lookup,Dispatcher-lookup<->Lookup,Lookup,Lookup<->Collect-lookup,Collect-lookup,Collect-lookup<->Stat,Stat,Total
0.035805,0.006906,0.000001,0.003229,0.087885,0.003161,0.000001,0.006864,0.000001,0.003583,0.000031,0.003037,0.000001,0.005465,0.000001,0.155971
0.055269,0.005386,0.000001,0.002766,0.084694,0.004134,0.000001,0.005120,0.000001,0.002867,0.000020,0.002370,0.000001,0.003223,0.000002,0.165852
0.081686,0.005891,0.000001,0.002054,0.073293,0.003324,0.000001,0.005102,0.000001,0.003184,0.000024,0.002443,0.000001,0.003944,0.000001,0.180950
0.062937,0.005219,0.000001,0.002420,0.075118,0.003357,0.000001,0.005736,0.000001,0.002393,0.000015,0.002409,0.000001,0.004069,0.000001,0.163678
0.092572,0.005528,0.000001,0.002443,0.188891,0.003771,0.000001,0.005355,0.000002,0.002981,0.000020,0.002367,0.000001,0.003370,0.000001,0.307306
0.076957,0.005303,0.000001,0.002374,0.080027,0.003280,0.000001,0.005442,0.000001,0.001931,0.000014,0.002795,0.000001,0.004254,0.000001,0.182381
0.090395,0.004964,0.000001,0.002476,0.166152,0.003261,0.000001,0.006915,0.000001,0.002550,0.000017,0.003617,0.000001,0.005695,0.000002,0.286048
0.084978,0.006252,0.000001,0.002949,0.078122,0.002822,0.000001,0.006732,0.000001,0.001570,0.000009,0.002183,0.000001,0.002983,0.000001,0.188604
0.076191,0.005293,0.000001,0.002236,0.074179,0.003204,0.000001,0.005277,0.000001,0.002073,0.000012,0.003081,0.000001,0.003025,0.000002,0.174577
0.056761,0.005507,0.000001,0.002081,0.171609,0.003116,0.000001,0.005379,0.000001,0.001933,0.000012,0.002324,0.000001,0.003315,0.000002,0.252043
0.092783,0.004558,0.000001,0.001925,0.075237,0.002567,0.000001,0.004857,0.000001,0.003337,0.000028,0.002805,0.000001,0.003631,0.000002,0.191731
0.072601,0.003864,0.000001,0.001850,0.168664,0.002801,0.000001,0.004883,0.000001,0.003075,0.000019,0.002307,0.000001,0.003604,0.000002,0.263673
0.099699,0.005686,0.000001,0.001997,0.073567,0.002417,0.000001,0.004948,0.000001,0.003176,0.000028,0.002491,0.000001,0.004592,0.000002,0.198605
0.064608,0.004219,0.000001,0.001866,0.220679,0.003312,0.000001,0.004863,0.000001,0.008243,0.000060,0.006071,0.000001,0.004170,0.000002,0.318095
0.061239,0.004126,0.000001,0.001762,0.081607,0.003227,0.000001,0.005577,0.000001,0.008635,0.000055,0.006045,0.000001,0.004461,0.000003,0.176738
0.079023,0.004453,0.000001,0.002603,0.165012,0.002373,0.000001,0.004683,0.000001,0.008269,0.000053,0.005951,0.000001,0.004191,0.000003,0.276616
0.076228,0.004489,0.000001,0.002213,0.075444,0.002213,0.000001,0.004285,0.000001,0.009660,0.000049,0.006304,0.000001,0.004622,0.000003,0.185513
0.061144,0.003807,0.000001,0.001840,0.157106,0.002638,0.000001,0.004583,0.000001,0.010068,0.000056,0.005937,0.000001,0.003783,0.000002,0.250966
0.072958,0.004381,0.000001,0.001899,0.080330,0.002757,0.000001,0.004754,0.000001,0.008765,0.000050,0.006786,0.000001,0.003813,0.000002,0.186497
0.069721,0.004090,0.000001,0.001921,0.074579,0.003350,0.000001,0.006016,0.000001,0.009417,0.000048,0.006720,0.000001,0.004303,0.000002,0.180172
0.064128,0.004609,0.000001,0.001947,0.076097,0.003079,0.000001,0.004898,0.000001,0.009175,0.000050,0.006574,0.000001,0.004193,0.000002,0.174754
0.081163,0.005360,0.000001,0.002056,0.075590,0.002893,0.000001,0.004926,0.000001,0.009265,0.000235,0.007066,0.000001,0.004127,0.000002,0.192684
0.071364,0.004962,0.000001,0.001913,0.224852,0.002849,0.000001,0.006094,0.000001,0.010511,0.000089,0.006705,0.000001,0.003351,0.000002,0.332694
0.069847,0.005464,0.000001,0.001980,0.073731,0.002915,0.000001,0.005562,0.000001,0.008889,0.000079,0.006318,0.000001,0.004550,0.000002,0.179339
0.082631,0.004975,0.000001,0.002655,0.176121,0.002980,0.000001,0.005339,0.000001,0.010067,0.000084,0.006724,0.000001,0.004139,0.000002,0.295719
0.073044,0.006082,0.000001,0.002067,0.075417,0.002658,0.000001,0.005478,0.000001,0.003904,0.000029,0.003045,0.000001,0.003983,0.000002,0.175711
0.064923,0.004688,0.000001,0.001916,0.094664,0.002527,0.000001,0.005690,0.000001,0.009159,0.000080,0.006837,0.000001,0.003695,0.000002,0.194184
0.073569,0.004973,0.000001,0.002051,0.181077,0.004006,0.000001,0.005689,0.000001,0.009279,0.000078,0.006563,0.000001,0.003595,0.000003,0.290887
0.060795,0.004378,0.000001,0.002128,0.077400,0.003327,0.000001,0.005482,0.000001,0.009265,0.000080,0.007057,0.000001,0.003473,0.000002,0.173390
0.064823,0.004927,0.000001,0.002298,0.075556,0.003204,0.000001,0.005661,0.000001,0.009758,0.000083,0.006589,0.000001,0.004027,0.000002,0.176929
0.063121,0.004943,0.000001,0.003292,0.167790,0.002969,0.000001,0.004658,0.000001,0.009098,0.000081,0.006451,0.000001,0.003834,0.000002,0.266241
0.074580,0.004385,0.000001,0.001739,0.073630,0.003522,0.000001,0.005236,0.000001,0.008776,0.000082,0.006510,0.000001,0.003616,0.000002,0.182079
0.083246,0.005464,0.000001,0.002137,0.163642,0.003400,0.000001,0.006297,0.000001,0.010807,0.000060,0.006531,0.000001,0.003290,0.000002,0.284878
0.077145,0.004295,0.000001,0.001676,0.072865,0.003041,0.000001,0.006034,0.000001,0.016747,0.000062,0.008433,0.000001,0.003380,0.000002,0.193682
0.076186,0.004168,0.000001,0.001875,0.160289,0.003203,0.000001,0.005504,0.000001,0.003822,0.000033,0.003226,0.000001,0.003992,0.000002,0.262303
0.061750,0.004226,0.000001,0.001378,0.072301,0.002728,0.000001,0.004286,0.000001,0.009379,0.000053,0.005926,0.000001,0.004349,0.000002,0.166380
0.059351,0.004204,0.000001,0.001798,0.073326,0.002687,0.000001,0.004318,0.000001,0.008581,0.000051,0.006223,0.000001,0.004687,0.000002,0.165231
0.068945,0.005043,0.000001,0.001784,0.164258,0.002998,0.000001,0.006973,0.000001,0.003245,0.000056,0.003205,0.000001,0.003899,0.000002,0.260411
0.062442,0.006735,0.000001,0.002241,0.080649,0.002834,0.000001,0.004450,0.000001,0.015228,0.000071,0.007379,0.000001,0.003723,0.000002,0.185757
0.062299,0.006297,0.000001,0.001929,0.073943,0.002568,0.000001,0.005609,0.000001,0.002800,0.000026,0.002934,0.000001,0.003855,0.000003,0.162267
0.062027,0.004100,0.000001,0.002098,0.170257,0.003669,0.000001,0.004948,0.000001,0.008645,0.000042,0.006194,0.000001,0.004922,0.000002,0.266909
0.102816,0.006147,0.000001,0.002088,0.074102,0.002697,0.000001,0.005285,0.000001,0.009030,0.000042,0.006671,0.000001,0.004283,0.000002,0.213166
0.061254,0.005142,0.000001,0.001958,0.166331,0.002848,0.000001,0.006124,0.000001,0.002710,0.000021,0.002425,0.000001,0.003831,0.000002,0.252649
0.071119,0.004912,0.000001,0.001509,0.078985,0.002962,0.000001,0.005582,0.000001,0.009264,0.000079,0.007247,0.000001,0.004334,0.000002,0.185999
0.073380,0.004426,0.000001,0.001683,0.074949,0.003604,0.000001,0.005507,0.000001,0.009845,0.000046,0.006894,0.000001,0.003599,0.000002,0.183937
0.092103,0.005254,0.000001,0.002004,0.164167,0.003153,0.000001,0.006435,0.000001,0.012489,0.000042,0.006736,0.000001,0.003840,0.000002,0.296227
0.075312,0.004254,0.000001,0.002016,0.196958,0.003253,0.000001,0.006765,0.000001,0.001615,0.000012,0.003124,0.000001,0.003379,0.000001,0.296692
0.070428,0.004712,0.000001,0.001681,0.079403,0.002917,0.000001,0.006006,0.000001,0.008895,0.000048,0.006112,0.000001,0.003765,0.000001,0.183972
0.063925,0.004187,0.000001,0.001527,0.142751,0.002278,0.000001,0.005421,0.000001,0.010658,0.024606,0.006752,0.000001,0.003937,0.000002,0.266047
0.085238,0.004995,0.000001,0.001955,0.067511,0.003830,0.000001,0.004549,0.000001,0.002615,0.000019,0.002145,0.000001,0.002983,0.000002,0.175846
0.071046,0.004765,0.000001,0.002426,0.179381,0.002891,0.000001,0.005347,0.000001,0.003148,0.000028,0.002449,0.000001,0.003725,0.000002,0.275212
0.058128,0.004155,0.000001,0.001438,0.078098,0.003184,0.000001,0.004762,0.000001,0.008898,0.000096,0.006310,0.000001,0.003311,0.000002,0.168385
0.071063,0.004279,0.000001,0.002689,0.157891,0.002894,0.000001,0.005014,0.000001,0.008245,0.000053,0.006289,0.000001,0.003347,0.000002,0.261768
0.087568,0.004517,0.000001,0.001875,0.072872,0.002915,0.000001,0.004448,0.000001,0.009822,0.000048,0.006075,0.000001,0.004285,0.000002,0.194430
0.061915,0.004974,0.000001,0.001896,0.145189,0.002780,0.000001,0.005636,0.000001,0.007842,0.000042,0.005552,0.000001,0.003959,0.000003,0.239792
0.075799,0.003845,0.000001,0.001735,0.075131,0.002899,0.000001,0.005240,0.000001,0.003471,0.000032,0.002727,0.000001,0.003562,0.000002,0.174445
0.076531,0.004289,0.000001,0.002103,0.074507,0.002894,0.000001,0.006049,0.000001,0.008642,0.000049,0.006972,0.000001,0.004163,0.000002,0.186202
0.074432,0.003860,0.000001,0.001781,0.157187,0.002927,0.000001,0.005503,0.000001,0.008427,0.000051,0.005958,0.000001,0.003679,0.000002,0.263810
0.060574,0.004531,0.000001,0.001680,0.073159,0.002448,0.000001,0.005223,0.000001,0.008761,0.000041,0.006449,0.000001,0.003803,0.000002,0.166675
0.063453,0.004455,0.000001,0.001857,0.072839,0.002893,0.000001,0.004559,0.000001,0.003906,0.000035,0.002807,0.000001,0.003941,0.000002,0.160750
0.066069,0.004612,0.000001,0.002611,0.158272,0.003350,0.000001,0.004980,0.000001,0.002943,0.000025,0.002672,0.000001,0.004934,0.000003,0.250474
0.072304,0.005140,0.000001,0.001662,0.073220,0.002413,0.000014,0.005358,0.000001,0.002588,0.000021,0.002679,0.000001,0.003871,0.000002,0.169274
0.077464,0.004485,0.000001,0.001648,0.158645,0.003259,0.000001,0.006737,0.000001,0.003395,0.000027,0.004214,0.000001,0.003489,0.000002,0.263370
0.065275,0.004614,0.000001,0.001462,0.073199,0.003232,0.000001,0.006012,0.000001,0.005155,0.000025,0.003222,0.000001,0.004382,0.000002,0.166584
0.073808,0.004273,0.000001,0.001930,0.157588,0.003188,0.000001,0.009083,0.000002,0.009410,0.000060,0.006532,0.000001,0.003543,0.000002,0.269421
0.060966,0.004207,0.000001,0.001702,0.072899,0.001947,0.000001,0.004763,0.000001,0.003883,0.000033,0.002928,0.000001,0.003634,0.000002,0.156967
0.061516,0.006295,0.000001,0.001912,0.104390,0.002078,0.000000,0.004990,0.000001,0.003491,0.000032,0.002490,0.000001,0.004779,0.000002,0.191977
0.059302,0.004716,0.000001,0.001860,0.163981,0.002850,0.000001,0.004239,0.000001,0.003784,0.000025,0.002364,0.000001,0.003790,0.000002,0.246917
0.061790,0.003792,0.000001,0.001745,0.071512,0.002976,0.000001,0.005381,0.000001,0.008592,0.000059,0.006021,0.000001,0.004198,0.000002,0.166071
0.088650,0.004290,0.000001,0.001274,0.069944,0.002605,0.000001,0.006157,0.000001,0.002488,0.000012,0.003194,0.000001,0.003363,0.000002,0.181982
0.062750,0.003875,0.000001,0.002411,0.180744,0.002946,0.000001,0.004578,0.000001,0.001823,0.000010,0.002129,0.000001,0.004074,0.000002,0.265344
0.077538,0.007619,0.000001,0.001791,0.075776,0.002982,0.000001,0.004096,0.000001,0.001587,0.000011,0.002033,0.000001,0.003191,0.000002,0.176627
0.071686,0.004016,0.000001,0.002154,0.084331,0.001960,0.000001,0.004147,0.000001,0.001559,0.000009,0.002063,0.000001,0.003966,0.000002,0.175895
