Sample,Sample<->Dispatcher-extractor,Dispatcher-extractor,Dispatcher-extractor<->Extractor,Extractor,Extractor<->Collect-extractor,Collect-extractor,Collect-extractor<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.048940,0.003214,0.000001,0.003937,0.102252,0.002321,0.000001,0.001540,0.000007,0.001591,0.000001,0.163805
0.067591,0.002420,0.000001,0.003626,0.099877,0.003066,0.000001,0.001408,0.000009,0.001495,0.000001,0.179494
0.056754,0.002194,0.000001,0.002698,0.202691,0.001660,0.000001,0.001170,0.000009,0.001305,0.000001,0.268484
0.071910,0.003146,0.000001,0.002039,0.079086,0.001737,0.000000,0.001298,0.000010,0.001443,0.000001,0.160670
0.061641,0.002386,0.000001,0.002916,0.172174,0.002261,0.000001,0.001813,0.000009,0.001356,0.000001,0.244558
0.060932,0.002281,0.000001,0.001902,0.178051,0.001657,0.000001,0.001232,0.000009,0.001427,0.000001,0.247493
0.071198,0.003078,0.000001,0.001416,0.074185,0.001675,0.000001,0.001230,0.000009,0.001230,0.000001,0.154023
0.070164,0.002431,0.000001,0.003065,0.097063,0.001484,0.000001,0.001272,0.000010,0.001348,0.000001,0.176839
0.069003,0.002409,0.000001,0.002843,0.212286,0.002436,0.000001,0.002014,0.000010,0.004324,0.000001,0.295329
0.062535,0.002381,0.000001,0.002724,0.188109,0.002361,0.000001,0.002607,0.000005,0.004601,0.000000,0.265325
0.072402,0.002437,0.000001,0.001981,0.163749,0.002034,0.000001,0.001644,0.000009,0.001269,0.000001,0.245527
0.061812,0.002498,0.000001,0.002648,0.190301,0.002176,0.000001,0.001233,0.000010,0.001233,0.000001,0.261913
0.067417,0.002348,0.000001,0.002540,0.224903,0.002186,0.000001,0.001119,0.000009,0.001242,0.000001,0.301765
0.059985,0.002973,0.000001,0.001847,0.174958,0.001545,0.000001,0.001731,0.000009,0.001342,0.000001,0.244392
0.063328,0.002404,0.000001,0.001926,0.077622,0.001406,0.000000,0.001069,0.000008,0.001224,0.000001,0.148989
0.066815,0.002482,0.000001,0.002220,0.075370,0.002239,0.000001,0.001220,0.000009,0.001399,0.000001,0.151755
0.082394,0.002923,0.000001,0.001694,0.168555,0.002134,0.000001,0.001446,0.000012,0.001523,0.000001,0.260683
0.067013,0.002233,0.000001,0.001730,0.165494,0.001708,0.000001,0.001233,0.000009,0.001297,0.000001,0.240719
0.077457,0.002287,0.000001,0.001494,0.076752,0.001504,0.000000,0.001277,0.000009,0.001475,0.000001,0.162258
0.071177,0.002731,0.000001,0.001912,0.138261,0.001408,0.000000,0.001221,0.000024,0.001347,0.000001,0.218083
0.072991,0.002362,0.000001,0.001828,0.185861,0.001874,0.000001,0.001190,0.000008,0.001544,0.000002,0.267660
0.078550,0.002478,0.000001,0.001632,0.074062,0.001502,0.000001,0.001262,0.000009,0.001384,0.000001,0.160880
0.065585,0.002578,0.000001,0.001926,0.180311,0.001722,0.000001,0.001600,0.000016,0.001858,0.000001,0.255598
0.062601,0.002551,0.000001,0.002014,0.163291,0.002240,0.000001,0.001288,0.000008,0.001329,0.000001,0.235323
