Sample,Sample<->Dispatcher-,Dispatcher-,Dispatcher-<->Extractor,Extractor,Extractor<->Collect-,Collect-,Collect-<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.070356,0.025986,0.000001,0.002577,0.225033,0.002189,0.000001,0.001339,0.014548,0.001173,0.000001,0.343203
0.076761,0.002764,0.000001,0.003018,0.308336,0.002515,0.000000,0.001650,0.014474,0.001241,0.000000,0.410759
0.058364,0.043158,0.000000,0.002424,0.177858,0.001342,0.000001,0.000925,0.000008,0.000953,0.000001,0.285034
0.062159,0.065465,0.000000,0.002446,0.204454,0.001770,0.000001,0.001343,0.000008,0.000995,0.000001,0.338641
0.063129,0.021572,0.000000,0.002125,0.241733,0.002382,0.000000,0.001283,0.014370,0.001131,0.000001,0.347726
0.061939,0.044850,0.000000,0.002280,0.272541,0.001733,0.000000,0.000941,0.000009,0.001235,0.000001,0.385532
0.061436,0.042909,0.000000,0.002070,0.237717,0.001752,0.000000,0.001089,0.000012,0.001311,0.000001,0.348297
0.061373,0.068151,0.000000,0.001996,0.192797,0.001812,0.000000,0.001032,0.014436,0.001199,0.000001,0.342799
0.101750,0.001976,0.000001,0.002289,0.207228,0.001402,0.000000,0.000932,0.000009,0.000943,0.000001,0.316529
0.067455,0.002423,0.000001,0.002165,0.213189,0.002156,0.000000,0.000985,0.000012,0.001200,0.000001,0.289587
0.090930,0.001699,0.000001,0.002069,0.240528,0.001483,0.000000,0.000925,0.000008,0.000988,0.000001,0.338631
0.065467,0.002077,0.000001,0.002631,0.246911,0.001819,0.000000,0.001043,0.014279,0.001158,0.000001,0.335387
0.062555,0.032268,0.000001,0.002309,0.226703,0.002315,0.000000,0.001102,0.014404,0.001201,0.000001,0.342860
0.078999,0.002529,0.000001,0.002777,0.228155,0.001936,0.000000,0.001257,0.014622,0.001185,0.000001,0.331462
0.086568,0.002117,0.000001,0.002601,0.288893,0.002530,0.000001,0.001279,0.014373,0.001290,0.000001,0.399653
0.074581,0.001988,0.000001,0.002581,0.260272,0.001745,0.000001,0.001137,0.014326,0.001207,0.000001,0.357839
0.077880,0.002103,0.000001,0.002578,0.263148,0.001793,0.000000,0.001104,0.000008,0.001131,0.000001,0.349747
0.072803,0.002533,0.000001,0.002589,0.221932,0.001959,0.000001,0.001556,0.014359,0.001206,0.000001,0.318939
0.065341,0.002087,0.000000,0.002652,0.303032,0.001788,0.000000,0.001162,0.000015,0.001521,0.000001,0.377601
0.075076,0.001958,0.000001,0.002248,0.218477,0.002260,0.000001,0.001256,0.014552,0.001287,0.000001,0.317116
0.069564,0.002133,0.000001,0.002585,0.225835,0.001882,0.000000,0.000993,0.014456,0.001209,0.000001,0.318659
0.067978,0.013672,0.000000,0.002519,0.225084,0.002303,0.000001,0.001848,0.014596,0.001192,0.000001,0.329193
0.071307,0.008687,0.000000,0.002544,0.322299,0.001730,0.000000,0.001169,0.014493,0.001246,0.000001,0.423477
0.062027,0.003756,0.000000,0.001830,0.203473,0.001740,0.000000,0.000999,0.000006,0.001038,0.000001,0.274869
0.072508,0.001967,0.000001,0.002463,0.217604,0.001974,0.000000,0.001110,0.014131,0.001243,0.000001,0.313001
0.077151,0.002324,0.000000,0.002392,0.297967,0.002780,0.000001,0.000924,0.000008,0.001030,0.000001,0.384578
0.066662,0.016103,0.000001,0.002486,0.287613,0.001951,0.000000,0.001076,0.014393,0.001692,0.000001,0.391977
0.062351,0.001777,0.000001,0.002522,0.191203,0.002300,0.000001,0.001230,0.000007,0.001010,0.000001,0.262402
0.060279,0.001714,0.000001,0.002300,0.247300,0.001953,0.000001,0.001658,0.000011,0.001365,0.000001,0.316581
0.060006,0.019452,0.000000,0.002468,0.199717,0.001457,0.000001,0.001044,0.000008,0.001031,0.000001,0.285185
0.104658,0.004312,0.000000,0.002339,0.197072,0.002458,0.000001,0.002220,0.013937,0.001284,0.000001,0.328282
0.069994,0.002029,0.000001,0.001907,0.203752,0.001934,0.000000,0.001428,0.014114,0.001212,0.000001,0.296373
0.088584,0.005728,0.000000,0.002215,0.260100,0.002406,0.000001,0.001128,0.014308,0.001191,0.000001,0.375661
0.075911,0.002355,0.000001,0.002628,0.223489,0.001715,0.000000,0.001051,0.014488,0.001270,0.000001,0.322908
0.087773,0.002146,0.000001,0.002907,0.226908,0.001992,0.000001,0.001112,0.014451,0.001176,0.000001,0.338468
0.072136,0.002292,0.000001,0.003389,0.293967,0.001955,0.000000,0.001573,0.014576,0.001238,0.000001,0.391128
0.059104,0.002047,0.000001,0.002763,0.285089,0.001926,0.000000,0.001264,0.014045,0.001452,0.000001,0.367691
0.073894,0.002041,0.000001,0.002293,0.236843,0.001871,0.000000,0.001320,0.014321,0.001168,0.000001,0.333753
0.072079,0.001923,0.000001,0.002118,0.215879,0.001858,0.000001,0.001168,0.014472,0.001145,0.000001,0.310644
0.069890,0.001994,0.000000,0.002308,0.224297,0.001924,0.000001,0.001474,0.014330,0.001111,0.000001,0.317330
0.082313,0.003285,0.000001,0.003227,0.320428,0.002451,0.000000,0.001099,0.013866,0.001625,0.000002,0.428295
0.060955,0.001570,0.000001,0.002209,0.239450,0.001660,0.000001,0.000850,0.000010,0.001029,0.000001,0.307734
0.064924,0.001882,0.000000,0.002294,0.198497,0.001868,0.000001,0.000997,0.014304,0.001146,0.000001,0.285912
0.068754,0.040275,0.000001,0.002396,0.187358,0.002064,0.000000,0.001001,0.014255,0.001098,0.000001,0.317202
0.080068,0.003268,0.000000,0.002362,0.213021,0.001677,0.000000,0.001056,0.014448,0.001132,0.000001,0.317035
0.064744,0.025324,0.000001,0.002209,0.254160,0.001721,0.000000,0.001006,0.014478,0.001963,0.000001,0.365606
0.067262,0.002392,0.000001,0.002414,0.221340,0.002666,0.000001,0.001405,0.014387,0.001283,0.000001,0.313149
0.061063,0.002043,0.000001,0.002688,0.213552,0.001987,0.000001,0.001148,0.014914,0.001278,0.000001,0.298674
0.068033,0.001897,0.000000,0.002278,0.322049,0.001842,0.000000,0.001000,0.000010,0.001077,0.000001,0.398189
0.062817,0.001899,0.000001,0.002326,0.272529,0.001900,0.000000,0.001173,0.014483,0.001196,0.000001,0.358326
0.062789,0.002101,0.000000,0.002197,0.260382,0.001614,0.000001,0.001038,0.014172,0.001297,0.000001,0.345592
0.080888,0.001902,0.000001,0.002576,0.219168,0.001969,0.000000,0.001474,0.014489,0.001229,0.000000,0.323697
0.062989,0.001838,0.000001,0.002279,0.233872,0.001956,0.000000,0.001103,0.014110,0.001165,0.000001,0.319314
