Sample,Sample<->Dispatcher-,Dispatcher-,Dispatcher-<->Extractor,Extractor,Extractor<->Collect-,Collect-,Collect-<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.055094,0.003780,0.000001,0.003184,0.202219,0.003858,0.000001,0.003319,0.000013,0.002394,0.000001,0.273865
0.069093,0.002052,0.000001,0.002738,0.200817,0.002004,0.000001,0.001354,0.000009,0.001529,0.000001,0.279597
0.061908,0.001931,0.000001,0.002594,0.202071,0.002013,0.000000,0.001167,0.000010,0.001202,0.000001,0.272898
0.068709,0.001986,0.000000,0.002481,0.276092,0.002018,0.000001,0.001301,0.000008,0.001191,0.000001,0.353787
0.062912,0.002068,0.000000,0.002813,0.195888,0.001780,0.000000,0.001105,0.000012,0.001606,0.000001,0.268186
0.058017,0.001986,0.000001,0.003090,0.276062,0.001850,0.000000,0.001032,0.000021,0.001099,0.000001,0.343159
0.093479,0.005192,0.000001,0.003698,0.207301,0.002071,0.000000,0.001058,0.000008,0.001154,0.000001,0.313964
0.077547,0.002710,0.000001,0.002163,0.202195,0.002087,0.000001,0.001162,0.000006,0.001679,0.000001,0.289550
0.067715,0.002577,0.000001,0.002552,0.203934,0.001845,0.000000,0.001028,0.000008,0.001141,0.000001,0.280802
0.074238,0.002116,0.000001,0.002095,0.188252,0.002102,0.000001,0.001111,0.000014,0.001301,0.000001,0.271232
0.068786,0.002038,0.000000,0.002937,0.297927,0.001786,0.000000,0.001251,0.000013,0.001150,0.000001,0.375888
0.065188,0.004581,0.000000,0.002491,0.289030,0.001838,0.000001,0.001123,0.000010,0.001129,0.000001,0.365392
0.059489,0.001988,0.000001,0.002017,0.168721,0.001449,0.000000,0.001366,0.000010,0.001116,0.000001,0.236158
0.062263,0.001951,0.000001,0.002193,0.203707,0.001836,0.000001,0.001236,0.000007,0.001108,0.000001,0.274303
0.063625,0.001998,0.000000,0.003055,0.286775,0.001761,0.000000,0.001014,0.000009,0.001135,0.000001,0.359373
0.061511,0.001831,0.000001,0.002423,0.196837,0.001688,0.000000,0.000991,0.000008,0.001100,0.000001,0.266390
0.077323,0.001924,0.000001,0.002103,0.364434,0.001767,0.000001,0.000963,0.000008,0.001080,0.000001,0.449603
0.061204,0.044059,0.000001,0.001806,0.175842,0.001403,0.000000,0.001027,0.000008,0.001148,0.000001,0.286499
0.061540,0.015748,0.000000,0.002482,0.213061,0.001785,0.000000,0.001012,0.000007,0.001120,0.000001,0.296756
0.061660,0.003367,0.000001,0.002212,0.283881,0.001898,0.000000,0.001726,0.000008,0.001220,0.000001,0.355973
0.077840,0.002188,0.000001,0.002220,0.261867,0.001820,0.000000,0.001273,0.000013,0.001420,0.000001,0.348642
0.091592,0.002131,0.000001,0.002051,0.193450,0.001835,0.000000,0.001040,0.000010,0.001792,0.000001,0.293903
0.078812,0.002143,0.000001,0.002258,0.190995,0.002313,0.000001,0.001902,0.000016,0.001886,0.000001,0.280327
0.087238,0.002206,0.000000,0.002627,0.285816,0.002327,0.000001,0.001697,0.000009,0.001767,0.000001,0.383690
0.085650,0.001999,0.000001,0.001956,0.268455,0.002087,0.000001,0.001366,0.000013,0.001785,0.000001,0.363312
0.059810,0.002090,0.000001,0.002691,0.205087,0.001925,0.000000,0.001277,0.000012,0.001616,0.000001,0.274509
0.062036,0.018167,0.000000,0.002688,0.191076,0.001459,0.000000,0.001555,0.000011,0.001469,0.000001,0.278463
0.068534,0.001997,0.000001,0.003253,0.298585,0.002028,0.000001,0.001230,0.000006,0.001290,0.000000,0.376926
0.062113,0.002026,0.000000,0.002000,0.205527,0.002311,0.000001,0.001086,0.000011,0.001189,0.000001,0.276265
0.060611,0.025632,0.000001,0.002591,0.291676,0.001932,0.000001,0.001076,0.000008,0.001542,0.000001,0.385069
0.095891,0.002747,0.000001,0.002351,0.225110,0.002713,0.000001,0.002147,0.000014,0.002454,0.000001,0.333430
0.085932,0.002797,0.000001,0.003427,0.204072,0.001902,0.000001,0.001152,0.000008,0.001342,0.000001,0.300635
0.059862,0.001855,0.000000,0.002561,0.236327,0.001810,0.000000,0.001038,0.000009,0.001139,0.000001,0.304603
